Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
1,Jason Witten\WittJa00,2012,30,3-69,DAL,NFL,16,16,147,110,1039,9.45,3,64.9,74.8%,7.07
2,Tony Gonzalez\GonzTo00,2004,28,1-13,KAN,NFL,16,16,148,102,1258,12.33,7,78.6,68.9%,8.50
3,Dallas Clark\ClarDa00,2009,30,1-24,IND,NFL,16,16,133,100,1106,11.06,10,69.1,75.2%,8.32
4,Tony Gonzalez\GonzTo00,2007,31,1-13,KAN,NFL,16,16,153,99,1172,11.84,5,73.3,64.7%,7.66
5,Jimmy Graham\GrahJi00,2011,25,3-95,NOR,NFL,16,11,149,99,1310,13.23,11,81.9,66.4%,8.79
6,Tony Gonzalez\GonzTo00,2008,32,1-13,KAN,NFL,16,16,155,96,1058,11.02,10,66.1,61.9%,6.83
7,Jason Witten\WittJa00,2007,25,3-69,DAL,NFL,16,16,141,96,1145,11.93,7,71.6,68.1%,8.12
8,Delanie Walker\WalkHu00,2015,31,6-175,TEN,NFL,15,10,133,94,1088,11.57,6,72.5,70.7%,8.18
9,Jason Witten\WittJa00,2009,27,3-69,DAL,NFL,16,16,124,94,1030,10.96,2,64.4,75.8%,8.31
10,Jason Witten\WittJa00,2010,28,3-69,DAL,NFL,16,16,128,94,1002,10.66,9,62.6,73.4%,7.83
11,Tony Gonzalez\GonzTo00,2012,36,1-13,ATL,NFL,16,16,124,93,930,10.00,8,58.1,75.0%,7.50
12,Tony Gonzalez\GonzTo00,2000,24,1-13,KAN,NFL,16,16,150,93,1203,12.94,9,75.2,62.0%,8.02
13,Martellus Bennett\BennMa00,2014,27,2-61,CHI,NFL,16,15,128,90,916,10.18,6,57.3,70.3%,7.16
14,Rob Gronkowski\GronRo00,2011,22,2-42,NWE,NFL,16,16,124,90,1327,14.74,17,82.9,72.6%,10.70
15,Antonio Gates\GateAn00,2005,25,,SDG,NFL,15,15,140,89,1101,12.37,10,73.4,63.6%,7.86
16,Kellen Winslow\WinsKe01,2006,23,1-6,CLE,NFL,16,16,120,89,875,9.83,3,54.7,74.2%,7.29
17,Jordan Reed\ReedJo02,2015,25,3-85,WAS,NFL,14,9,114,87,952,10.94,11,68.0,76.3%,8.35
18,Jason Witten\WittJa00,2004,22,3-69,DAL,NFL,16,15,122,87,980,11.26,6,61.3,71.3%,8.03
19,Jimmy Graham\GrahJi00,2013,27,3-95,NOR,NFL,16,12,142,86,1215,14.13,16,75.9,60.6%,8.56
20,Dennis Pitta\PittDe00,2016,31,4-114,BAL,NFL,16,12,121,86,729,8.48,2,45.6,71.1%,6.02
21,Jimmy Graham\GrahJi00,2012,26,3-95,NOR,NFL,15,9,135,85,982,11.55,9,65.5,63.0%,7.27
22,Jimmy Graham\GrahJi00,2014,28,3-95,NOR,NFL,16,13,125,85,889,10.46,10,55.6,68.0%,7.11
23,Travis Kelce\KelcTr00,2016,27,3-63,KAN,NFL,16,15,117,85,1125,13.24,4,70.3,72.6%,9.62
24,Greg Olsen\OlseGr00,2014,29,1-31,CAR,NFL,16,16,123,84,1008,12.00,6,63.0,68.3%,8.20
25,Chris Cooley\CoolCh00,2008,26,3-81,WAS,NFL,16,16,111,83,849,10.23,1,53.1,74.8%,7.65
26,Tony Gonzalez\GonzTo00,2009,33,1-13,ATL,NFL,16,16,134,83,867,10.45,6,54.2,61.9%,6.47
27,Tony Gonzalez\GonzTo00,2013,37,1-13,ATL,NFL,16,16,121,83,859,10.35,8,53.7,68.6%,7.10
28,Travis Kelce\KelcTr00,2017,28,3-63,KAN,NFL,15,15,122,83,1038,12.51,8,69.2,68.0%,8.51
29,Brandon Pettigrew\PettBr00,2011,26,1-20,DET,NFL,16,16,126,83,777,9.36,5,48.6,65.9%,6.17
30,Kyle Rudolph\RudoKy00,2016,27,2-43,MIN,NFL,16,16,132,83,840,10.12,7,52.5,62.9%,6.36
31,Rob Gronkowski\GronRo00,2014,25,2-42,NWE,NFL,15,10,131,82,1124,13.71,12,74.9,62.6%,8.58
32,Eric Johnson\JohnEr00,2004,25,7-224,SFO,NFL,16,14,117,82,825,10.06,2,51.6,70.1%,7.05
33,Kellen Winslow\WinsKe01,2007,24,1-6,CLE,NFL,16,14,148,82,1106,13.49,5,69.1,55.4%,7.47
34,Antonio Gates\GateAn00,2004,24,,SDG,NFL,15,15,114,81,964,11.90,13,64.3,71.1%,8.46
35,Jason Witten\WittJa00,2008,26,3-69,DAL,NFL,16,16,121,81,952,11.75,4,59.5,66.9%,7.87
36,Jordan Cameron\CameJo00,2013,25,4-102,CLE,NFL,15,14,118,80,917,11.46,7,61.1,67.8%,7.77
37,Jack Doyle\DoylJa00,2017,27,,IND,NFL,15,15,108,80,690,8.63,4,46.0,74.1%,6.39
38,Tony Gonzalez\GonzTo00,2011,35,1-13,ATL,NFL,16,16,116,80,875,10.94,7,54.7,69.0%,7.54
39,Greg Olsen\OlseGr00,2016,31,1-31,CAR,NFL,16,16,129,80,1073,13.41,3,67.1,62.0%,8.32
40,Gary Barnidge\BarnGa01,2015,30,5-141,CLE,NFL,16,13,125,79,1043,13.20,9,65.2,63.2%,8.34
41,Antonio Gates\GateAn00,2009,29,,SDG,NFL,16,16,114,79,1157,14.65,8,72.3,69.3%,10.15
42,Aaron Hernandez\HernAa00,2011,22,4-113,NWE,NFL,14,12,113,79,910,11.52,7,65.0,69.9%,8.05
43,Brandon Myers\MyerBr00,2012,27,6-202,OAK,NFL,16,16,105,79,806,10.20,4,50.4,75.2%,7.68
44,Jason Witten\WittJa00,2011,29,3-69,DAL,NFL,16,16,117,79,942,11.92,5,58.9,67.5%,8.05
45,Vernon Davis\DaviVe00,2009,25,1-6,SFO,NFL,16,16,128,78,965,12.37,13,60.3,60.9%,7.54
46,Zach Ertz\ErtzZa00,2016,26,2-35,PHI,NFL,14,12,106,78,816,10.46,4,58.3,73.6%,7.70
47,Tony Gonzalez\GonzTo00,2005,29,1-13,KAN,NFL,16,16,116,78,905,11.60,2,56.6,67.2%,7.80
48,Dallas Clark\ClarDa00,2008,29,1-24,IND,NFL,15,15,107,77,848,11.01,6,56.5,72.0%,7.93
49,Chris Cooley\CoolCh00,2010,28,3-81,WAS,NFL,16,16,126,77,849,11.03,3,53.1,61.1%,6.74
50,Antonio Gates\GateAn00,2013,33,,SDG,NFL,16,15,114,77,872,11.32,4,54.5,67.5%,7.65
51,Greg Olsen\OlseGr00,2015,30,1-31,CAR,NFL,16,16,124,77,1104,14.34,7,69.0,62.1%,8.90
52,Kellen Winslow\WinsKe01,2009,26,1-6,TAM,NFL,16,14,127,77,884,11.48,5,55.3,60.6%,6.96
53,Jason Witten\WittJa00,2015,33,3-69,DAL,NFL,16,16,104,77,713,9.26,3,44.6,74.0%,6.86
54,Brent Celek\CeleBr00,2009,24,5-162,PHI,NFL,16,15,112,76,971,12.78,8,60.7,67.9%,8.67
55,Heath Miller\MillHe00,2009,27,1-30,PIT,NFL,16,16,98,76,789,10.38,6,49.3,77.6%,8.05
56,Zach Ertz\ErtzZa00,2015,25,2-35,PHI,NFL,15,7,112,75,853,11.37,2,56.9,67.0%,7.62
57,Antonio Gates\GateAn00,2007,27,,SDG,NFL,16,16,117,75,984,13.12,9,61.5,64.1%,8.41
58,Todd Heap\HeapTo00,2005,25,1-31,BAL,NFL,16,16,114,75,855,11.40,7,53.4,65.8%,7.50
59,Kellen Winslow\WinsKe01,2011,28,1-6,TAM,NFL,16,15,123,75,763,10.17,2,47.7,61.0%,6.20
60,Zach Ertz\ErtzZa00,2017,27,2-35,PHI,NFL,14,13,110,74,824,11.14,8,58.9,67.3%,7.49
61,Jeremy Shockey\ShocJe00,2002,22,1-14,NYG,NFL,15,14,128,74,894,12.08,2,59.6,57.8%,6.98
62,Delanie Walker\WalkHu00,2017,33,6-175,TEN,NFL,16,11,111,74,807,10.91,3,50.4,66.7%,7.27
63,Ben Watson\WatsBe00,2015,35,1-32,NOR,NFL,16,16,110,74,825,11.15,6,51.6,67.3%,7.50
64,Tony Gonzalez\GonzTo00,2006,30,1-13,KAN,NFL,15,15,104,73,900,12.33,5,60.0,70.2%,8.65
65,Tony Gonzalez\GonzTo00,2001,25,1-13,KAN,NFL,16,16,118,73,917,12.56,6,57.3,61.9%,7.77
66,Todd Heap\HeapTo00,2006,26,1-31,BAL,NFL,16,16,116,73,765,10.48,6,47.8,62.9%,6.59
67,Randy McMichael\McMiRa01,2004,25,4-114,MIA,NFL,16,16,118,73,791,10.84,4,49.4,61.9%,6.70
68,Greg Olsen\OlseGr00,2013,28,1-31,CAR,NFL,16,16,111,73,816,11.18,6,51.0,65.8%,7.35
69,Shannon Sharpe*\SharSh00,2001,33,7-192,BAL,NFL,16,15,114,73,811,11.11,2,50.7,64.0%,7.11
70,Jason Witten\WittJa00,2013,31,3-69,DAL,NFL,16,16,111,73,851,11.66,8,53.2,65.8%,7.67
71,Rob Gronkowski\GronRo00,2015,26,2-42,NWE,NFL,15,15,120,72,1176,16.33,11,78.4,60.0%,9.80
72,Travis Kelce\KelcTr00,2015,26,3-63,KAN,NFL,16,16,103,72,875,12.15,5,54.7,69.9%,8.50
73,Antonio Gates\GateAn00,2006,26,,SDG,NFL,16,16,120,71,924,13.01,9,57.8,59.2%,7.70
74,Tony Gonzalez\GonzTo00,2003,27,1-13,KAN,NFL,16,16,106,71,916,12.90,10,57.3,67.0%,8.64
75,Freddie Jones\JoneFr00,2000,26,2-45,SDG,NFL,16,16,126,71,766,10.79,5,47.9,56.3%,6.08
76,Heath Miller\MillHe00,2012,30,1-30,PIT,NFL,15,15,101,71,816,11.49,8,54.4,70.3%,8.08
77,Brandon Pettigrew\PettBr00,2010,25,1-20,DET,NFL,16,16,111,71,722,10.17,4,45.1,64.0%,6.50
78,Jermaine Wiggins\WiggJe00,2004,29,,MIN,NFL,14,13,92,71,705,9.93,4,50.4,77.2%,7.66
79,Owen Daniels\DaniOw00,2008,26,4-98,HOU,NFL,16,16,101,70,862,12.31,2,53.9,69.3%,8.53
80,Tony Gonzalez\GonzTo00,2010,34,1-13,ATL,NFL,16,16,108,70,656,9.37,6,41.0,64.8%,6.07
81,Frank Wycheck\WychFr00,2000,29,6-160,TEN,NFL,16,16,109,70,636,9.09,4,39.8,64.2%,5.83
82,Charles Clay\ClayCh00,2013,24,6-174,MIA,NFL,16,15,102,69,759,11.00,6,47.4,67.6%,7.44
83,Antonio Gates\GateAn00,2014,34,,SDG,NFL,16,14,98,69,821,11.90,12,51.3,70.4%,8.38
84,Rob Gronkowski\GronRo00,2017,28,2-42,NWE,NFL,14,14,105,69,1084,15.71,8,77.4,65.7%,10.32
85,Chad Lewis\LewiCh00,2000,29,,PHI,NFL,16,16,110,69,735,10.65,3,45.9,62.7%,6.68
86,Greg Olsen\OlseGr00,2012,27,1-31,CAR,NFL,16,16,104,69,843,12.22,5,52.7,66.3%,8.11
87,Jermaine Wiggins\WiggJe00,2005,30,,MIN,NFL,16,8,92,69,568,8.23,1,35.5,75.0%,6.17
88,Jason Witten\WittJa00,2016,34,3-69,DAL,NFL,16,16,95,69,673,9.75,3,42.1,72.6%,7.08
89,Todd Heap\HeapTo00,2002,22,1-31,BAL,NFL,16,16,122,68,836,12.29,6,52.3,55.7%,6.85
90,Ben Watson\WatsBe00,2010,30,1-32,CLE,NFL,16,16,102,68,763,11.22,3,47.7,66.7%,7.48
91,Vernon Davis\DaviVe00,2011,27,1-6,SFO,NFL,16,16,95,67,792,11.82,6,49.5,70.5%,8.34
92,Travis Kelce\KelcTr00,2014,25,3-63,KAN,NFL,16,11,87,67,862,12.87,5,53.9,77.0%,9.91
93,Shannon Sharpe*\SharSh00,2000,32,7-192,BAL,NFL,16,15,105,67,810,12.09,5,50.6,63.8%,7.71
94,Jacob Tamme\TammJa00,2010,25,4-127,IND,NFL,16,8,93,67,631,9.42,4,39.4,72.0%,6.78
95,Chris Cooley\CoolCh00,2007,25,3-81,WAS,NFL,16,16,110,66,786,11.91,8,49.1,60.0%,7.15
96,Heath Miller\MillHe00,2014,32,1-30,PIT,NFL,16,16,91,66,761,11.53,3,47.6,72.5%,8.36
97,Zach Miller\MillZa01,2009,24,2-38,OAK,NFL,15,15,99,66,805,12.20,3,53.7,66.7%,8.13
98,Jordan Reed\ReedJo02,2016,26,3-85,WAS,NFL,12,8,89,66,686,10.39,6,57.2,74.2%,7.71
99,Jeremy Shockey\ShocJe00,2006,26,1-14,NYG,NFL,15,15,115,66,623,9.44,7,41.5,57.4%,5.42
100,Kellen Winslow\WinsKe01,2010,27,1-6,TAM,NFL,16,11,98,66,730,11.06,5,45.6,67.3%,7.45
101,Jason Witten\WittJa00,2005,23,3-69,DAL,NFL,16,16,89,66,757,11.47,6,47.3,74.2%,8.51
102,Martellus Bennett\BennMa00,2013,26,2-61,CHI,NFL,16,15,94,65,759,11.68,5,47.4,69.1%,8.07
103,Alge Crumpler\CrumAl00,2005,28,2-35,ATL,NFL,16,16,118,65,877,13.49,5,54.8,55.1%,7.43
104,Jimmy Graham\GrahJi00,2016,30,3-95,SEA,NFL,16,15,95,65,923,14.20,6,57.7,68.4%,9.72
105,Dustin Keller\KellDu00,2011,27,1-30,NYJ,NFL,16,12,115,65,815,12.54,5,50.9,56.5%,7.09
106,Jeremy Shockey\ShocJe00,2005,25,1-14,NYG,NFL,15,15,121,65,891,13.71,7,59.4,53.7%,7.36
107,Julius Thomas\ThomJu00,2013,25,4-129,DEN,NFL,14,14,90,65,788,12.12,12,56.3,72.2%,8.76
108,Delanie Walker\WalkHu00,2016,32,6-175,TEN,NFL,15,10,102,65,800,12.31,7,53.3,63.7%,7.84
109,Kyle Brady\BradKy00,2000,28,1-9,JAX,NFL,16,15,94,64,729,11.39,3,45.6,68.1%,7.76
110,Evan Engram\EngrEv00,2017,23,1-23,NYG,NFL,15,11,115,64,722,11.28,6,48.1,55.7%,6.28
111,Antonio Gates\GateAn00,2011,31,,SDG,NFL,13,13,88,64,778,12.16,7,59.8,72.7%,8.84
112,Jermaine Gresham\GresJe00,2012,24,1-21,CIN,NFL,16,15,94,64,737,11.52,5,46.1,68.1%,7.84
113,Jason Witten\WittJa00,2006,24,3-69,DAL,NFL,16,15,90,64,754,11.78,1,47.1,71.1%,8.38
114,Jason Witten\WittJa00,2014,32,3-69,DAL,NFL,16,16,90,64,703,10.98,5,43.9,71.1%,7.81
115,Owen Daniels\DaniOw00,2007,25,4-98,HOU,NFL,16,16,94,63,768,12.19,3,48.0,67.0%,8.17
116,Larry Donnell\DonnLa00,2014,26,,NYG,NFL,16,12,92,63,623,9.89,6,38.9,68.5%,6.77
117,Tony Gonzalez\GonzTo00,2002,26,1-13,KAN,NFL,16,16,99,63,773,12.27,7,48.3,63.6%,7.81
118,Delanie Walker\WalkHu00,2014,30,6-175,TEN,NFL,15,14,106,63,890,14.13,4,59.3,59.4%,8.40
119,Jason Witten\WittJa00,2017,35,3-69,DAL,NFL,16,16,87,63,560,8.89,5,35.0,72.4%,6.44
120,Brent Celek\CeleBr00,2011,26,5-162,PHI,NFL,16,16,98,62,811,13.08,5,50.7,63.3%,8.28
121,Owen Daniels\DaniOw00,2012,30,4-98,HOU,NFL,15,14,104,62,716,11.55,6,47.7,59.6%,6.88
122,Jermaine Gresham\GresJe00,2014,26,1-21,CIN,NFL,15,15,79,62,460,7.42,5,30.7,78.5%,5.82
123,Randy McMichael\McMiRa01,2006,27,4-114,MIA,NFL,16,16,96,62,640,10.32,3,40.0,64.6%,6.67
124,Shannon Sharpe*\SharSh00,2003,35,7-192,DEN,NFL,15,15,94,62,770,12.42,8,51.3,66.0%,8.19
125,Eric Ebron\EbroEr00,2016,23,1-10,DET,NFL,13,13,85,61,711,11.66,1,54.7,71.8%,8.36
126,Zach Ertz\ErtzZa00,2018,28,2-35,PHI,NFL,8,8,84,61,644,10.56,3,80.5,72.6%,7.67
127,Jermichael Finley\FinlJe00,2012,25,3-91,GNB,NFL,16,14,87,61,667,10.93,2,41.7,70.1%,7.67
128,Dennis Pitta\PittDe00,2012,27,4-114,BAL,NFL,16,5,94,61,669,10.97,7,41.8,64.9%,7.12
129,Shannon Sharpe*\SharSh00,2002,34,7-192,DEN,NFL,13,13,88,61,686,11.25,3,52.8,69.3%,7.80
130,Jeremy Shockey\ShocJe00,2004,24,1-14,NYG,NFL,15,15,97,61,666,10.92,6,44.4,62.9%,6.87
131,L.J. Smith\SmitL.00,2005,25,2-61,PHI,NFL,16,16,107,61,682,11.18,3,42.6,57.0%,6.37
132,Ben Watson\WatsBe00,2017,37,1-32,BAL,NFL,16,12,79,61,522,8.56,4,32.6,77.2%,6.61
133,Antonio Gates\GateAn00,2008,28,,SDG,NFL,16,16,92,60,704,11.73,8,44.0,65.2%,7.65
134,Randy McMichael\McMiRa01,2005,26,4-114,MIA,NFL,16,16,104,60,582,9.70,5,36.4,57.7%,5.60
135,Heath Miller\MillHe00,2015,33,1-30,PIT,NFL,15,15,81,60,535,8.92,2,35.7,74.1%,6.60
136,Zach Miller\MillZa01,2010,25,2-38,OAK,NFL,15,15,92,60,685,11.42,5,45.7,65.2%,7.45
137,Greg Olsen\OlseGr00,2009,24,1-31,CHI,NFL,16,15,108,60,612,10.20,8,38.3,55.6%,5.67
138,Delanie Walker\WalkHu00,2013,29,6-175,TEN,NFL,15,11,86,60,571,9.52,6,38.1,69.8%,6.64
139,Frank Wycheck\WychFr00,2001,30,6-160,TEN,NFL,16,16,84,60,672,11.20,4,42.0,71.4%,8.00
140,Fred Davis\DaviFr01,2011,25,2-48,WAS,NFL,12,12,88,59,796,13.49,3,66.3,67.0%,9.05
141,Jack Doyle\DoylJa00,2016,26,,IND,NFL,16,14,75,59,584,9.90,5,36.5,78.7%,7.79
142,Brandon Pettigrew\PettBr00,2012,27,1-20,DET,NFL,14,11,102,59,567,9.61,3,40.5,57.8%,5.56
143,Jacob Tamme\TammJa00,2015,30,4-127,ATL,NFL,15,8,81,59,657,11.14,1,43.8,72.8%,8.11
144,Dallas Clark\ClarDa00,2007,28,1-24,IND,NFL,15,15,101,58,616,10.62,11,41.1,57.4%,6.10
145,Charles Clay\ClayCh00,2014,25,6-174,MIA,NFL,14,14,84,58,605,10.43,3,43.2,69.0%,7.20
146,Zach Ertz\ErtzZa00,2014,24,2-35,PHI,NFL,16,5,89,58,702,12.10,3,43.9,65.2%,7.89
147,Marcedes Lewis\LewiMa00,2010,26,1-28,JAX,NFL,16,16,89,58,700,12.07,10,43.8,65.2%,7.87
148,Heath Miller\MillHe00,2013,31,1-30,PIT,NFL,14,14,79,58,593,10.22,1,42.4,73.4%,7.51
149,Mychal Rivera\RiveMy00,2014,24,6-184,OAK,NFL,16,10,99,58,534,9.21,4,33.4,58.6%,5.39
150,Richard Rodgers\RodgRi00,2015,23,3-98,GNB,NFL,16,12,85,58,510,8.79,8,31.9,68.2%,6.00
151,Bo Scaife\ScaiBo00,2008,27,6-179,TEN,NFL,16,7,84,58,561,9.67,2,35.1,69.0%,6.68
152,Cameron Brate\BratCa00,2016,25,,TAM,NFL,15,10,81,57,660,11.58,8,44.0,70.4%,8.15
153,Brent Celek\CeleBr00,2012,27,5-162,PHI,NFL,15,14,88,57,684,12.00,1,45.6,64.8%,7.77
154,Byron Chamberlain\ChamBy00,2001,30,7-222,MIN,NFL,16,15,81,57,666,11.68,3,41.6,70.4%,8.22
155,Charles Clay\ClayCh00,2016,27,6-174,BUF,NFL,15,15,87,57,552,9.68,4,36.8,65.5%,6.34
156,Chris Cooley\CoolCh00,2006,24,3-81,WAS,NFL,16,16,95,57,734,12.88,6,45.9,60.0%,7.73
157,Jimmy Graham\GrahJi00,2017,31,3-95,SEA,NFL,16,13,96,57,520,9.12,10,32.5,59.4%,5.42
158,Todd Heap\HeapTo00,2003,23,1-31,BAL,NFL,16,16,112,57,693,12.16,3,43.3,50.9%,6.19
159,Kyle Rudolph\RudoKy00,2017,28,2-43,MIN,NFL,16,16,81,57,532,9.33,8,33.3,70.4%,6.57
160,Jeremy Shockey\ShocJe00,2007,27,1-14,NYG,NFL,14,14,93,57,619,10.86,3,44.2,61.3%,6.66
161,Alge Crumpler\CrumAl00,2006,29,2-35,ATL,NFL,16,16,103,56,780,13.93,8,48.8,54.4%,7.57
162,Vernon Davis\DaviVe00,2010,26,1-6,SFO,NFL,16,16,93,56,914,16.32,7,57.1,60.2%,9.83
163,Antonio Gates\GateAn00,2015,35,,SDG,NFL,11,4,85,56,630,11.25,5,57.3,65.9%,7.41
164,Jermaine Gresham\GresJe00,2011,23,1-21,CIN,NFL,14,13,92,56,596,10.64,6,42.6,60.9%,6.48
165,Zach Miller\MillZa01,2008,23,2-38,OAK,NFL,16,15,86,56,778,13.89,1,48.6,65.1%,9.05
166,Visanthe Shiancoe\ShiaVi00,2009,29,3-91,MIN,NFL,16,13,79,56,566,10.11,11,35.4,70.9%,7.16
167,Gary Barnidge\BarnGa01,2016,31,5-141,CLE,NFL,16,16,82,55,612,11.13,2,38.3,67.1%,7.46
168,Martellus Bennett\BennMa00,2012,25,2-61,NYG,NFL,16,16,89,55,626,11.38,5,39.1,61.8%,7.03
169,Martellus Bennett\BennMa00,2016,29,2-61,NWE,NFL,16,12,73,55,701,12.75,7,43.8,75.3%,9.60
170,John Carlson\CarlJo00,2008,24,2-38,SEA,NFL,16,9,80,55,627,11.40,5,39.2,68.8%,7.84
171,Jermichael Finley\FinlJe00,2009,22,3-91,GNB,NFL,13,10,72,55,676,12.29,5,52.0,76.4%,9.39
172,Jermichael Finley\FinlJe00,2011,24,3-91,GNB,NFL,16,13,92,55,767,13.95,8,47.9,59.8%,8.34
173,Rob Gronkowski\GronRo00,2012,23,2-42,NWE,NFL,11,11,79,55,790,14.36,11,71.8,69.6%,10.00
174,Freddie Jones\JoneFr00,2003,29,2-45,ARI,NFL,16,16,89,55,517,9.40,3,32.3,61.8%,5.81
175,Dustin Keller\KellDu00,2010,26,1-30,NYJ,NFL,16,13,100,55,687,12.49,5,42.9,55.0%,6.87
176,Erron Kinney\KinnEr00,2005,28,3-68,TEN,NFL,14,14,72,55,543,9.87,2,38.8,76.4%,7.54
177,Ben Troupe\TrouBe00,2005,23,2-40,TEN,NFL,15,11,80,55,530,9.64,4,35.3,68.8%,6.63
178,Jared Cook\CookJa02,2017,30,3-89,OAK,NFL,16,16,86,54,688,12.74,2,43.0,62.8%,8.00
179,Owen Daniels\DaniOw00,2011,29,4-98,HOU,NFL,15,15,85,54,677,12.54,3,45.1,63.5%,7.96
180,Ed Dickson\DickEd00,2011,24,3-70,BAL,NFL,16,16,89,54,528,9.78,5,33.0,60.7%,5.93
181,C.J. Fiedorowicz\FiedC.00,2016,25,3-65,HOU,NFL,15,15,89,54,559,10.35,4,37.3,60.7%,6.28
182,Coby Fleener\FleeCo00,2015,27,2-34,IND,NFL,16,11,84,54,491,9.09,3,30.7,64.3%,5.85
183,Bubba Franks\FranBu00,2002,24,1-14,GNB,NFL,16,15,71,54,442,8.19,7,27.6,76.1%,6.23
184,Greg Olsen\OlseGr00,2008,23,1-31,CHI,NFL,16,7,82,54,574,10.63,5,35.9,65.9%,7.00
185,Tim Wright\WrigTi01,2013,23,,TAM,NFL,16,8,76,54,571,10.57,5,35.7,71.1%,7.51
186,Martellus Bennett\BennMa00,2015,28,2-61,CHI,NFL,11,11,80,53,439,8.28,3,39.9,66.3%,5.49
187,Scott Chandler\ChanSc00,2013,28,4-129,BUF,NFL,16,7,81,53,655,12.36,2,40.9,65.4%,8.09
188,Eric Ebron\EbroEr00,2017,24,1-10,DET,NFL,16,9,86,53,574,10.83,4,35.9,61.6%,6.67
189,Antonio Gates\GateAn00,2016,36,,SDG,NFL,14,9,93,53,548,10.34,7,39.1,57.0%,5.89
190,Todd Heap\HeapTo00,2009,29,1-31,BAL,NFL,16,16,75,53,593,11.19,6,37.1,70.7%,7.91
191,Jay Riemersma\RiemJa00,2001,28,7-244,BUF,NFL,16,15,78,53,590,11.13,3,36.9,67.9%,7.56
192,Kyle Rudolph\RudoKy00,2012,23,2-43,MIN,NFL,16,16,93,53,493,9.30,9,30.8,57.0%,5.30
193,Jared Cook\CookJa02,2014,27,3-89,STL,NFL,16,6,99,52,634,12.19,3,39.6,52.5%,6.40
194,Vernon Davis\DaviVe00,2013,29,1-6,SFO,NFL,15,15,84,52,850,16.35,13,56.7,61.9%,10.12
195,Vernon Davis\DaviVe00,2007,23,1-6,SFO,NFL,14,14,85,52,509,9.79,4,36.4,61.2%,5.99
196,Tyler Eifert\EifeTy00,2015,25,1-21,CIN,NFL,13,12,74,52,615,11.83,13,47.3,70.3%,8.31
197,Coby Fleener\FleeCo00,2013,25,2-34,IND,NFL,16,12,87,52,608,11.69,4,38.0,59.8%,6.99
198,Jermaine Gresham\GresJe00,2010,22,1-21,CIN,NFL,15,10,83,52,471,9.06,4,31.4,62.7%,5.67
199,Marcedes Lewis\LewiMa00,2012,28,1-28,JAX,NFL,16,15,77,52,540,10.38,4,33.8,67.5%,7.01
200,Jacob Tamme\TammJa00,2012,27,4-127,DEN,NFL,16,8,85,52,555,10.67,2,34.7,61.2%,6.53
201,John Carlson\CarlJo00,2009,25,2-38,SEA,NFL,16,16,83,51,574,11.25,7,35.9,61.4%,6.92
202,Desmond Clark\ClarDe00,2001,24,6-179,DEN,NFL,16,4,76,51,566,11.10,6,35.4,67.1%,7.45
203,Charles Clay\ClayCh00,2015,26,6-174,BUF,NFL,13,13,77,51,528,10.35,3,40.6,66.2%,6.86
204,Jared Cook\CookJa02,2013,26,3-89,STL,NFL,16,13,85,51,671,13.16,5,41.9,60.0%,7.89
205,Coby Fleener\FleeCo00,2014,26,2-34,IND,NFL,16,12,92,51,774,15.18,8,48.4,55.4%,8.41
206,Aaron Hernandez\HernAa00,2012,23,4-113,NWE,NFL,10,10,83,51,483,9.47,5,48.3,61.4%,5.82
207,Billy Miller\MillBi00,2002,25,7-218,HOU,NFL,16,7,80,51,613,12.02,3,38.3,63.8%,7.66
208,Heath Miller\MillHe00,2011,29,1-30,PIT,NFL,16,16,74,51,631,12.37,2,39.4,68.9%,8.53
209,Coby Fleener\FleeCo00,2016,28,2-34,NOR,NFL,16,8,81,50,631,12.62,3,39.4,61.7%,7.79
210,Antonio Gates\GateAn00,2010,30,,SDG,NFL,10,10,65,50,782,15.64,10,78.2,76.9%,12.03
211,Ryan Griffin\GrifRy00,2016,26,6-201,HOU,NFL,16,5,74,50,442,8.84,2,27.6,67.6%,5.97
212,Lance Kendricks\KendLa00,2016,28,2-47,LAR,NFL,16,16,87,50,499,9.98,2,31.2,57.5%,5.74
213,Jordan Reed\ReedJo02,2014,24,3-85,WAS,NFL,11,2,65,50,465,9.30,0,42.3,76.9%,7.15
214,Austin Seferian-Jenkins\SefeAu00,2017,25,2-38,NYJ,NFL,13,10,74,50,357,7.14,3,27.5,67.6%,4.82
215,Jeremy Shockey\ShocJe00,2008,28,1-14,NOR,NFL,12,11,72,50,483,9.66,0,40.3,69.4%,6.71
216,L.J. Smith\SmitL.00,2006,26,2-61,PHI,NFL,16,15,75,50,611,12.22,5,38.2,66.7%,8.15
217,Dwayne Carswell\CarsDw00,2000,28,,DEN,NFL,16,16,64,49,495,10.10,3,30.9,76.6%,7.73
218,Charles Clay\ClayCh00,2017,28,6-174,BUF,NFL,13,13,74,49,558,11.39,2,42.9,66.2%,7.54
219,Jared Cook\CookJa02,2011,24,3-89,TEN,NFL,16,5,81,49,759,15.49,3,47.4,60.5%,9.37
220,Antonio Gates\GateAn00,2012,32,,SDG,NFL,15,15,80,49,538,10.98,7,35.9,61.3%,6.73
221,Garrett Graham\GrahGa00,2013,27,4-118,HOU,NFL,13,11,89,49,545,11.12,5,41.9,55.1%,6.12
