Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt
1533,Jeff Cumberland\CumbJe00,2012,25,,NYJ,NFL,15,12,53,29,359,12.38,3,23.9,54.7%,6.77
1534,Jarett Dillard\DillJa00,2011,26,5-144,JAX,NFL,14,5,50,29,292,10.07,1,20.9,58.0%,5.84
1535,Bruce Ellington\ElliBr00,2017,26,4-106,HOU,NFL,11,6,57,29,330,11.38,2,30.0,50.9%,5.79
1536,Bobby Engram\EngrBo00,2001,28,2-52,SEA,NFL,16,4,51,29,400,13.79,0,25.0,56.9%,7.84
1537,Bennie Fowler\FowlBe00,2017,26,,DEN,NFL,16,4,56,29,350,12.07,3,21.9,51.8%,6.25
1538,Brandon Gibson\GibsBr00,2014,27,6-194,MIA,NFL,14,5,51,29,295,10.17,1,21.1,56.9%,5.78
1539,Marquise Goodwin\GoodMa00,2016,26,3-78,BUF,NFL,15,9,68,29,431,14.86,3,28.7,42.6%,6.34
1540,Derek Hagan\HagaDe00,2007,23,3-82,MIA,NFL,16,1,59,29,373,12.86,2,23.3,49.2%,6.32
1541,Darrius Heyward-Bey\HeywDa00,2013,26,1-7,IND,NFL,16,11,64,29,309,10.66,1,19.3,45.3%,4.83
1542,Alshon Jeffery\JeffAl00,2018,28,2-45,PHI,NFL,5,5,44,29,341,11.76,4,68.2,65.9%,7.75
1543,Jerrel Jernigan\JernJe00,2013,24,3-83,NYG,NFL,15,3,45,29,329,11.34,2,21.9,64.4%,7.31
1544,Jeremy Kerley\KerlJe00,2011,23,5-153,NYJ,NFL,14,1,47,29,314,10.83,1,22.4,61.7%,6.68
1545,Brandon Manumaleuna\ManuBr00,2003,23,4-129,STL,NFL,16,15,45,29,238,8.21,2,14.9,64.4%,5.29
1546,Derrick Mayes\MayeDe00,2000,26,2-56,SEA,NFL,13,8,47,29,264,9.10,1,20.3,61.7%,5.62
1547,James McKnight\McKnJa00,2002,30,,MIA,NFL,15,9,47,29,528,18.21,2,35.2,61.7%,11.23
1548,Donte Moncrief\MoncDo00,2018,25,3-90,JAX,NFL,8,8,57,29,379,13.07,2,47.4,50.9%,6.65
1549,Lance Moore\MoorLa00,2015,32,,DET,NFL,14,8,43,29,337,11.62,4,24.1,67.4%,7.84
1550,Johnnie Morton\MortJo00,2002,31,1-21,KAN,NFL,14,14,64,29,397,13.69,1,28.4,45.3%,6.20
1551,JJ Nelson\NelsJJ00,2017,25,5-159,ARI,NFL,16,5,61,29,508,17.52,2,31.8,47.5%,8.33
1552,Justin Peelle\PeelJu00,2007,28,4-103,MIA,NFL,16,10,47,29,228,7.86,2,14.3,61.7%,4.85
1553,Paul Richardson\RichPa01,2014,22,2-45,SEA,NFL,15,6,44,29,271,9.34,1,18.1,65.9%,6.16
1554,Marcus Robinson\RobiMa00,2006,31,4-108,MIN,NFL,10,3,58,29,381,13.14,4,38.1,50.0%,6.57
1555,Brian Robiskie\RobiBr00,2010,23,2-36,CLE,NFL,14,11,49,29,310,10.69,3,22.1,59.2%,6.33
1556,Chaz Schilens\SchiCh00,2009,24,7-226,OAK,NFL,8,8,52,29,365,12.59,2,45.6,55.8%,7.02
1557,Mack Strong\StroMa00,2006,35,,SEA,NFL,16,10,44,29,159,5.48,0,9.9,65.9%,3.61
1558,Nate Washington\WashNa00,2007,24,,PIT,NFL,16,4,55,29,450,15.52,5,28.1,52.7%,8.18
1559,Wes Welker\WelkWe00,2005,24,,MIA,NFL,16,1,52,29,434,14.97,0,27.1,55.8%,8.35
1560,Roddy White\WhitRo00,2005,24,1-27,ATL,NFL,16,8,69,29,446,15.38,3,27.9,42.0%,6.46
1561,Mike Williams\WillMi03,2005,21,1-10,DET,NFL,14,4,57,29,350,12.07,1,25.0,50.9%,6.14
1562,Kendall Wright\WrigKe01,2016,27,1-20,TEN,NFL,11,4,42,29,416,14.34,3,37.8,69.0%,9.90
1563,Anthony Becht\BechAn00,2002,25,1-27,NYJ,NFL,16,15,44,28,243,8.68,5,15.2,63.6%,5.52
1564,Bernard Berrian\BerrBe00,2010,30,3-78,MIN,NFL,14,9,54,28,252,9.00,0,18.0,51.9%,4.67
1565,Reche Caldwell\CaldRe00,2005,26,2-48,SDG,NFL,16,2,43,28,352,12.57,1,22.0,65.1%,8.19
1566,Drew Carter\CartDr00,2006,25,5-163,CAR,NFL,14,2,51,28,357,12.75,3,25.5,54.9%,7.00
1567,Patrick Crayton\CrayPa00,2010,31,7-216,SDG,NFL,9,2,42,28,514,18.36,1,57.1,66.7%,12.24
1568,Early Doucet\DoucEa00,2012,27,3-81,ARI,NFL,12,3,53,28,207,7.39,0,17.3,52.8%,3.91
1569,Ron Dugans\DugaRo00,2001,24,3-66,CIN,NFL,16,3,45,28,251,8.96,2,15.7,62.2%,5.58
1570,Will Fuller\FullWi01,2017,23,1-21,HOU,NFL,10,10,50,28,423,15.11,7,42.3,56.0%,8.46
1571,Taylor Gabriel\GabrTa00,2015,24,,CLE,NFL,13,4,48,28,241,8.61,0,18.5,58.3%,5.02
1572,Justin Gage\GageJu00,2009,28,5-143,TEN,NFL,12,10,67,28,383,13.68,3,31.9,41.8%,5.72
1573,Chris Godwin\GodwCh00,2018,22,3-84,TAM,NFL,7,0,44,28,340,12.14,4,48.6,63.6%,7.73
1574,Kenny Golladay\GollKe00,2017,24,3-96,DET,NFL,11,5,48,28,477,17.04,3,43.4,58.3%,9.94
1575,D.J. Hackett\HackD.00,2005,24,5-157,SEA,NFL,13,3,43,28,400,14.29,2,30.8,65.1%,9.30
1576,Justin Hunter\HuntJu00,2014,23,2-34,TEN,NFL,12,8,67,28,498,17.79,3,41.5,41.8%,7.43
1577,Chad Johnson\JohnCh01,2001,23,2-36,CIN,NFL,12,3,60,28,329,11.75,1,27.4,46.7%,5.48
1578,Ashley Lelie\LeliAs00,2006,26,1-19,ATL,NFL,15,10,68,28,430,15.36,1,28.7,41.2%,6.32
1579,Randy Moss*\MossRa00,2010,33,1-21,3TM,NFL,16,11,63,28,393,14.04,5,24.6,44.4%,6.24
1580,Randy Moss*\MossRa00,2012,35,1-21,SFO,NFL,16,2,50,28,434,15.50,3,27.1,56.0%,8.68
1581,Jerry Porter\PortJe00,2003,25,2-47,OAK,NFL,10,1,57,28,361,12.89,1,36.1,49.1%,6.33
1582,Emmanuel Sanders\SandEm00,2010,23,3-82,PIT,NFL,13,1,50,28,376,13.43,2,28.9,56.0%,7.52
1583,Chaz Schilens\SchiCh00,2012,27,7-226,NYJ,NFL,15,6,41,28,289,10.32,2,19.3,68.3%,7.05
1584,Tai Streets\StreTa00,2001,24,6-171,SFO,NFL,16,3,52,28,345,12.32,1,21.6,53.8%,6.63
1585,Tai Streets\StreTa00,2004,27,6-171,DET,NFL,13,12,56,28,260,9.29,1,20.0,50.0%,4.64
1586,Travis Taylor\TaylTr01,2000,21,1-10,BAL,NFL,9,8,54,28,276,9.86,3,30.7,51.9%,5.11
1587,Tiquan Underwood\UndeTi00,2012,25,7-253,TAM,NFL,14,3,55,28,425,15.18,2,30.4,50.9%,7.73
1588,Sammy Watkins\WatkSa00,2016,23,1-4,BUF,NFL,8,8,52,28,430,15.36,2,53.8,53.8%,8.27
1589,Jeff Webb\WebbJe00,2007,25,6-190,KAN,NFL,16,2,57,28,313,11.18,1,19.6,49.1%,5.49
1590,Marquess Wilson\WilsMa02,2015,23,7-236,CHI,NFL,11,6,51,28,464,16.57,1,42.2,54.9%,9.10
1591,Derrick Alexander\AlexDe00,2001,30,1-29,KAN,NFL,13,11,68,27,470,17.41,3,36.2,39.7%,6.91
1592,Danny Amendola\AmenDa00,2014,29,,NWE,NFL,16,4,42,27,200,7.41,1,12.5,64.3%,4.76
1593,Corey Bradford\BradCo00,2004,29,5-150,HOU,NFL,15,10,54,27,399,14.78,3,26.6,50.0%,7.39
1594,Corey Brown\BrowPh00,2016,25,,CAR,NFL,16,8,53,27,276,10.22,1,17.3,50.9%,5.21
1595,Nate Burleson\BurlNa00,2012,31,3-71,DET,NFL,6,5,43,27,240,8.89,2,40.0,62.8%,5.58
1596,Wayne Chrebet\ChreWa00,2003,30,,NYJ,NFL,7,5,44,27,289,10.70,1,41.3,61.4%,6.57
1597,Robert Ferguson\FergRo00,2005,26,2-41,GNB,NFL,11,7,57,27,366,13.56,3,33.3,47.4%,6.42
1598,Malcom Floyd\FloyMa00,2008,27,,SDG,NFL,13,2,37,27,465,17.22,4,35.8,73.0%,12.57
1599,Andrew Hawkins\HawkAn00,2015,29,,CLE,NFL,8,8,43,27,276,10.22,0,34.5,62.8%,6.42
1600,Rashard Higgins\HiggRa00,2017,23,5-172,CLE,NFL,15,4,50,27,312,11.56,2,20.8,54.0%,6.24
1601,Ike Hilliard\HillIk00,2002,26,1-7,NYG,NFL,7,7,47,27,386,14.30,2,55.1,57.4%,8.21
1602,Joe Horn\HornJo00,2007,35,5-135,ATL,NFL,12,12,52,27,243,9.00,1,20.3,51.9%,4.67
1603,Josh Huff\HuffJo00,2015,24,3-86,PHI,NFL,15,4,42,27,312,11.56,3,20.8,64.3%,7.43
1604,Adam Humphries\HumpAd00,2015,22,,TAM,NFL,13,0,40,27,260,9.63,1,20.0,67.5%,6.50
1605,Adam Humphries\HumpAd00,2018,25,,TAM,NFL,7,3,42,27,296,10.96,0,42.3,64.3%,7.05
1606,Vincent Jackson\JackVi00,2006,23,2-61,SDG,NFL,16,7,56,27,453,16.78,6,28.3,48.2%,8.09
1607,Shawn Jefferson\JeffSh00,2002,33,9-240,ATL,NFL,13,7,49,27,394,14.59,1,30.3,55.1%,8.04
1608,Brandon Jones\JoneBr02,2006,24,3-96,TEN,NFL,16,10,53,27,384,14.22,4,24.0,50.9%,7.25
1609,Jacoby Jones\JoneJa03,2009,25,3-73,HOU,NFL,14,1,40,27,437,16.19,6,31.2,67.5%,10.93
1610,Zay Jones\JoneZa00,2017,22,2-37,BUF,NFL,15,10,74,27,316,11.70,2,21.1,36.5%,4.27
1611,Joe Jurevicius\JureJo00,2004,30,2-55,TAM,NFL,10,3,37,27,333,12.33,2,33.3,73.0%,9.00
1612,Lance Kendricks\KendLa00,2014,26,2-47,STL,NFL,16,14,38,27,259,9.59,5,16.2,71.1%,6.82
1613,Jamal Lewis\LewiJa00,2000,21,1-5,BAL,NFL,16,13,36,27,296,10.96,0,18.5,75.0%,8.22
1614,Ricardo Louis\LouiRi00,2017,23,4-114,CLE,NFL,16,9,61,27,357,13.22,0,22.3,44.3%,5.85
1615,Darnerien McCants\McCaDa00,2003,25,5-154,WAS,NFL,15,1,55,27,360,13.33,6,24.0,49.1%,6.55
1616,Austin Pettis\PettAu00,2011,23,3-78,STL,NFL,12,3,48,27,256,9.48,0,21.3,56.3%,5.33
1617,Ricky Proehl\ProeRi00,2003,35,3-58,CAR,NFL,16,2,52,27,389,14.41,4,24.3,51.9%,7.48
1618,Jake Reed\ReedJa00,2001,34,3-68,MIN,NFL,16,0,53,27,309,11.44,1,19.3,50.9%,5.83
1619,Josh Reed\ReedJo01,2009,29,2-36,BUF,NFL,14,4,45,27,291,10.78,1,20.8,60.0%,6.47
1620,Calvin Ridley\RidlCa00,2018,24,,ATL,NFL,7,0,35,27,392,14.52,6,56.0,77.1%,11.20
1621,Greg Salas\SalaGr00,2011,23,4-112,STL,NFL,6,0,38,27,264,9.78,0,44.0,71.1%,6.95
1622,Dane Sanzenbacher\SanzDa00,2011,23,,CHI,NFL,16,1,54,27,276,10.22,3,17.3,50.0%,5.11
1623,Kenny Stills\StilKe00,2015,23,5-144,MIA,NFL,16,8,63,27,440,16.30,3,27.5,42.9%,6.98
1624,Reggie Wayne\WaynRe00,2001,23,1-30,IND,NFL,13,9,49,27,345,12.78,0,26.5,55.1%,7.04
1625,Dede Westbrook\WestDe00,2017,24,4-110,JAX,NFL,7,5,51,27,339,12.56,1,48.4,52.9%,6.65
1626,Alvis Whitted\WhitAl00,2006,32,7-192,OAK,NFL,14,13,63,27,299,11.07,0,21.4,42.9%,4.75
1627,Reggie Williams\WillRe00,2004,21,1-9,JAX,NFL,16,15,54,27,268,9.93,1,16.8,50.0%,4.96
1628,Danario Alexander\AlexDa00,2011,25,,STL,NFL,10,5,60,26,431,16.58,2,43.1,43.3%,7.18
1629,Devin Aromashodu\AromDe00,2011,27,7-233,MIN,NFL,16,6,84,26,468,18.00,1,29.3,31.0%,5.57
1630,Macey Brooks\BrooMa00,2000,25,4-127,CHI,NFL,16,3,50,26,216,8.31,0,13.5,52.0%,4.32
1631,Martavis Bryant\BryaMa00,2014,23,4-118,PIT,NFL,10,3,48,26,549,21.12,8,54.9,54.2%,11.44
1632,Tim Carter\CartTi00,2003,24,2-46,NYG,NFL,12,2,52,26,309,11.88,0,25.8,50.0%,5.94
1633,Brandon Coleman\ColeBr00,2016,24,,NOR,NFL,16,4,38,26,281,10.81,3,17.6,68.4%,7.39
1634,Early Doucet\DoucEa00,2010,25,3-81,ARI,NFL,10,5,59,26,291,11.19,1,29.1,44.1%,4.93
1635,Tim Dwight\DwigTi00,2000,25,4-114,ATL,NFL,14,1,53,26,406,15.62,3,29.0,49.1%,7.66
1636,Brian Finneran\FinnBr00,2003,27,,ATL,NFL,12,10,54,26,368,14.15,2,30.7,48.1%,6.81
1637,Ryan Grant\GranRy01,2018,28,5-142,IND,NFL,6,5,36,26,270,10.38,1,45.0,72.2%,7.50
1638,Dante Hall\HallDa00,2006,28,5-153,KAN,NFL,15,0,40,26,204,7.85,2,13.6,65.0%,5.10
1639,Leonard Hankerson\HankLe00,2015,27,3-79,3TM,NFL,10,0,46,26,327,12.58,3,32.7,56.5%,7.11
1640,Devin Hester\HestDe99,2011,29,2-57,CHI,NFL,16,8,56,26,369,14.19,1,23.1,46.4%,6.59
1641,Darrius Heyward-Bey\HeywDa00,2010,23,1-7,OAK,NFL,15,14,65,26,366,14.08,1,24.4,40.0%,5.63
1642,T.Y. Hilton\HiltT.00,2018,29,3-92,IND,NFL,6,6,47,26,353,13.58,4,58.8,55.3%,7.51
1643,Randy Hymes\HymeRa00,2004,25,,BAL,NFL,14,7,48,26,323,12.42,2,23.1,54.2%,6.73
1644,DeSean Jackson\JackDe00,2018,32,2-49,TAM,NFL,7,6,43,26,594,22.85,4,84.9,60.5%,13.81
1645,Marvin Jones\JoneMa02,2018,28,5-166,DET,NFL,7,7,47,26,387,14.88,5,55.3,55.3%,8.23
1646,Brandon Lloyd\LloyBr00,2008,27,4-124,CHI,NFL,11,5,50,26,364,14.00,2,33.1,52.0%,7.28
1647,Tony Martin\MartTo00,2000,35,5-126,MIA,NFL,10,5,63,26,393,15.12,0,39.3,41.3%,6.24
1648,Donte Moncrief\MoncDo00,2017,24,3-90,IND,NFL,12,8,47,26,391,15.04,2,32.6,55.3%,8.32
1649,DeVante Parker\ParkDe01,2015,22,1-14,MIA,NFL,15,4,50,26,494,19.00,3,32.9,52.0%,9.88
1650,Jerome Simpson\SimpJe00,2012,26,2-46,MIN,NFL,12,10,52,26,274,10.54,0,22.8,50.0%,5.27
1651,Derrius Thompson\ThomDe00,2003,26,,MIA,NFL,16,12,59,26,359,13.81,0,22.4,44.1%,6.08
1652,Javon Walker\WalkJa00,2007,29,1-20,DEN,NFL,8,5,50,26,287,11.04,0,35.9,52.0%,5.74
1653,Albert Wilson\WilsAl02,2018,26,,MIA,NFL,7,3,35,26,391,15.04,4,55.9,74.3%,11.17
1654,Cedrick Wilson\WilsCe00,2005,27,6-169,PIT,NFL,16,1,53,26,451,17.35,0,28.2,49.1%,8.51
1655,Jarius Wright\WrigJa02,2013,24,4-118,MIN,NFL,16,3,43,26,434,16.69,3,27.1,60.5%,10.09
1656,Tim Wright\WrigTi01,2014,24,,NWE,NFL,16,2,33,26,259,9.96,6,16.2,78.8%,7.85
1657,Scotty Anderson\AndeSc00,2002,23,5-148,DET,NFL,16,4,56,25,322,12.88,1,20.1,44.6%,5.75
1658,Odell Beckham\BeckOd00,2017,25,1-12,NYG,NFL,4,2,41,25,302,12.08,3,75.5,61.0%,7.37
1659,Arrelious Benn\BennAr00,2010,22,2-39,TAM,NFL,15,9,38,25,395,15.80,2,26.3,65.8%,10.39
1660,Keenan Burton\BurtKe00,2009,25,4-128,STL,NFL,9,6,45,25,253,10.12,0,28.1,55.6%,5.62
1661,Andre Caldwell\CaldAn00,2010,25,3-97,CIN,NFL,15,5,37,25,345,13.80,0,23.0,67.6%,9.32
1662,Kelly Campbell\CampKe00,2003,23,,MIN,NFL,15,6,46,25,522,20.88,4,34.8,54.3%,11.35
1663,Randall Cobb\CobbRa00,2011,21,2-64,GNB,NFL,15,0,31,25,375,15.00,1,25.0,80.6%,12.10
1664,Keary Colbert\ColbKe00,2005,23,2-62,CAR,NFL,16,16,55,25,282,11.28,2,17.6,45.5%,5.13
1665,Tim Dwight\DwigTi00,2001,26,4-114,SDG,NFL,10,2,50,25,406,16.24,0,40.6,50.0%,8.12
1666,Julian Edelman\EdelJu00,2018,32,7-232,NWE,NFL,4,4,34,25,251,10.04,2,62.8,73.5%,7.38
1667,Marc Edwards\EdwaMa00,2001,27,2-55,NWE,NFL,16,13,39,25,166,6.64,2,10.4,64.1%,4.26
1668,Jacoby Ford\FordJa01,2010,23,4-108,OAK,NFL,16,9,54,25,470,18.80,2,29.4,46.3%,8.70
1669,Trevor Gaylor\GaylTr00,2002,25,4-111,ATL,NFL,13,2,54,25,385,15.40,3,29.6,46.3%,7.13
1670,Dante Hall\HallDa00,2004,26,5-153,KAN,NFL,16,6,38,25,230,9.20,0,14.4,65.8%,6.05
1671,Jason Hill\HillJa00,2011,26,3-76,JAX,NFL,10,10,55,25,367,14.68,3,36.7,45.5%,6.67
1672,Andre Holmes\HolmAn00,2013,25,,OAK,NFL,10,4,52,25,431,17.24,1,43.1,48.1%,8.29
1673,Dontrelle Inman\InmaDo00,2017,28,,2TM,NFL,12,7,44,25,343,13.72,1,28.6,56.8%,7.80
1674,Rocket Ismail\IsmaRa00,2000,31,4-100,DAL,NFL,9,9,43,25,350,14.00,1,38.9,58.1%,8.14
1675,Willie Jackson\JackWi00,2002,31,4-109,2TM,NFL,12,2,53,25,257,10.28,1,21.4,47.2%,4.85
1676,Zay Jones\JoneZa00,2018,23,2-37,BUF,NFL,8,8,42,25,281,11.24,1,35.1,59.5%,6.69
1677,Malcolm Kelly\KellMa01,2009,23,2-51,WAS,NFL,16,10,41,25,347,13.88,0,21.7,61.0%,8.46
1678,Lance Kendricks\KendLa00,2015,27,2-47,STL,NFL,15,12,36,25,245,9.80,2,16.3,69.4%,6.81
1679,Tyler Lockett\LockTy00,2018,26,3-69,SEA,NFL,7,7,34,25,394,15.76,6,56.3,73.5%,11.59
1680,Jordan Matthews\MattJo00,2017,25,2-42,BUF,NFL,10,7,36,25,282,11.28,1,28.2,69.4%,7.83
1681,Jason McAddley\McAdJa00,2002,23,5-149,ARI,NFL,9,8,69,25,362,14.48,1,40.2,36.2%,5.25
1682,Wane McGarity\McGaWa00,2000,24,4-118,DAL,NFL,14,0,49,25,250,10.00,0,17.9,51.0%,5.10
1683,Louis Murphy\MurpLo00,2012,25,4-124,CAR,NFL,16,5,61,25,336,13.44,1,21.0,41.0%,5.51
1684,Jordy Nelson\NelsJo00,2018,33,2-36,OAK,NFL,8,7,38,25,353,14.12,3,44.1,65.8%,9.29
1685,Ricky Proehl\ProeRi00,2005,37,3-58,CAR,NFL,16,0,50,25,441,17.64,4,27.6,50.0%,8.82
1686,Brian Quick\QuicBr00,2014,25,2-33,STL,NFL,7,7,39,25,375,15.00,3,53.6,64.1%,9.62
1687,Allen Robinson\RobiAl02,2018,25,2-61,CHI,NFL,6,5,43,25,285,11.40,2,47.5,58.1%,6.63
1688,Donte' Stallworth\StalDo00,2003,23,1-13,NOR,NFL,11,3,55,25,485,19.40,3,44.1,45.5%,8.82
1689,Devin Thomas\ThomDe02,2009,23,2-34,WAS,NFL,14,10,47,25,325,13.00,3,23.2,53.2%,6.91
1690,Laquon Treadwell\TreaLa00,2018,23,1-23,MIN,NFL,8,3,37,25,216,8.64,1,27.0,67.6%,5.84
1691,Daniel Wilcox\WilcDa01,2004,27,,BAL,NFL,16,5,35,25,219,8.76,1,13.7,71.4%,6.26
