Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G
399,Isaiah Crowell\CrowIs00,2016,23,,CLE,NFL,16,16,198,952,4.81,7,59.5
400,Chris Ivory\IvorCh00,2014,26,,NYJ,NFL,16,10,198,821,4.15,6,51.3
401,Jonathan Stewart\StewJo00,2017,30,1-13,CAR,NFL,15,10,198,680,3.43,6,45.3
402,T.J. Duckett\DuckT.00,2003,22,1-18,ATL,NFL,16,10,197,779,3.95,11,48.7
403,Julius Jones\JoneJu01,2004,23,2-43,DAL,NFL,8,7,197,819,4.16,7,102.4
404,Maurice Jones-Drew\DrewMa00,2008,23,2-60,JAX,NFL,16,3,197,824,4.18,12,51.5
405,Jonathan Wells\WellJo00,2002,23,4-99,HOU,NFL,16,11,197,529,2.69,3,33.1
406,Cedric Benson\BensCe00,2007,25,1-4,CHI,NFL,11,11,196,674,3.44,4,61.3
407,Devonta Freeman\FreeDe00,2017,25,4-103,ATL,NFL,14,14,196,865,4.41,7,61.8
408,Priest Holmes\HolmPr00,2004,31,,KAN,NFL,8,8,196,892,4.55,14,111.5
409,Chris Johnson\JohnCh04,2015,30,1-24,ARI,NFL,11,9,196,814,4.15,3,74.0
410,Marshall Faulk*\FaulMa00,2004,31,1-2,STL,NFL,14,14,195,774,3.97,3,55.3
411,James Jackson\JackJa00,2001,25,3-65,CLE,NFL,11,10,195,554,2.84,2,50.4
412,Rashad Jennings\JennRa00,2015,30,7-250,NYG,NFL,16,16,195,863,4.43,3,53.9
413,Latavius Murray\MurrLa00,2016,26,6-181,OAK,NFL,14,12,195,788,4.04,12,56.3
414,Ron Dayne\DaynRo00,2007,29,1-11,HOU,NFL,13,8,194,773,3.98,6,59.5
415,Jerome Harrison\HarrJe00,2009,26,5-145,CLE,NFL,14,7,194,862,4.44,5,61.6
416,Laurence Maroney\MaroLa00,2009,24,1-21,NWE,NFL,15,5,194,757,3.90,9,50.5
417,Lamar Miller\MillLa01,2015,24,4-97,MIA,NFL,16,16,194,872,4.49,8,54.5
418,Fred Taylor\TaylFr00,2005,29,1-9,JAX,NFL,11,11,194,787,4.06,3,71.5
419,Larry Johnson\JohnLa00,2008,29,1-27,KAN,NFL,12,12,193,874,4.53,5,72.8
420,DeMarco Murray\MurrDe00,2015,27,3-71,PHI,NFL,15,8,193,702,3.64,6,46.8
421,Terrance West\WestTe00,2016,25,3-94,BAL,NFL,16,13,193,774,4.01,5,48.4
422,Amos Zereoue\ZereAm00,2002,26,3-95,PIT,NFL,16,5,193,762,3.95,4,47.6
423,Duce Staley\StalDu00,2004,29,3-71,PIT,NFL,10,10,192,830,4.32,1,83.0
424,Jamaal Charles\CharJa00,2009,23,3-73,KAN,NFL,15,10,190,1120,5.89,7,74.7
425,Brandon Jackson\JackBr00,2010,25,2-63,GNB,NFL,16,13,190,703,3.70,3,43.9
426,Steven Jackson\JackSt00,2014,31,1-24,ATL,NFL,15,15,190,707,3.72,6,47.1
427,Ryan Grant\GranRy00,2007,25,,GNB,NFL,15,7,188,956,5.09,8,63.7
428,Trent Richardson\RichTr00,2013,23,1-3,2TM,NFL,16,10,188,563,2.99,3,35.2
429,Marcel Shipp\ShipMa00,2002,24,,ARI,NFL,15,6,188,834,4.44,6,55.6
430,Jerome Bettis*\BettJe00,2002,30,1-10,PIT,NFL,13,11,187,666,3.56,9,51.2
431,Eddie Lacy\LacyEd00,2015,25,2-61,GNB,NFL,15,12,187,758,4.05,3,50.5
432,Michael Pittman\PittMi00,2003,28,4-95,TAM,NFL,16,13,187,751,4.02,0,46.9
433,Dominic Rhodes\RhodDo00,2006,27,,IND,NFL,16,16,187,641,3.43,5,40.1
434,Warrick Dunn\DunnWa00,2008,33,1-12,TAM,NFL,15,6,186,786,4.23,2,52.4
435,Kevin Jones\JoneKe02,2005,23,1-30,DET,NFL,13,13,186,664,3.57,5,51.1
436,Isaiah Crowell\CrowIs00,2015,22,,CLE,NFL,16,9,185,706,3.82,4,44.1
437,Shonn Greene\GreeSh00,2010,25,3-65,NYJ,NFL,15,2,185,766,4.14,2,51.1
438,Felix Jones\JoneFe00,2010,23,1-22,DAL,NFL,16,7,185,800,4.32,1,50.0
439,Laurence Maroney\MaroLa00,2007,22,1-21,NWE,NFL,13,6,185,835,4.51,6,64.2
440,LeGarrette Blount\BlouLe00,2011,25,,TAM,NFL,14,14,184,781,4.24,5,55.8
441,Melvin Gordon\GordMe00,2015,22,1-15,SDG,NFL,14,13,184,641,3.48,0,45.8
442,Ryan Mathews\MathRy00,2012,25,1-12,SDG,NFL,12,9,184,707,3.84,1,58.9
443,DeMarco Murray\MurrDe00,2017,29,3-71,TEN,NFL,15,15,184,659,3.58,6,43.9
444,Michael Pittman\PittMi00,2000,25,4-95,ARI,NFL,16,12,184,719,3.91,4,44.9
445,Jonathan Stewart\StewJo00,2008,21,1-13,CAR,NFL,16,0,184,836,4.54,10,52.3
446,Alfred Blue\BlueAl00,2015,24,6-181,HOU,NFL,15,9,183,698,3.81,2,46.5
447,Charlie Garner\GarnCh00,2002,30,2-42,OAK,NFL,16,15,182,962,5.29,7,60.1
448,Chris Ivory\IvorCh00,2013,25,,NYJ,NFL,15,6,182,833,4.58,3,55.5
449,Knowshon Moreno\MoreKn00,2010,23,1-12,DEN,NFL,13,13,182,779,4.28,5,59.9
450,Antowain Smith\SmitAn00,2003,31,1-23,NWE,NFL,13,6,182,642,3.53,3,49.4
451,Mike Tolbert\TolbMi00,2010,25,,SDG,NFL,15,4,182,735,4.04,11,49.0
452,Derrick Ward\WardDe01,2008,28,7-235,NYG,NFL,16,3,182,1025,5.63,2,64.1
453,T.J. Yeldon\YeldT.00,2015,22,2-36,JAX,NFL,12,12,182,740,4.07,2,61.7
454,BenJarvus Green-Ellis\GreeBe00,2011,26,,NWE,NFL,16,6,181,667,3.69,11,41.7
455,Rashad Jennings\JennRa00,2016,31,7-250,NYG,NFL,13,12,181,593,3.28,3,45.6
456,Kevin Jones\JoneKe02,2006,24,1-30,DET,NFL,12,12,181,689,3.81,6,57.4
457,Ben Tate\TateBe00,2013,25,2-58,HOU,NFL,14,7,181,771,4.26,4,55.1
458,Stephen Davis\DaviSt00,2005,31,4-102,CAR,NFL,13,11,180,549,3.05,12,42.2
459,Ron Dayne\DaynRo00,2001,23,1-11,NYG,NFL,16,7,180,690,3.83,7,43.1
460,Dion Lewis\LewiDi00,2017,27,5-149,NWE,NFL,16,8,180,896,4.98,6,56.0
461,C.J. Anderson\AndeC.00,2014,23,,DEN,NFL,15,7,179,849,4.74,8,56.6
462,Tre Mason\MasoTr00,2014,21,3-75,STL,NFL,12,9,179,765,4.27,4,63.8
463,Justin Fargas\FargJu00,2006,26,3-96,OAK,NFL,16,6,178,659,3.70,1,41.2
464,Kevin Faulk\FaulKe00,2003,27,2-46,NWE,NFL,15,8,178,638,3.58,0,42.5
465,Garrison Hearst\HearGa00,2003,32,1-3,SFO,NFL,12,12,178,768,4.31,3,64.0
466,Larry Johnson\JohnLa00,2009,30,1-27,2TM,NFL,14,7,178,581,3.26,0,41.5
467,Joe Mixon\MixoJo00,2017,21,2-48,CIN,NFL,14,7,178,626,3.52,4,44.7
468,Bilal Powell\PoweBi00,2017,29,4-126,NYJ,NFL,15,10,178,772,4.34,5,51.5
469,Stevan Ridley\RidlSt00,2013,24,3-73,NWE,NFL,14,6,178,773,4.34,7,55.2
470,Jonathan Stewart\StewJo00,2010,23,1-13,CAR,NFL,14,7,178,770,4.33,2,55.0
471,Michael Turner\TurnMi00,2009,27,5-154,ATL,NFL,11,11,178,871,4.89,10,79.2
472,Kenny Watson\WatsKe00,2007,29,,CIN,NFL,16,5,178,763,4.29,7,47.7
473,Julius Jones\JoneJu01,2009,28,2-43,SEA,NFL,14,14,177,663,3.75,2,47.4
474,Lamar Miller\MillLa01,2013,22,4-97,MIA,NFL,16,15,177,709,4.01,2,44.3
475,Brian Westbrook\WestBr00,2004,25,3-91,PHI,NFL,13,12,177,812,4.59,3,62.5
476,Kevan Barlow\BarlKe00,2005,26,3-80,SFO,NFL,12,12,176,581,3.30,3,48.4
477,Derrick Henry\HenrDe00,2017,23,2-45,TEN,NFL,16,2,176,744,4.23,5,46.5
478,Bilal Powell\PoweBi00,2013,25,4-126,NYJ,NFL,16,11,176,697,3.96,1,43.6
479,Beanie Wells\WellCh00,2009,21,1-31,ARI,NFL,16,0,176,793,4.51,7,49.6
480,Mike Anderson\AndeMi00,2001,28,6-189,DEN,NFL,16,7,175,678,3.87,4,42.4
481,Laurence Maroney\MaroLa00,2006,21,1-21,NWE,NFL,14,0,175,745,4.26,6,53.2
482,Samaje Perine\PeriSa00,2017,22,4-114,WAS,NFL,16,8,175,603,3.45,1,37.7
483,Jonathan Stewart\StewJo00,2014,27,1-13,CAR,NFL,13,8,175,809,4.62,3,62.2
484,Ben Tate\TateBe00,2011,23,2-58,HOU,NFL,15,2,175,942,5.38,4,62.8
485,Devontae Booker\BookDe00,2016,24,4-136,DEN,NFL,16,6,174,612,3.52,4,38.3
486,Moe Williams\WillMo00,2003,29,3-75,MIN,NFL,16,7,174,745,4.28,5,46.6
487,Tatum Bell\BellTa00,2005,24,2-41,DEN,NFL,15,1,173,921,5.32,8,61.4
488,Tim Biakabutuka\BiakTi00,2000,26,1-8,CAR,NFL,12,11,173,627,3.62,2,52.3
489,LeGarrette Blount\BlouLe00,2017,31,,PHI,NFL,16,11,173,766,4.43,2,47.9
490,Travis Prentice\PrenTr00,2000,24,3-63,CLE,NFL,16,11,173,512,2.96,7,32.0
491,DeAngelo Williams\WillDe02,2012,29,1-27,CAR,NFL,16,10,173,737,4.26,5,46.1
492,Mike Bell\BellMi00,2009,26,,NOR,NFL,13,3,172,654,3.80,5,50.3
493,Michael Bennett\BennMi00,2001,23,1-27,MIN,NFL,13,13,172,682,3.97,2,52.5
494,Jahvid Best\BestJa00,2010,21,1-30,DET,NFL,16,9,171,555,3.25,4,34.7
495,Ahmad Bradshaw\BradAh00,2011,25,7-250,NYG,NFL,12,9,171,659,3.85,9,54.9
496,Orleans Darkwa\DarkOr00,2017,25,,NYG,NFL,15,11,171,751,4.39,5,50.1
497,Terrance West\WestTe00,2014,23,3-94,CLE,NFL,14,6,171,673,3.94,4,48.1
498,Giovani Bernard\BernGi00,2013,22,2-37,CIN,NFL,16,0,170,695,4.09,5,43.4
499,Fred Jackson\JackFr02,2011,30,,BUF,NFL,10,10,170,934,5.49,6,93.4
500,Rudi Johnson\JohnRu00,2007,28,4-100,CIN,NFL,11,9,170,497,2.92,3,45.2
501,Willis McGahee\McGaWi00,2008,27,1-23,BAL,NFL,13,8,170,671,3.95,7,51.6
502,Alfred Blue\BlueAl00,2014,23,6-181,HOU,NFL,16,3,169,528,3.12,2,33.0
503,Todd Gurley\GurlTo01,2018,24,1-10,LAR,NFL,8,8,169,800,4.73,11,100.0
504,Terry Allen\AlleTe00,2001,33,9-241,BAL,NFL,11,8,168,658,3.92,3,59.8
505,Giovani Bernard\BernGi00,2014,23,2-37,CIN,NFL,13,9,168,680,4.05,5,52.3
506,Robert Kelley\KellRo00,2016,24,,WAS,NFL,15,9,168,704,4.19,6,46.9
507,Ricky Williams\WillRi00,2005,28,1-5,MIA,NFL,12,3,168,743,4.42,6,61.9
508,Terrell Davis*\DaviTe00,2001,29,6-196,DEN,NFL,8,8,167,701,4.20,0,87.6
509,Travis Henry\HenrTr00,2007,29,2-58,DEN,NFL,12,7,167,691,4.14,4,57.6
510,Rashad Jennings\JennRa00,2014,29,7-250,NYG,NFL,11,9,167,639,3.83,4,58.1
511,Maurice Jones-Drew\DrewMa00,2007,22,2-60,JAX,NFL,15,0,167,768,4.60,9,51.2
512,Willis McGahee\McGaWi00,2012,31,1-23,DEN,NFL,10,9,167,731,4.38,4,73.1
513,Tiki Barber\BarbTi00,2001,26,2-36,NYG,NFL,14,9,166,865,5.21,4,61.8
514,Joique Bell\BellJo01,2013,27,,DET,NFL,16,4,166,650,3.92,8,40.6
515,Mark Ingram\IngrMa01,2015,26,1-28,NOR,NFL,12,10,166,769,4.63,6,64.1
516,Maurice Jones-Drew\DrewMa00,2006,21,2-60,JAX,NFL,16,1,166,941,5.67,13,58.8
517,Antowain Smith\SmitAn00,2005,33,1-23,NOR,NFL,16,7,166,659,3.97,3,41.2
518,Duce Staley\StalDu00,2001,26,3-71,PHI,NFL,13,10,166,604,3.64,2,46.5
519,Ameer Abdullah\AbduAm00,2017,24,2-54,DET,NFL,14,11,165,552,3.35,4,39.4
520,Mike Alstott\AlstMi00,2001,28,2-35,TAM,NFL,16,16,165,680,4.12,10,42.5
521,LeGarrette Blount\BlouLe00,2015,29,,NWE,NFL,12,6,165,703,4.26,6,58.6
522,Richard Huntley\HuntRi00,2001,29,4-117,CAR,NFL,14,9,165,665,4.03,2,47.5
523,Daniel Thomas\ThomDa03,2011,24,2-62,MIA,NFL,13,2,165,581,3.52,0,44.7
524,Matt Asiata\AsiaMa00,2014,27,,MIN,NFL,15,9,164,570,3.48,9,38.0
525,Kevin Faulk\FaulKe00,2000,24,2-46,NWE,NFL,16,9,164,570,3.48,4,35.6
526,Julius Jones\JoneJu01,2007,26,2-43,DAL,NFL,16,16,164,588,3.59,2,36.8
527,DeMarco Murray\MurrDe00,2011,23,3-71,DAL,NFL,13,7,164,897,5.47,2,69.0
528,Ryan Torain\ToraRy00,2010,24,5-139,WAS,NFL,10,8,164,742,4.52,4,74.2
529,Ahmad Bradshaw\BradAh00,2009,23,7-250,NYG,NFL,15,1,163,778,4.77,7,51.9
530,William Green\GreeWi01,2004,25,1-16,CLE,NFL,15,13,163,585,3.59,2,39.0
531,Rashad Jennings\JennRa00,2013,28,7-250,OAK,NFL,15,8,163,733,4.50,6,48.9
532,Shawn Bryson\BrysSh00,2000,24,3-86,BUF,NFL,16,7,161,591,3.67,0,36.9
533,Peyton Hillis\HillPe00,2011,25,7-227,CLE,NFL,10,9,161,587,3.65,3,58.7
534,Maurice Morris\MorrMa00,2006,27,2-54,SEA,NFL,16,8,161,604,3.75,0,37.8
535,DeMarco Murray\MurrDe00,2012,24,3-71,DAL,NFL,10,10,161,663,4.12,4,66.3
536,Branden Oliver\OlivBr01,2014,23,,SDG,NFL,14,7,160,582,3.64,3,41.6
537,Chester Taylor\TaylCh01,2004,25,6-207,BAL,NFL,16,4,160,714,4.46,2,44.6
538,Charcandrick West\WestCh01,2015,24,,KAN,NFL,15,9,160,634,3.96,4,42.3
539,Ricky Williams\WillRi00,2008,31,1-5,MIA,NFL,16,3,160,659,4.12,4,41.2
540,Jerick McKinnon\McKiJe00,2016,24,3-96,MIN,NFL,15,7,159,539,3.39,2,35.9
541,Trent Richardson\RichTr00,2014,24,1-3,IND,NFL,15,12,159,519,3.26,3,34.6
542,Tyrone Wheatley\WheaTy00,2003,31,1-17,OAK,NFL,15,5,159,678,4.26,4,45.2
543,Ricky Williams\WillRi00,2010,33,1-5,MIA,NFL,16,0,159,673,4.23,2,42.1
544,Shawn Bryson\BrysSh00,2003,27,3-86,DET,NFL,16,13,158,606,3.84,3,37.9
545,Michael Bush\BushMi00,2010,26,4-100,OAK,NFL,14,3,158,655,4.15,8,46.8
546,Warrick Dunn\DunnWa00,2001,26,1-12,TAM,NFL,13,12,158,447,2.83,3,34.4
547,Larry Johnson\JohnLa00,2007,28,1-27,KAN,NFL,8,8,158,559,3.54,3,69.9
548,Julius Jones\JoneJu01,2008,27,2-43,SEA,NFL,15,10,158,698,4.42,2,46.5
549,Ryan Mathews\MathRy00,2010,23,1-12,SDG,NFL,12,9,158,678,4.29,7,56.5
550,Mike Bell\BellMi00,2006,23,,DEN,NFL,15,3,157,677,4.31,8,45.1
551,Cedric Benson\BensCe00,2006,24,1-4,CHI,NFL,15,0,157,647,4.12,6,43.1
552,Reggie Bush\BushRe00,2007,22,1-2,NOR,NFL,12,10,157,581,3.70,4,48.4
553,Steven Jackson\JackSt00,2013,30,1-24,ATL,NFL,12,12,157,543,3.46,6,45.3
554,Marcel Shipp\ShipMa00,2005,27,,ARI,NFL,15,11,157,451,2.87,0,30.1
555,Chester Taylor\TaylCh01,2007,28,6-207,MIN,NFL,14,8,157,844,5.38,7,60.3
556,Tevin Coleman\ColeTe01,2017,24,3-73,ATL,NFL,15,3,156,628,4.03,5,41.9
557,Jonathan Dwyer\DwyeJo00,2012,23,6-188,PIT,NFL,13,6,156,623,3.99,2,47.9
558,Mark Ingram\IngrMa01,2012,23,1-28,NOR,NFL,16,5,156,602,3.86,5,37.6
559,Sammy Morris\MorrSa00,2008,31,5-156,NWE,NFL,13,7,156,727,4.66,7,55.9
560,Adrian Peterson\PeteAd01,2017,32,1-7,2TM,NFL,10,7,156,529,3.39,2,52.9
561,Brian Westbrook\WestBr00,2005,26,3-91,PHI,NFL,12,12,156,617,3.96,3,51.4
562,Joseph Addai\AddaJo00,2008,25,1-30,IND,NFL,12,12,155,544,3.51,5,45.3
563,James Allen\AlleJa00,2002,27,,HOU,NFL,16,5,155,519,3.35,0,32.4
564,Reggie Bush\BushRe00,2006,21,1-2,NOR,NFL,16,8,155,565,3.65,6,35.3
565,Chris Johnson\JohnCh04,2014,29,1-24,NYJ,NFL,16,6,155,663,4.28,1,41.4
566,Ryan Mathews\MathRy00,2016,29,1-12,PHI,NFL,13,8,155,661,4.26,8,50.8
567,LeSean McCoy\McCoLe01,2009,21,2-53,PHI,NFL,16,4,155,637,4.11,4,39.8
568,Darren McFadden\McFaDa00,2014,27,1-4,OAK,NFL,16,12,155,534,3.45,2,33.4
569,Mewelde Moore\MoorMe00,2005,23,4-119,MIN,NFL,16,8,155,662,4.27,1,41.4
570,DeAngelo Williams\WillDe02,2011,28,1-27,CAR,NFL,16,14,155,836,5.39,7,52.3
571,Giovani Bernard\BernGi00,2015,24,2-37,CIN,NFL,16,1,154,730,4.74,2,45.6
572,Javorius Allen\AlleJa01,2017,26,4-125,BAL,NFL,16,0,153,591,3.86,4,36.9
573,LeGarrette Blount\BlouLe00,2013,27,,NWE,NFL,16,7,153,772,5.05,7,48.3
574,Tim Hightower\HighTi00,2010,24,5-149,ARI,NFL,16,13,153,736,4.81,5,46.0
575,Kevin Jones\JoneKe02,2007,25,1-30,DET,NFL,13,10,153,581,3.80,8,44.7
576,Thomas Jones\JoneTh00,2011,33,1-7,KAN,NFL,16,8,153,478,3.12,0,29.9
577,Jamaal Williams\WillJa06,2017,22,4-134,GNB,NFL,16,7,153,556,3.63,4,34.8
578,C.J. Anderson\AndeC.00,2015,24,,DEN,NFL,15,6,152,720,4.74,5,48.0
579,Brandon Jacobs\JacoBr00,2011,29,4-110,NYG,NFL,14,6,152,571,3.76,7,40.8
580,Bernard Pierce\PierBe00,2013,22,3-84,BAL,NFL,16,1,152,436,2.87,2,27.3
581,Dominic Rhodes\RhodDo00,2008,29,,IND,NFL,15,4,152,538,3.54,6,35.9
582,Bishop Sankey\SankBi00,2014,22,2-54,TEN,NFL,16,9,152,569,3.74,2,35.6
