Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,name,key,Round,Pick,ageGroup
329,LaDainian Tomlinson*\TomlLa00,2010,31,1-5,NYJ,NFL,15,13,219,914,4.17,6,60.9,LaDainian Tomlinson*,LaDainianTomlinson*31NYJ2010,1,127,29-32
330,Justin Fargas\FargJu00,2008,28,3-96,OAK,NFL,14,14,218,853,3.91,1,60.9,Justin Fargas,JustinFargas28OAK2008,3,167,25-28
331,Matt Forte\FortMa00,2016,31,2-44,NYJ,NFL,14,13,218,813,3.73,7,58.1,Matt Forte,MattForte31NYJ2016,2,122,29-32
332,Matt Forte\FortMa00,2015,30,2-44,CHI,NFL,13,13,218,898,4.12,4,69.1,Matt Forte,MattForte30CHI2015,2,122,29-32
333,Jonathan Stewart\StewJo00,2016,29,1-13,CAR,NFL,13,13,218,824,3.78,9,63.4,Jonathan Stewart,JonathanStewart29CAR2016,1,29,29-32
334,Nick Goings\GoinNi00,2004,26,NA,CAR,NFL,16,8,217,821,3.78,6,51.3,Nick Goings,NickGoings26CAR2004,Undrafted,Undrafted,25-28
335,Carlos Hyde\HydeCa00,2016,26,2-57,SFO,NFL,13,13,217,988,4.55,6,76,Carlos Hyde,CarlosHyde26SFO2016,2,134,25-28
336,Rashard Mendenhall\MendRa00,2013,26,1-23,ARI,NFL,15,15,217,687,3.17,8,45.8,Rashard Mendenhall,RashardMendenhall26ARI2013,1,90,25-28
337,DeMarco Murray\MurrDe00,2013,25,3-71,DAL,NFL,14,14,217,1121,5.17,9,80.1,DeMarco Murray,DeMarcoMurray25DAL2013,3,146,25-28
338,Kevin Smith\SmitKe02,2009,23,3-64,DET,NFL,13,13,217,747,3.44,4,57.5,Kevin Smith,KevinSmith23DET2009,3,141,< 24
339,Andre Williams\WillAn00,2014,22,4-113,NYG,NFL,16,7,217,721,3.32,7,45.1,Andre Williams,AndreWilliams22NYG2014,4,16,< 24
340,Reggie Bush\BushRe00,2011,26,1-2,MIA,NFL,15,15,216,1086,5.03,6,72.4,Reggie Bush,ReggieBush26MIA2011,1,79,25-28
341,Darren McFadden\McFaDa00,2012,25,1-4,OAK,NFL,12,12,216,707,3.27,2,58.9,Darren McFadden,DarrenMcFadden25OAK2012,1,118,25-28
342,Lamar Miller\MillLa01,2014,23,4-97,MIA,NFL,16,16,216,1099,5.09,8,68.7,Lamar Miller,LamarMiller23MIA2014,4,168,< 24
343,Latavius Murray\MurrLa00,2017,27,6-181,MIN,NFL,16,11,216,842,3.9,8,52.6,Latavius Murray,LataviusMurray27MIN2017,6,65,25-28
344,DeAngelo Williams\WillDe02,2009,26,1-27,CAR,NFL,13,13,216,1117,5.17,7,85.9,DeAngelo Williams,DeAngeloWilliams26CAR2009,1,106,25-28
345,Garrison Hearst\HearGa00,2002,31,1-3,SFO,NFL,16,16,215,972,4.52,8,60.8,Garrison Hearst,GarrisonHearst31SFO2002,1,108,29-32
346,Rudi Johnson\JohnRu00,2003,24,4-100,CIN,NFL,13,5,215,957,4.45,9,73.6,Rudi Johnson,RudiJohnson24CIN2003,4,3,< 24
347,Mikel Leshoure\LeshMi00,2012,22,2-57,DET,NFL,14,14,215,798,3.71,9,57,Mikel Leshoure,MikelLeshoure22DET2012,2,134,< 24
348,Marion Barber\BarbMa01,2009,26,4-109,DAL,NFL,15,15,214,932,4.36,7,62.1,Marion Barber,MarionBarber26DAL2009,4,12,25-28
349,Cedric Benson\BensCe00,2008,26,1-4,CIN,NFL,12,10,214,747,3.49,2,62.3,Cedric Benson,CedricBenson26CIN2008,1,118,25-28
350,Ronnie Brown\BrowRo05,2008,27,1-2,MIA,NFL,16,13,214,916,4.28,10,57.3,Ronnie Brown,RonnieBrown27MIA2008,1,79,25-28
351,Ray Rice\RiceRa00,2013,26,2-55,BAL,NFL,15,15,214,660,3.08,4,44,Ray Rice,RayRice26BAL2013,2,132,25-28
352,Anthony Thomas\ThomAn01,2002,25,2-38,CHI,NFL,12,12,214,721,3.37,6,60.1,Anthony Thomas,AnthonyThomas25CHI2002,2,116,25-28
353,Spencer Ware\WareSp00,2016,25,6-194,KAN,NFL,14,14,214,921,4.3,3,65.8,Spencer Ware,SpencerWare25KAN2016,6,76,25-28
354,Tiki Barber\BarbTi00,2000,25,2-36,NYG,NFL,16,12,213,1006,4.72,8,62.9,Tiki Barber,TikiBarber25NYG2000,2,114,25-28
355,Travis Henry\HenrTr00,2001,23,2-58,BUF,NFL,13,12,213,729,3.42,4,56.1,Travis Henry,TravisHenry23BUF2001,2,135,< 24
356,Stacey Mack\MackSt00,2001,26,NA,JAX,NFL,16,11,213,877,4.12,9,54.8,Stacey Mack,StaceyMack26JAX2001,Undrafted,Undrafted,25-28
357,Alex Collins\CollAl00,2017,23,5-171,BAL,NFL,15,12,212,973,4.59,6,64.9,Alex Collins,AlexCollins23BAL2017,5,58,< 24
358,Marshall Faulk*\FaulMa00,2002,29,1-2,STL,NFL,14,10,212,953,4.5,8,68.1,Marshall Faulk*,MarshallFaulk*29STL2002,1,79,29-32
359,Vick Ballard\BallVi00,2012,22,5-170,IND,NFL,16,12,211,814,3.86,2,50.9,Vick Ballard,VickBallard22IND2012,5,57,< 24
360,Charlie Garner\GarnCh00,2001,29,2-42,OAK,NFL,16,16,211,839,3.98,1,52.4,Charlie Garner,CharlieGarner29OAK2001,2,120,29-32
361,Cadillac Williams\WillCa02,2009,27,1-5,TAM,NFL,16,15,211,823,3.9,4,51.4,Cadillac Williams,CadillacWilliams27TAM2009,1,127,25-28
362,Willie Parker\ParkWi00,2008,28,NA,PIT,NFL,11,11,210,791,3.77,5,71.9,Willie Parker,WillieParker28PIT2008,Undrafted,Undrafted,25-28
363,Corey Dillon\DillCo00,2005,31,2-43,NWE,NFL,12,10,209,733,3.51,12,61.1,Corey Dillon,CoreyDillon31NWE2005,2,121,29-32
364,Marshall Faulk*\FaulMa00,2003,30,1-2,STL,NFL,11,11,209,818,3.91,10,74.4,Marshall Faulk*,MarshallFaulk*30STL2003,1,79,29-32
365,Lamar Smith\SmitLa00,2002,32,3-73,CAR,NFL,11,11,209,737,3.53,7,67,Lamar Smith,LamarSmith32CAR2002,3,147,29-32
366,Jay Ajayi\AjayJa00,2017,24,5-149,2TM,NFL,14,8,208,873,4.2,1,62.4,Jay Ajayi,JayAjayi242TM2017,5,44,< 24
367,Adrian Peterson\PeteAd01,2011,26,1-7,MIN,NFL,12,12,208,970,4.66,12,80.8,Adrian Peterson,AdrianPeterson26MIN2011,1,145,25-28
368,Shaun Alexander\AlexSh00,2007,30,1-19,SEA,NFL,13,10,207,716,3.46,4,55.1,Shaun Alexander,ShaunAlexander30SEA2007,1,71,29-32
369,Ronnie Brown\BrowRo05,2005,24,1-2,MIA,NFL,15,14,207,907,4.38,4,60.5,Ronnie Brown,RonnieBrown24MIA2005,1,79,< 24
370,Stephen Davis\DaviSt00,2002,28,4-102,WAS,NFL,12,12,207,820,3.96,7,68.3,Stephen Davis,StephenDavis28WAS2002,4,5,25-28
371,Ronnie Hillman\HillRo00,2015,24,3-67,DEN,NFL,16,11,207,863,4.17,7,53.9,Ronnie Hillman,RonnieHillman24DEN2015,3,143,< 24
372,Marshawn Lynch\LyncMa00,2017,31,1-12,OAK,NFL,15,15,207,891,4.3,7,59.4,Marshawn Lynch,MarshawnLynch31OAK2017,1,22,29-32
373,LeSean McCoy\McCoLe01,2010,22,2-53,PHI,NFL,15,13,207,1080,5.22,7,72,LeSean McCoy,LeSeanMcCoy22PHI2010,2,130,< 24
374,C.J. Spiller\SpilC.00,2012,25,1-9,BUF,NFL,16,9,207,1244,6.01,6,77.8,C.J. Spiller,C.J.Spiller25BUF2012,1,162,25-28
375,Jamaal Charles\CharJa00,2014,28,3-73,KAN,NFL,15,15,206,1033,5.01,9,68.9,Jamaal Charles,JamaalCharles28KAN2014,3,147,25-28
376,Isaiah Crowell\CrowIs00,2017,24,NA,CLE,NFL,16,16,206,853,4.14,2,53.3,Isaiah Crowell,IsaiahCrowell24CLE2017,Undrafted,Undrafted,< 24
377,Fred Jackson\JackFr02,2013,32,NA,BUF,NFL,16,6,206,890,4.32,9,55.6,Fred Jackson,FredJackson32BUF2013,Undrafted,Undrafted,29-32
378,DeShaun Foster\FostDe00,2005,25,2-34,CAR,NFL,15,5,205,879,4.29,2,58.6,DeShaun Foster,DeShaunFoster25CAR2005,2,112,25-28
379,Mark Ingram\IngrMa01,2016,27,1-28,NOR,NFL,16,14,205,1043,5.09,6,65.2,Mark Ingram,MarkIngram27NOR2016,1,107,25-28
380,Marion Barber\BarbMa01,2007,24,4-109,DAL,NFL,16,0,204,975,4.78,10,60.9,Marion Barber,MarionBarber24DAL2007,4,12,< 24
381,Michael Pittman\PittMi00,2002,27,4-95,TAM,NFL,16,15,204,718,3.52,1,44.9,Michael Pittman,MichaelPittman27TAM2002,4,166,25-28
382,Matt Forte\FortMa00,2011,26,2-44,CHI,NFL,12,12,203,997,4.91,3,83.1,Matt Forte,MattForte26CHI2011,2,122,25-28
383,Frank Gore\GoreFr00,2010,27,3-65,SFO,NFL,11,11,203,853,4.2,3,77.5,Frank Gore,FrankGore27SFO2010,3,142,25-28
384,LeSean McCoy\McCoLe01,2015,27,2-53,BUF,NFL,12,12,203,895,4.41,3,74.6,LeSean McCoy,LeSeanMcCoy27BUF2015,2,130,25-28
385,Brandon Jacobs\JacoBr00,2007,25,4-110,NYG,NFL,11,9,202,1009,5,4,91.7,Brandon Jacobs,BrandonJacobs25NYG2007,4,14,25-28
386,Marshawn Lynch\LyncMa00,2010,24,1-12,2TM,NFL,16,14,202,737,3.65,6,46.1,Marshawn Lynch,MarshawnLynch242TM2010,1,22,< 24
387,Alfred Morris\MorrAl00,2015,27,6-173,WAS,NFL,16,16,202,751,3.72,1,46.9,Alfred Morris,AlfredMorris27WAS2015,6,59,25-28
388,C.J. Spiller\SpilC.00,2013,26,1-9,BUF,NFL,15,10,202,933,4.62,2,62.2,C.J. Spiller,C.J.Spiller26BUF2013,1,162,25-28
389,Kevan Barlow\BarlKe00,2003,24,3-80,SFO,NFL,16,4,201,1024,5.09,6,64,Kevan Barlow,KevanBarlow24SFO2003,3,154,< 24
390,LeGarrette Blount\BlouLe00,2010,24,NA,TAM,NFL,13,7,201,1007,5.01,6,77.5,LeGarrette Blount,LeGarretteBlount24TAM2010,Undrafted,Undrafted,< 24
391,Andre Ellington\ElliAn00,2014,25,6-187,ARI,NFL,12,12,201,660,3.28,3,55,Andre Ellington,AndreEllington25ARI2014,6,68,25-28
392,DeAngelo Williams\WillDe02,2013,30,1-27,CAR,NFL,15,15,201,843,4.19,3,56.2,DeAngelo Williams,DeAngeloWilliams30CAR2013,1,106,29-32
393,Ronnie Brown\BrowRo05,2010,29,1-2,MIA,NFL,16,16,200,734,3.67,5,45.9,Ronnie Brown,RonnieBrown29MIA2010,1,79,29-32
394,LeSean McCoy\McCoLe01,2012,24,2-53,PHI,NFL,12,12,200,840,4.2,2,70,LeSean McCoy,LeSeanMcCoy24PHI2012,2,130,< 24
395,LenDale White\WhitLe01,2008,24,2-45,TEN,NFL,16,2,200,773,3.87,15,48.3,LenDale White,LenDaleWhite24TEN2008,2,123,< 24
396,DeAngelo Williams\WillDe02,2015,32,1-27,PIT,NFL,16,10,200,907,4.54,11,56.7,DeAngelo Williams,DeAngeloWilliams32PIT2015,1,106,29-32
397,Corey Dillon\DillCo00,2006,32,2-43,NWE,NFL,16,13,199,812,4.08,13,50.8,Corey Dillon,CoreyDillon32NWE2006,2,121,29-32
398,Lee Suggs\SuggLe00,2004,24,4-115,CLE,NFL,10,3,199,744,3.74,2,74.4,Lee Suggs,LeeSuggs24CLE2004,4,18,< 24
399,Isaiah Crowell\CrowIs00,2016,23,NA,CLE,NFL,16,16,198,952,4.81,7,59.5,Isaiah Crowell,IsaiahCrowell23CLE2016,Undrafted,Undrafted,< 24
400,Chris Ivory\IvorCh00,2014,26,NA,NYJ,NFL,16,10,198,821,4.15,6,51.3,Chris Ivory,ChrisIvory26NYJ2014,Undrafted,Undrafted,25-28
401,Jonathan Stewart\StewJo00,2017,30,1-13,CAR,NFL,15,10,198,680,3.43,6,45.3,Jonathan Stewart,JonathanStewart30CAR2017,1,29,29-32
402,T.J. Duckett\DuckT.00,2003,22,1-18,ATL,NFL,16,10,197,779,3.95,11,48.7,T.J. Duckett,T.J.Duckett22ATL2003,1,63,< 24
403,Julius Jones\JoneJu01,2004,23,2-43,DAL,NFL,8,7,197,819,4.16,7,102.4,Julius Jones,JuliusJones23DAL2004,2,121,< 24
404,Maurice Jones-Drew\DrewMa00,2008,23,2-60,JAX,NFL,16,3,197,824,4.18,12,51.5,Maurice Jones-Drew,MauriceJones-Drew23JAX2008,2,137,< 24
405,Jonathan Wells\WellJo00,2002,23,4-99,HOU,NFL,16,11,197,529,2.69,3,33.1,Jonathan Wells,JonathanWells23HOU2002,4,169,< 24
406,Cedric Benson\BensCe00,2007,25,1-4,CHI,NFL,11,11,196,674,3.44,4,61.3,Cedric Benson,CedricBenson25CHI2007,1,118,25-28
407,Devonta Freeman\FreeDe00,2017,25,4-103,ATL,NFL,14,14,196,865,4.41,7,61.8,Devonta Freeman,DevontaFreeman25ATL2017,4,6,25-28
408,Priest Holmes\HolmPr00,2004,31,NA,KAN,NFL,8,8,196,892,4.55,14,111.5,Priest Holmes,PriestHolmes31KAN2004,Undrafted,Undrafted,29-32
409,Chris Johnson\JohnCh04,2015,30,1-24,ARI,NFL,11,9,196,814,4.15,3,74,Chris Johnson,ChrisJohnson30ARI2015,1,96,29-32
410,Marshall Faulk*\FaulMa00,2004,31,1-2,STL,NFL,14,14,195,774,3.97,3,55.3,Marshall Faulk*,MarshallFaulk*31STL2004,1,79,29-32
411,James Jackson\JackJa00,2001,25,3-65,CLE,NFL,11,10,195,554,2.84,2,50.4,James Jackson,JamesJackson25CLE2001,3,142,25-28
412,Rashad Jennings\JennRa00,2015,30,7-250,NYG,NFL,16,16,195,863,4.43,3,53.9,Rashad Jennings,RashadJennings30NYG2015,7,102,29-32
413,Latavius Murray\MurrLa00,2016,26,6-181,OAK,NFL,14,12,195,788,4.04,12,56.3,Latavius Murray,LataviusMurray26OAK2016,6,65,25-28
414,Ron Dayne\DaynRo00,2007,29,1-11,HOU,NFL,13,8,194,773,3.98,6,59.5,Ron Dayne,RonDayne29HOU2007,1,13,29-32
415,Jerome Harrison\HarrJe00,2009,26,5-145,CLE,NFL,14,7,194,862,4.44,5,61.6,Jerome Harrison,JeromeHarrison26CLE2009,5,42,25-28
416,Laurence Maroney\MaroLa00,2009,24,1-21,NWE,NFL,15,5,194,757,3.9,9,50.5,Laurence Maroney,LaurenceMaroney24NWE2009,1,84,< 24
417,Lamar Miller\MillLa01,2015,24,4-97,MIA,NFL,16,16,194,872,4.49,8,54.5,Lamar Miller,LamarMiller24MIA2015,4,168,< 24
418,Fred Taylor\TaylFr00,2005,29,1-9,JAX,NFL,11,11,194,787,4.06,3,71.5,Fred Taylor,FredTaylor29JAX2005,1,162,29-32
419,Larry Johnson\JohnLa00,2008,29,1-27,KAN,NFL,12,12,193,874,4.53,5,72.8,Larry Johnson,LarryJohnson29KAN2008,1,106,29-32
420,DeMarco Murray\MurrDe00,2015,27,3-71,PHI,NFL,15,8,193,702,3.64,6,46.8,DeMarco Murray,DeMarcoMurray27PHI2015,3,146,25-28
421,Terrance West\WestTe00,2016,25,3-94,BAL,NFL,16,13,193,774,4.01,5,48.4,Terrance West,TerranceWest25BAL2016,3,165,25-28
422,Amos Zereoue\ZereAm00,2002,26,3-95,PIT,NFL,16,5,193,762,3.95,4,47.6,Amos Zereoue,AmosZereoue26PIT2002,3,166,25-28
423,Duce Staley\StalDu00,2004,29,3-71,PIT,NFL,10,10,192,830,4.32,1,83,Duce Staley,DuceStaley29PIT2004,3,146,29-32
424,Jamaal Charles\CharJa00,2009,23,3-73,KAN,NFL,15,10,190,1120,5.89,7,74.7,Jamaal Charles,JamaalCharles23KAN2009,3,147,< 24
425,Brandon Jackson\JackBr00,2010,25,2-63,GNB,NFL,16,13,190,703,3.7,3,43.9,Brandon Jackson,BrandonJackson25GNB2010,2,140,25-28
426,Steven Jackson\JackSt00,2014,31,1-24,ATL,NFL,15,15,190,707,3.72,6,47.1,Steven Jackson,StevenJackson31ATL2014,1,96,29-32
427,Ryan Grant\GranRy00,2007,25,NA,GNB,NFL,15,7,188,956,5.09,8,63.7,Ryan Grant,RyanGrant25GNB2007,Undrafted,Undrafted,25-28
428,Trent Richardson\RichTr00,2013,23,1-3,2TM,NFL,16,10,188,563,2.99,3,35.2,Trent Richardson,TrentRichardson232TM2013,1,108,< 24
429,Marcel Shipp\ShipMa00,2002,24,NA,ARI,NFL,15,6,188,834,4.44,6,55.6,Marcel Shipp,MarcelShipp24ARI2002,Undrafted,Undrafted,< 24
430,Jerome Bettis*\BettJe00,2002,30,1-10,PIT,NFL,13,11,187,666,3.56,9,51.2,Jerome Bettis*,JeromeBettis*30PIT2002,1,2,29-32
431,Eddie Lacy\LacyEd00,2015,25,2-61,GNB,NFL,15,12,187,758,4.05,3,50.5,Eddie Lacy,EddieLacy25GNB2015,2,138,25-28
432,Michael Pittman\PittMi00,2003,28,4-95,TAM,NFL,16,13,187,751,4.02,0,46.9,Michael Pittman,MichaelPittman28TAM2003,4,166,25-28
433,Dominic Rhodes\RhodDo00,2006,27,NA,IND,NFL,16,16,187,641,3.43,5,40.1,Dominic Rhodes,DominicRhodes27IND2006,Undrafted,Undrafted,25-28
434,Warrick Dunn\DunnWa00,2008,33,1-12,TAM,NFL,15,6,186,786,4.23,2,52.4,Warrick Dunn,WarrickDunn33TAM2008,1,22,32+
435,Kevin Jones\JoneKe02,2005,23,1-30,DET,NFL,13,13,186,664,3.57,5,51.1,Kevin Jones,KevinJones23DET2005,1,109,< 24
436,Isaiah Crowell\CrowIs00,2015,22,NA,CLE,NFL,16,9,185,706,3.82,4,44.1,Isaiah Crowell,IsaiahCrowell22CLE2015,Undrafted,Undrafted,< 24
437,Shonn Greene\GreeSh00,2010,25,3-65,NYJ,NFL,15,2,185,766,4.14,2,51.1,Shonn Greene,ShonnGreene25NYJ2010,3,142,25-28
438,Felix Jones\JoneFe00,2010,23,1-22,DAL,NFL,16,7,185,800,4.32,1,50,Felix Jones,FelixJones23DAL2010,1,86,< 24
439,Laurence Maroney\MaroLa00,2007,22,1-21,NWE,NFL,13,6,185,835,4.51,6,64.2,Laurence Maroney,LaurenceMaroney22NWE2007,1,84,< 24
440,LeGarrette Blount\BlouLe00,2011,25,NA,TAM,NFL,14,14,184,781,4.24,5,55.8,LeGarrette Blount,LeGarretteBlount25TAM2011,Undrafted,Undrafted,25-28
441,Melvin Gordon\GordMe00,2015,22,1-15,SDG,NFL,14,13,184,641,3.48,0,45.8,Melvin Gordon,MelvinGordon22SDG2015,1,45,< 24
442,Ryan Mathews\MathRy00,2012,25,1-12,SDG,NFL,12,9,184,707,3.84,1,58.9,Ryan Mathews,RyanMathews25SDG2012,1,22,25-28
443,DeMarco Murray\MurrDe00,2017,29,3-71,TEN,NFL,15,15,184,659,3.58,6,43.9,DeMarco Murray,DeMarcoMurray29TEN2017,3,146,29-32
444,Michael Pittman\PittMi00,2000,25,4-95,ARI,NFL,16,12,184,719,3.91,4,44.9,Michael Pittman,MichaelPittman25ARI2000,4,166,25-28
445,Jonathan Stewart\StewJo00,2008,21,1-13,CAR,NFL,16,0,184,836,4.54,10,52.3,Jonathan Stewart,JonathanStewart21CAR2008,1,29,< 24
446,Alfred Blue\BlueAl00,2015,24,6-181,HOU,NFL,15,9,183,698,3.81,2,46.5,Alfred Blue,AlfredBlue24HOU2015,6,65,< 24
447,Charlie Garner\GarnCh00,2002,30,2-42,OAK,NFL,16,15,182,962,5.29,7,60.1,Charlie Garner,CharlieGarner30OAK2002,2,120,29-32
448,Chris Ivory\IvorCh00,2013,25,NA,NYJ,NFL,15,6,182,833,4.58,3,55.5,Chris Ivory,ChrisIvory25NYJ2013,Undrafted,Undrafted,25-28
449,Knowshon Moreno\MoreKn00,2010,23,1-12,DEN,NFL,13,13,182,779,4.28,5,59.9,Knowshon Moreno,KnowshonMoreno23DEN2010,1,22,< 24
450,Antowain Smith\SmitAn00,2003,31,1-23,NWE,NFL,13,6,182,642,3.53,3,49.4,Antowain Smith,AntowainSmith31NWE2003,1,90,29-32
451,Mike Tolbert\TolbMi00,2010,25,NA,SDG,NFL,15,4,182,735,4.04,11,49,Mike Tolbert,MikeTolbert25SDG2010,Undrafted,Undrafted,25-28
452,Derrick Ward\WardDe01,2008,28,7-235,NYG,NFL,16,3,182,1025,5.63,2,64.1,Derrick Ward,DerrickWard28NYG2008,7,93,25-28
453,T.J. Yeldon\YeldT.00,2015,22,2-36,JAX,NFL,12,12,182,740,4.07,2,61.7,T.J. Yeldon,T.J.Yeldon22JAX2015,2,114,< 24
454,BenJarvus Green-Ellis\GreeBe00,2011,26,NA,NWE,NFL,16,6,181,667,3.69,11,41.7,BenJarvus Green-Ellis,BenJarvusGreen-Ellis26NWE2011,Undrafted,Undrafted,25-28
455,Rashad Jennings\JennRa00,2016,31,7-250,NYG,NFL,13,12,181,593,3.28,3,45.6,Rashad Jennings,RashadJennings31NYG2016,7,102,29-32
456,Kevin Jones\JoneKe02,2006,24,1-30,DET,NFL,12,12,181,689,3.81,6,57.4,Kevin Jones,KevinJones24DET2006,1,109,< 24
457,Ben Tate\TateBe00,2013,25,2-58,HOU,NFL,14,7,181,771,4.26,4,55.1,Ben Tate,BenTate25HOU2013,2,135,25-28
458,Stephen Davis\DaviSt00,2005,31,4-102,CAR,NFL,13,11,180,549,3.05,12,42.2,Stephen Davis,StephenDavis31CAR2005,4,5,29-32
459,Ron Dayne\DaynRo00,2001,23,1-11,NYG,NFL,16,7,180,690,3.83,7,43.1,Ron Dayne,RonDayne23NYG2001,1,13,< 24
460,Dion Lewis\LewiDi00,2017,27,5-149,NWE,NFL,16,8,180,896,4.98,6,56,Dion Lewis,DionLewis27NWE2017,5,44,25-28
461,C.J. Anderson\AndeC.00,2014,23,NA,DEN,NFL,15,7,179,849,4.74,8,56.6,C.J. Anderson,C.J.Anderson23DEN2014,Undrafted,Undrafted,< 24
462,Tre Mason\MasoTr00,2014,21,3-75,STL,NFL,12,9,179,765,4.27,4,63.8,Tre Mason,TreMason21STL2014,3,149,< 24
463,Justin Fargas\FargJu00,2006,26,3-96,OAK,NFL,16,6,178,659,3.7,1,41.2,Justin Fargas,JustinFargas26OAK2006,3,167,25-28
464,Kevin Faulk\FaulKe00,2003,27,2-46,NWE,NFL,15,8,178,638,3.58,0,42.5,Kevin Faulk,KevinFaulk27NWE2003,2,124,25-28
465,Garrison Hearst\HearGa00,2003,32,1-3,SFO,NFL,12,12,178,768,4.31,3,64,Garrison Hearst,GarrisonHearst32SFO2003,1,108,29-32
466,Larry Johnson\JohnLa00,2009,30,1-27,2TM,NFL,14,7,178,581,3.26,0,41.5,Larry Johnson,LarryJohnson302TM2009,1,106,29-32
467,Joe Mixon\MixoJo00,2017,21,2-48,CIN,NFL,14,7,178,626,3.52,4,44.7,Joe Mixon,JoeMixon21CIN2017,2,125,< 24
468,Bilal Powell\PoweBi00,2017,29,4-126,NYJ,NFL,15,10,178,772,4.34,5,51.5,Bilal Powell,BilalPowell29NYJ2017,4,26,29-32
469,Stevan Ridley\RidlSt00,2013,24,3-73,NWE,NFL,14,6,178,773,4.34,7,55.2,Stevan Ridley,StevanRidley24NWE2013,3,147,< 24
470,Jonathan Stewart\StewJo00,2010,23,1-13,CAR,NFL,14,7,178,770,4.33,2,55,Jonathan Stewart,JonathanStewart23CAR2010,1,29,< 24
471,Michael Turner\TurnMi00,2009,27,5-154,ATL,NFL,11,11,178,871,4.89,10,79.2,Michael Turner,MichaelTurner27ATL2009,5,49,25-28
472,Kenny Watson\WatsKe00,2007,29,NA,CIN,NFL,16,5,178,763,4.29,7,47.7,Kenny Watson,KennyWatson29CIN2007,Undrafted,Undrafted,29-32
473,Julius Jones\JoneJu01,2009,28,2-43,SEA,NFL,14,14,177,663,3.75,2,47.4,Julius Jones,JuliusJones28SEA2009,2,121,25-28
474,Lamar Miller\MillLa01,2013,22,4-97,MIA,NFL,16,15,177,709,4.01,2,44.3,Lamar Miller,LamarMiller22MIA2013,4,168,< 24
475,Brian Westbrook\WestBr00,2004,25,3-91,PHI,NFL,13,12,177,812,4.59,3,62.5,Brian Westbrook,BrianWestbrook25PHI2004,3,163,25-28
476,Kevan Barlow\BarlKe00,2005,26,3-80,SFO,NFL,12,12,176,581,3.3,3,48.4,Kevan Barlow,KevanBarlow26SFO2005,3,154,25-28
477,Derrick Henry\HenrDe00,2017,23,2-45,TEN,NFL,16,2,176,744,4.23,5,46.5,Derrick Henry,DerrickHenry23TEN2017,2,123,< 24
478,Bilal Powell\PoweBi00,2013,25,4-126,NYJ,NFL,16,11,176,697,3.96,1,43.6,Bilal Powell,BilalPowell25NYJ2013,4,26,25-28
479,Beanie Wells\WellCh00,2009,21,1-31,ARI,NFL,16,0,176,793,4.51,7,49.6,Beanie Wells,BeanieWells21ARI2009,1,110,< 24
480,Mike Anderson\AndeMi00,2001,28,6-189,DEN,NFL,16,7,175,678,3.87,4,42.4,Mike Anderson,MikeAnderson28DEN2001,6,70,25-28
481,Laurence Maroney\MaroLa00,2006,21,1-21,NWE,NFL,14,0,175,745,4.26,6,53.2,Laurence Maroney,LaurenceMaroney21NWE2006,1,84,< 24
482,Samaje Perine\PeriSa00,2017,22,4-114,WAS,NFL,16,8,175,603,3.45,1,37.7,Samaje Perine,SamajePerine22WAS2017,4,17,< 24
483,Jonathan Stewart\StewJo00,2014,27,1-13,CAR,NFL,13,8,175,809,4.62,3,62.2,Jonathan Stewart,JonathanStewart27CAR2014,1,29,25-28
484,Ben Tate\TateBe00,2011,23,2-58,HOU,NFL,15,2,175,942,5.38,4,62.8,Ben Tate,BenTate23HOU2011,2,135,< 24
485,Devontae Booker\BookDe00,2016,24,4-136,DEN,NFL,16,6,174,612,3.52,4,38.3,Devontae Booker,DevontaeBooker24DEN2016,4,34,< 24
486,Moe Williams\WillMo00,2003,29,3-75,MIN,NFL,16,7,174,745,4.28,5,46.6,Moe Williams,MoeWilliams29MIN2003,3,149,29-32
487,Tatum Bell\BellTa00,2005,24,2-41,DEN,NFL,15,1,173,921,5.32,8,61.4,Tatum Bell,TatumBell24DEN2005,2,119,< 24
488,Tim Biakabutuka\BiakTi00,2000,26,1-8,CAR,NFL,12,11,173,627,3.62,2,52.3,Tim Biakabutuka,TimBiakabutuka26CAR2000,1,153,25-28
489,LeGarrette Blount\BlouLe00,2017,31,NA,PHI,NFL,16,11,173,766,4.43,2,47.9,LeGarrette Blount,LeGarretteBlount31PHI2017,Undrafted,Undrafted,29-32
490,Travis Prentice\PrenTr00,2000,24,3-63,CLE,NFL,16,11,173,512,2.96,7,32,Travis Prentice,TravisPrentice24CLE2000,3,140,< 24
491,DeAngelo Williams\WillDe02,2012,29,1-27,CAR,NFL,16,10,173,737,4.26,5,46.1,DeAngelo Williams,DeAngeloWilliams29CAR2012,1,106,29-32
492,Mike Bell\BellMi00,2009,26,NA,NOR,NFL,13,3,172,654,3.8,5,50.3,Mike Bell,MikeBell26NOR2009,Undrafted,Undrafted,25-28
493,Michael Bennett\BennMi00,2001,23,1-27,MIN,NFL,13,13,172,682,3.97,2,52.5,Michael Bennett,MichaelBennett23MIN2001,1,106,< 24
494,Jahvid Best\BestJa00,2010,21,1-30,DET,NFL,16,9,171,555,3.25,4,34.7,Jahvid Best,JahvidBest21DET2010,1,109,< 24
