Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Att,Yds,Y/A,TD,Y/G,name,key,Round,Pick,ageGroup
994,DeShaun Foster\FostDe00,2008,28,2-34,SFO,NFL,16,2,76,234,3.08,1,14.6,DeShaun Foster,DeShaunFoster28SFO2008,2,112,25-28
995,Rudi Johnson\JohnRu00,2008,29,4-100,DET,NFL,14,4,76,237,3.12,1,16.9,Rudi Johnson,RudiJohnson29DET2008,4,3,29-32
996,Jerious Norwood\NorwJe00,2009,26,3-79,ATL,NFL,10,4,76,252,3.32,0,25.2,Jerious Norwood,JeriousNorwood26ATL2009,3,152,25-28
997,Chris Ogbonnaya\OgboCh00,2011,25,7-211,2TM,NFL,13,4,76,340,4.47,1,26.2,Chris Ogbonnaya,ChrisOgbonnaya252TM2011,7,85,25-28
998,Adrian Peterson\PeteAd00,2005,26,6-199,CHI,NFL,16,0,76,391,5.14,2,24.4,Adrian Peterson,AdrianPeterson26CHI2005,6,78,25-28
999,Michael Pittman\PittMi00,2008,33,4-95,DEN,NFL,8,3,76,320,4.21,4,40,Michael Pittman,MichaelPittman33DEN2008,4,166,32+
1000,Joseph Randle\RandJo01,2015,24,5-151,DAL,NFL,6,6,76,315,4.14,4,52.5,Joseph Randle,JosephRandle24DAL2015,5,47,< 24
1001,Khiry Robinson\RobiKh00,2014,25,NA,NOR,NFL,10,3,76,362,4.76,3,36.2,Khiry Robinson,KhiryRobinson25NOR2014,Undrafted,Undrafted,25-28
1002,Zac Stacy\StacZa00,2014,23,5-160,STL,NFL,13,5,76,293,3.86,1,22.5,Zac Stacy,ZacStacy23STL2014,5,53,< 24
1003,Jordan Todman\TodmJo00,2013,23,6-183,JAX,NFL,16,2,76,256,3.37,2,16,Jordan Todman,JordanTodman23JAX2013,6,67,< 24
1004,Leon Washington\WashLe00,2008,26,4-117,NYJ,NFL,16,1,76,448,5.89,6,28,Leon Washington,LeonWashington26NYJ2008,4,19,25-28
1005,Danny Woodhead\WoodDa02,2012,27,NA,NWE,NFL,16,2,76,301,3.96,4,18.8,Danny Woodhead,DannyWoodhead27NWE2012,Undrafted,Undrafted,25-28
1006,Tatum Bell\BellTa00,2004,23,2-41,DEN,NFL,14,0,75,396,5.28,3,28.3,Tatum Bell,TatumBell23DEN2004,2,119,< 24
1007,Bryce Brown\BrowBr02,2013,22,7-229,PHI,NFL,16,1,75,314,4.19,2,19.6,Bryce Brown,BryceBrown22PHI2013,7,89,< 24
1008,Brandon Jackson\JackBr00,2007,22,2-63,GNB,NFL,11,3,75,267,3.56,1,24.3,Brandon Jackson,BrandonJackson22GNB2007,2,140,< 24
1009,Dorsey Levens\LeveDo00,2002,32,5-149,PHI,NFL,16,0,75,411,5.48,1,25.7,Dorsey Levens,DorseyLevens32PHI2002,5,44,29-32
1010,Tre Mason\MasoTr00,2015,22,3-75,STL,NFL,13,3,75,207,2.76,1,15.9,Tre Mason,TreMason22STL2015,3,149,< 24
1011,LeSean McCoy\McCoLe01,2018,30,2-53,BUF,NFL,7,7,75,257,3.43,0,36.7,LeSean McCoy,LeSeanMcCoy30BUF2018,2,130,29-32
1012,Dominic Rhodes\RhodDo00,2007,28,NA,OAK,NFL,10,2,75,302,4.03,1,30.2,Dominic Rhodes,DominicRhodes28OAK2007,Undrafted,Undrafted,25-28
1013,Musa Smith\SmitMu00,2007,25,3-77,BAL,NFL,16,1,75,264,3.52,2,16.5,Musa Smith,MusaSmith25BAL2007,3,151,25-28
1014,LaDainian Tomlinson*\TomlLa00,2011,32,1-5,NYJ,NFL,14,1,75,280,3.73,1,20,LaDainian Tomlinson*,LaDainianTomlinson*32NYJ2011,1,127,29-32
1015,Rex Burkhead\BurkRe00,2016,26,6-190,CIN,NFL,16,1,74,344,4.65,2,21.5,Rex Burkhead,RexBurkhead26CIN2016,6,72,25-28
1016,Corey Clement\ClemCo00,2017,23,NA,PHI,NFL,16,0,74,321,4.34,4,20.1,Corey Clement,CoreyClement23PHI2017,Undrafted,Undrafted,< 24
1017,Dalvin Cook\CookDa01,2017,22,2-41,MIN,NFL,4,4,74,354,4.78,2,88.5,Dalvin Cook,DalvinCook22MIN2017,2,119,< 24
1018,Shaun Draughn\DrauSh00,2016,29,NA,SFO,NFL,16,1,74,196,2.65,4,12.3,Shaun Draughn,ShaunDraughn29SFO2016,Undrafted,Undrafted,29-32
1019,Ahman Green\GreeAh00,2008,31,3-76,HOU,NFL,8,1,74,294,3.97,3,36.8,Ahman Green,AhmanGreen31HOU2008,3,150,29-32
1020,BenJarvus Green-Ellis\GreeBe00,2008,23,NA,NWE,NFL,9,3,74,275,3.72,5,30.6,BenJarvus Green-Ellis,BenJarvusGreen-Ellis23NWE2008,Undrafted,Undrafted,< 24
1021,Verron Haynes\HaynVe00,2005,26,5-166,PIT,NFL,14,0,74,274,3.7,3,19.6,Verron Haynes,VerronHaynes26PIT2005,5,55,25-28
1022,Ryan Mathews\MathRy00,2014,27,1-12,SDG,NFL,6,6,74,330,4.46,3,55,Ryan Mathews,RyanMathews27SDG2014,1,22,25-28
1023,Bernard Scott\ScotBe00,2009,25,6-209,CIN,NFL,13,2,74,321,4.34,0,24.7,Bernard Scott,BernardScott25CIN2009,6,83,25-28
1024,C.J. Spiller\SpilC.00,2010,23,1-9,BUF,NFL,14,1,74,283,3.82,0,20.2,C.J. Spiller,C.J.Spiller23BUF2010,1,162,< 24
1025,Robert Turbin\TurbRo00,2014,25,4-106,SEA,NFL,16,3,74,310,4.19,0,19.4,Robert Turbin,RobertTurbin25SEA2014,4,9,25-28
1026,Chris Warren\WarrCh00,2000,32,4-89,2TM,NFL,14,1,74,296,4,2,21.1,Chris Warren,ChrisWarren322TM2000,4,161,29-32
1027,Andre Brown\BrowAn03,2012,26,4-129,NYG,NFL,10,2,73,385,5.27,8,38.5,Andre Brown,AndreBrown26NYG2012,4,28,25-28
1028,Peyton Hillis\HillPe00,2013,27,7-227,NYG,NFL,7,1,73,247,3.38,2,35.3,Peyton Hillis,PeytonHillis27NYG2013,7,87,25-28
1029,Chris Ivory\IvorCh00,2018,30,NA,BUF,NFL,8,1,73,244,3.34,1,30.5,Chris Ivory,ChrisIvory30BUF2018,Undrafted,Undrafted,29-32
1030,Duke Johnson\JohnDu00,2016,23,3-77,CLE,NFL,16,1,73,358,4.9,1,22.4,Duke Johnson,DukeJohnson23CLE2016,3,151,< 24
1031,Dion Lewis\LewiDi00,2018,28,5-149,TEN,NFL,7,0,73,277,3.79,1,39.6,Dion Lewis,DionLewis28TEN2018,5,44,25-28
1032,Sammy Morris\MorrSa00,2009,32,5-156,NWE,NFL,12,5,73,319,4.37,2,26.6,Sammy Morris,SammyMorris32NWE2009,5,51,29-32
1033,Kendall Hunter\HuntKe00,2012,24,4-115,SFO,NFL,11,0,72,371,5.15,2,33.7,Kendall Hunter,KendallHunter24SFO2012,4,18,< 24
1034,Kevin Smith\SmitKe02,2011,25,3-64,DET,NFL,7,4,72,356,4.94,4,50.9,Kevin Smith,KevinSmith25DET2011,3,141,25-28
1035,Spencer Ware\WareSp00,2015,24,6-194,KAN,NFL,11,2,72,403,5.6,6,36.6,Spencer Ware,SpencerWare24KAN2015,6,76,< 24
1036,Leon Washington\WashLe00,2009,27,4-117,NYJ,NFL,7,0,72,331,4.6,0,47.3,Leon Washington,LeonWashington27NYJ2009,4,19,25-28
1037,Ricky Watters\WattRi00,2001,32,2-45,SEA,NFL,5,4,72,318,4.42,1,63.6,Ricky Watters,RickyWatters32SEA2001,2,123,29-32
1038,Cedric Benson\BensCe00,2012,30,1-4,GNB,NFL,5,5,71,248,3.49,1,49.6,Cedric Benson,CedricBenson30GNB2012,1,118,29-32
1039,Alfred Blue\BlueAl00,2017,26,6-181,HOU,NFL,11,0,71,262,3.69,1,23.8,Alfred Blue,AlfredBlue26HOU2017,6,65,25-28
1040,Jamaal Charles\CharJa00,2015,29,3-73,KAN,NFL,5,5,71,364,5.13,4,72.8,Jamaal Charles,JamaalCharles29KAN2015,3,147,29-32
1041,Najeh Davenport\DaveNa00,2004,25,4-135,GNB,NFL,11,1,71,359,5.06,2,32.6,Najeh Davenport,NajehDavenport25GNB2004,4,33,25-28
1042,Royce Freeman\FreeRo00,2018,22,NA,DEN,NFL,7,7,71,309,4.35,4,44.1,Royce Freeman,RoyceFreeman22DEN2018,Undrafted,Undrafted,< 24
1043,Lamar Gordon\GordLa00,2003,23,3-84,STL,NFL,10,4,71,298,4.2,1,29.8,Lamar Gordon,LamarGordon23STL2003,3,157,< 24
1044,Jerome Harrison\HarrJe00,2010,27,5-145,2TM,NFL,12,2,71,330,4.65,1,27.5,Jerome Harrison,JeromeHarrison272TM2010,5,42,25-28
1045,Eddie Lacy\LacyEd00,2016,26,2-61,GNB,NFL,5,5,71,360,5.07,0,72,Eddie Lacy,EddieLacy26GNB2016,2,138,25-28
1046,Ty Montgomery\MontTy01,2017,24,3-94,GNB,NFL,8,5,71,273,3.85,3,34.1,Ty Montgomery,TyMontgomery24GNB2017,3,165,< 24
1047,Maurice Morris\MorrMa00,2005,26,2-54,SEA,NFL,16,2,71,288,4.06,1,18,Maurice Morris,MauriceMorris26SEA2005,2,131,25-28
1048,Errict Rhett\RhetEr00,2000,30,2-34,CLE,NFL,5,4,71,258,3.63,0,51.6,Errict Rhett,ErrictRhett30CLE2000,2,112,29-32
1049,James Starks\StarJa00,2012,26,6-193,GNB,NFL,6,2,71,255,3.59,1,42.5,James Starks,JamesStarks26GNB2012,6,75,25-28
1050,Michael Turner\TurnMi00,2007,25,5-154,SDG,NFL,16,0,71,316,4.45,1,19.8,Michael Turner,MichaelTurner25SDG2007,5,49,25-28
1051,Leon Washington\WashLe00,2007,25,4-117,NYJ,NFL,16,4,71,353,4.97,3,22.1,Leon Washington,LeonWashington25NYJ2007,4,19,25-28
1052,David Wilson\WilsDa01,2012,21,1-32,NYG,NFL,16,2,71,358,5.04,4,22.4,David Wilson,DavidWilson21NYG2012,1,111,< 24
1053,Mike Anderson\AndeMi00,2003,30,6-189,DEN,NFL,12,5,70,257,3.67,3,21.4,Mike Anderson,MikeAnderson30DEN2003,6,70,29-32
1054,Richie Anderson\AndeRi00,2003,32,6-144,DAL,NFL,15,8,70,306,4.37,1,20.4,Richie Anderson,RichieAnderson32DAL2003,6,41,29-32
1055,Michael Bennett\BennMi00,2004,26,1-27,MIN,NFL,11,7,70,276,3.94,1,25.1,Michael Bennett,MichaelBennett26MIN2004,1,106,25-28
1056,Reggie Bush\BushRe00,2009,24,1-2,NOR,NFL,14,8,70,390,5.57,5,27.9,Reggie Bush,ReggieBush24NOR2009,1,79,< 24
1057,Knile Davis\DaviKn00,2013,22,3-96,KAN,NFL,16,1,70,242,3.46,4,15.1,Knile Davis,KnileDavis22KAN2013,3,167,< 24
1058,Anthony Dixon\DixoAn00,2010,23,6-173,SFO,NFL,16,0,70,237,3.39,2,14.8,Anthony Dixon,AnthonyDixon23SFO2010,6,59,< 24
1059,Kenyan Drake\DrakKe00,2018,24,3-73,MIA,NFL,8,5,70,340,4.86,3,42.5,Kenyan Drake,KenyanDrake24MIA2018,3,147,< 24
1060,Tony Fisher\FishTo00,2002,23,NA,GNB,NFL,15,1,70,283,4.04,2,18.9,Tony Fisher,TonyFisher23GNB2002,Undrafted,Undrafted,< 24
1061,Ahman Green\GreeAh00,2007,30,3-76,HOU,NFL,6,5,70,260,3.71,2,43.3,Ahman Green,AhmanGreen30HOU2007,3,150,29-32
1062,Michael Pittman\PittMi00,2005,30,4-95,TAM,NFL,16,4,70,436,6.23,1,27.3,Michael Pittman,MichaelPittman30TAM2005,4,166,29-32
1063,Bilal Powell\PoweBi00,2015,27,4-126,NYJ,NFL,11,2,70,313,4.47,1,28.5,Bilal Powell,BilalPowell27NYJ2015,4,26,25-28
1064,Leonard Weaver\WeavLe00,2009,27,NA,PHI,NFL,16,8,70,323,4.61,2,20.2,Leonard Weaver,LeonardWeaver27PHI2009,Undrafted,Undrafted,25-28
1065,Jamel White\WhitJa00,2003,26,NA,CLE,NFL,16,3,70,266,3.8,1,16.6,Jamel White,JamelWhite26CLE2003,Undrafted,Undrafted,25-28
1066,Jamaal Charles\CharJa00,2017,31,3-73,DEN,NFL,14,0,69,296,4.29,1,21.1,Jamaal Charles,JamaalCharles31DEN2017,3,147,29-32
1067,Eddie Lacy\LacyEd00,2017,27,2-61,SEA,NFL,9,3,69,179,2.59,0,19.9,Eddie Lacy,EddieLacy27SEA2017,2,138,25-28
1068,Alfred Morris\MorrAl00,2016,28,6-173,DAL,NFL,14,0,69,243,3.52,2,17.4,Alfred Morris,AlfredMorris28DAL2016,6,59,25-28
1069,Daryl Richardson\RichDa00,2013,23,7-252,STL,NFL,8,3,69,215,3.12,0,26.9,Daryl Richardson,DarylRichardson23STL2013,7,103,< 24
1070,Mike Davis\DaviMi01,2017,24,4-126,SEA,NFL,6,6,68,240,3.53,0,40,Mike Davis,MikeDavis24SEA2017,4,26,< 24
1071,Peyton Hillis\HillPe00,2008,22,7-227,DEN,NFL,12,6,68,343,5.04,5,28.6,Peyton Hillis,PeytonHillis22DEN2008,7,87,< 24
1072,Brad Hoover\HoovBr00,2004,28,NA,CAR,NFL,14,9,68,246,3.62,0,17.6,Brad Hoover,BradHoover28CAR2004,Undrafted,Undrafted,25-28
1073,Elvis Joseph\JoseEl00,2001,23,NA,JAX,NFL,14,3,68,294,4.32,0,21,Elvis Joseph,ElvisJoseph23JAX2001,Undrafted,Undrafted,< 24
1074,Dorsey Levens\LeveDo00,2003,33,5-149,NYG,NFL,11,0,68,197,2.9,3,17.9,Dorsey Levens,DorseyLevens33NYG2003,5,44,32+
1075,Michael Pittman\PittMi00,2007,32,4-95,TAM,NFL,10,3,68,286,4.21,0,28.6,Michael Pittman,MichaelPittman32TAM2007,4,166,29-32
1076,Lorenzo Taliaferro\TaliLo00,2014,23,4-138,BAL,NFL,13,0,68,292,4.29,4,22.5,Lorenzo Taliaferro,LorenzoTaliaferro23BAL2014,4,36,< 24
1077,Chris Thompson\ThomCh03,2016,26,5-154,WAS,NFL,16,0,68,356,5.24,3,22.3,Chris Thompson,ChrisThompson26WAS2016,5,49,25-28
1078,Mike Alstott\AlstMi00,2004,31,2-35,TAM,NFL,14,11,67,230,3.43,2,16.4,Mike Alstott,MikeAlstott31TAM2004,2,113,29-32
1079,Cedric Benson\BensCe00,2005,23,1-4,CHI,NFL,9,1,67,272,4.06,0,30.2,Cedric Benson,CedricBenson23CHI2005,1,118,< 24
1080,Ahmad Bradshaw\BradAh00,2008,22,7-250,NYG,NFL,15,0,67,355,5.3,1,23.7,Ahmad Bradshaw,AhmadBradshaw22NYG2008,7,102,< 24
1081,Jamaal Charles\CharJa00,2008,22,3-73,KAN,NFL,16,2,67,357,5.33,0,22.3,Jamaal Charles,JamaalCharles22KAN2008,3,147,< 24
1082,Frank Moreau\MoreFr00,2000,24,4-115,KAN,NFL,11,0,67,179,2.67,4,16.3,Frank Moreau,FrankMoreau24KAN2000,4,18,< 24
1083,Denard Robinson\RobiDe00,2015,25,5-135,JAX,NFL,13,3,67,266,3.97,1,20.5,Denard Robinson,DenardRobinson25JAX2015,5,33,25-28
1084,Tashard Choice\ChoiTa00,2010,26,4-122,DAL,NFL,16,0,66,243,3.68,3,15.2,Tashard Choice,TashardChoice26DAL2010,4,24,25-28
1085,Benny Cunningham\CunnBe01,2014,24,NA,STL,NFL,16,2,66,246,3.73,3,15.4,Benny Cunningham,BennyCunningham24STL2014,Undrafted,Undrafted,< 24
1086,Nick Goings\GoinNi00,2001,23,NA,CAR,NFL,13,2,66,197,2.98,0,15.2,Nick Goings,NickGoings23CAR2001,Undrafted,Undrafted,< 24
1087,Marlon Mack\MackMa00,2018,22,4-143,IND,NFL,4,4,66,381,5.77,3,95.3,Marlon Mack,MarlonMack22IND2018,4,40,< 24
1088,Tony Richardson\RichTo00,2001,30,NA,KAN,NFL,14,8,66,191,2.89,7,13.6,Tony Richardson,TonyRichardson30KAN2001,Undrafted,Undrafted,29-32
1089,Charles Sims\SimsCh00,2014,24,3-69,TAM,NFL,8,0,66,185,2.8,1,23.1,Charles Sims,CharlesSims24TAM2014,3,144,< 24
1090,Mike Tolbert\TolbMi00,2017,32,NA,BUF,NFL,12,0,66,247,3.74,1,20.6,Mike Tolbert,MikeTolbert32BUF2017,Undrafted,Undrafted,29-32
1091,Ladell Betts\BettLa00,2002,23,2-56,WAS,NFL,11,0,65,307,4.72,1,27.9,Ladell Betts,LadellBetts23WAS2002,2,133,< 24
1092,Jesse Chatman\ChatJe00,2004,25,NA,SDG,NFL,15,0,65,392,6.03,3,26.1,Jesse Chatman,JesseChatman25SDG2004,Undrafted,Undrafted,25-28
1093,T.J. Duckett\DuckT.00,2007,26,1-18,DET,NFL,12,1,65,335,5.15,3,27.9,T.J. Duckett,T.J.Duckett26DET2007,1,63,25-28
1094,Marshall Faulk*\FaulMa00,2005,32,1-2,STL,NFL,16,1,65,292,4.49,0,18.3,Marshall Faulk*,MarshallFaulk*32STL2005,1,79,29-32
1095,Tony Fisher\FishTo00,2004,25,NA,GNB,NFL,16,0,65,224,3.45,0,14,Tony Fisher,TonyFisher25GNB2004,Undrafted,Undrafted,25-28
1096,Devonta Freeman\FreeDe00,2014,22,4-103,ATL,NFL,16,0,65,248,3.82,1,15.5,Devonta Freeman,DevontaFreeman22ATL2014,4,6,< 24
1097,Lamar Gordon\GordLa00,2002,22,3-84,STL,NFL,13,5,65,228,3.51,1,17.5,Lamar Gordon,LamarGordon22STL2002,3,157,< 24
1098,Montario Hardesty\HardMo00,2012,25,2-59,CLE,NFL,13,1,65,271,4.17,1,20.8,Montario Hardesty,MontarioHardesty25CLE2012,2,136,25-28
1099,Mewelde Moore\MoorMe00,2004,22,4-119,MIN,NFL,10,3,65,379,5.83,0,37.9,Mewelde Moore,MeweldeMoore22MIN2004,4,21,< 24
1100,Ben Tate\TateBe00,2012,24,2-58,HOU,NFL,11,0,65,279,4.29,2,25.4,Ben Tate,BenTate24HOU2012,2,135,< 24
1101,Keiland Williams\WillKe03,2010,24,NA,WAS,NFL,15,3,65,261,4.02,3,17.4,Keiland Williams,KeilandWilliams24WAS2010,Undrafted,Undrafted,< 24
1102,Moe Williams\WillMo00,2001,27,3-75,BAL,NFL,15,2,65,291,4.48,0,19.4,Moe Williams,MoeWilliams27BAL2001,3,149,25-28
1103,Shaun Alexander\AlexSh00,2000,23,1-19,SEA,NFL,16,1,64,313,4.89,2,19.6,Shaun Alexander,ShaunAlexander23SEA2000,1,71,< 24
1104,Shawn Bryson\BrysSh00,2005,29,3-86,DET,NFL,16,2,64,306,4.78,1,19.1,Shawn Bryson,ShawnBryson29DET2005,3,159,29-32
1105,Rex Burkhead\BurkRe00,2017,27,6-190,NWE,NFL,10,3,64,264,4.13,5,26.4,Rex Burkhead,RexBurkhead27NWE2017,6,72,25-28
1106,Rock Cartwright\CartRo01,2009,30,7-257,WAS,NFL,16,2,64,228,3.56,0,14.3,Rock Cartwright,RockCartwright30WAS2009,7,104,29-32
1107,Tashard Choice\ChoiTa00,2009,25,4-122,DAL,NFL,16,0,64,349,5.45,3,21.8,Tashard Choice,TashardChoice25DAL2009,4,24,25-28
1108,Dion Lewis\LewiDi00,2016,26,5-149,NWE,NFL,7,5,64,283,4.42,0,40.4,Dion Lewis,DionLewis26NWE2016,5,44,25-28
1109,Jacquizz Rodgers\RodgJa00,2017,27,5-145,TAM,NFL,16,4,64,244,3.81,1,15.3,Jacquizz Rodgers,JacquizzRodgers27TAM2017,5,42,25-28
1110,Chris Thompson\ThomCh03,2017,27,5-154,WAS,NFL,10,1,64,294,4.59,2,29.4,Chris Thompson,ChrisThompson27WAS2017,5,49,25-28
1111,LenDale White\WhitLe01,2009,25,2-45,TEN,NFL,13,0,64,222,3.47,2,17.1,LenDale White,LenDaleWhite25TEN2009,2,123,25-28
1112,Brandon Bolden\BoldBr00,2015,25,NA,NWE,NFL,15,2,63,207,3.29,0,13.8,Brandon Bolden,BrandonBolden25NWE2015,Undrafted,Undrafted,25-28
1113,Malcolm Brown\BrowMa03,2017,24,NA,LAR,NFL,11,1,63,246,3.9,1,22.4,Malcolm Brown,MalcolmBrown24LAR2017,Undrafted,Undrafted,< 24
1114,Michael Bush\BushMi00,2013,29,4-100,CHI,NFL,15,0,63,197,3.13,3,13.1,Michael Bush,MichaelBush29CHI2013,4,3,29-32
1115,Ki-Jana Carter\CartKi00,2001,28,1-1,WAS,NFL,14,0,63,308,4.89,3,22,Ki-Jana Carter,Ki-JanaCarter28WAS2001,1,1,25-28
1116,Doug Chapman\ChapDo00,2001,24,3-88,MIN,NFL,16,3,63,195,3.1,0,12.2,Doug Chapman,DougChapman24MIN2001,3,160,< 24
1117,Justin Forsett\ForsJu00,2012,27,7-233,HOU,NFL,16,0,63,374,5.94,1,23.4,Justin Forsett,JustinForsett27HOU2012,7,92,25-28
1118,Arian Foster\FostAr00,2015,29,NA,HOU,NFL,4,4,63,163,2.59,1,40.8,Arian Foster,ArianFoster29HOU2015,Undrafted,Undrafted,29-32
1119,Troy Hambrick\HambTr00,2004,28,NA,ARI,NFL,10,0,63,283,4.49,1,28.3,Troy Hambrick,TroyHambrick28ARI2004,Undrafted,Undrafted,25-28
1120,Robert Holcombe\HolcRo00,2003,28,2-37,TEN,NFL,15,0,63,201,3.19,1,13.4,Robert Holcombe,RobertHolcombe28TEN2003,2,115,25-28
1121,Chris Jennings\JennCh00,2009,24,NA,CLE,NFL,9,1,63,220,3.49,1,24.4,Chris Jennings,ChrisJennings24CLE2009,Undrafted,Undrafted,< 24
1122,Deji Karim\KariDe00,2011,25,6-180,JAX,NFL,12,0,63,130,2.06,0,10.8,Deji Karim,DejiKarim25JAX2011,6,64,25-28
1123,James Starks\StarJa00,2016,30,6-193,GNB,NFL,9,4,63,145,2.3,0,16.1,James Starks,JamesStarks30GNB2016,6,75,29-32
1124,Chester Taylor\TaylCh01,2003,24,6-207,BAL,NFL,16,1,63,276,4.38,2,17.3,Chester Taylor,ChesterTaylor24BAL2003,6,82,< 24
1125,Fred Taylor\TaylFr00,2009,33,1-9,NWE,NFL,6,1,63,269,4.27,4,44.8,Fred Taylor,FredTaylor33NWE2009,1,162,32+
1126,Stepfan Taylor\TaylSt00,2014,23,5-140,ARI,NFL,14,4,63,208,3.3,1,14.9,Stepfan Taylor,StepfanTaylor23ARI2014,5,39,< 24
1127,Cadillac Williams\WillCa02,2008,26,1-5,TAM,NFL,6,1,63,233,3.7,4,38.8,Cadillac Williams,CadillacWilliams26TAM2008,1,127,25-28
1128,Jamaal Williams\WillJa06,2018,23,4-134,GNB,NFL,7,5,63,233,3.7,1,33.3,Jamaal Williams,JamaalWilliams23GNB2018,4,32,< 24
1129,Correll Buckhalter\BuckCo00,2007,29,4-121,PHI,NFL,14,2,62,313,5.05,4,22.4,Correll Buckhalter,CorrellBuckhalter29PHI2007,4,23,29-32
1130,T.J. Duckett\DuckT.00,2008,27,1-18,SEA,NFL,16,0,62,172,2.77,8,10.8,T.J. Duckett,T.J.Duckett27SEA2008,1,63,25-28
1131,Kevin Faulk\FaulKe00,2009,33,2-46,NWE,NFL,15,7,62,335,5.4,2,22.3,Kevin Faulk,KevinFaulk33NWE2009,2,124,32+
1132,Kevin Faulk\FaulKe00,2007,31,2-46,NWE,NFL,16,8,62,265,4.27,0,16.6,Kevin Faulk,KevinFaulk31NWE2007,2,124,29-32
1133,Quinton Ganther\GantQu00,2009,25,7-246,WAS,NFL,8,4,62,201,3.24,3,25.1,Quinton Ganther,QuintonGanther25WAS2009,7,100,25-28
1134,Roy Helu\HeluRo00,2013,25,4-105,WAS,NFL,16,0,62,274,4.42,4,17.1,Roy Helu,RoyHelu25WAS2013,4,8,25-28
1135,Greg Jones\JoneGr01,2004,23,2-55,JAX,NFL,16,3,62,162,2.61,3,10.1,Greg Jones,GregJones23JAX2004,2,132,< 24
1136,Robert Kelley\KellRo00,2017,25,NA,WAS,NFL,7,7,62,194,3.13,3,27.7,Robert Kelley,RobertKelley25WAS2017,Undrafted,Undrafted,25-28
1137,Jeremy Langford\LangJe00,2016,25,4-106,CHI,NFL,12,3,62,200,3.23,4,16.7,Jeremy Langford,JeremyLangford25CHI2016,4,9,25-28
1138,Mike Tolbert\TolbMi00,2015,30,NA,CAR,NFL,16,3,62,256,4.13,1,16,Mike Tolbert,MikeTolbert30CAR2015,Undrafted,Undrafted,29-32
1139,Shane Vereen\VereSh00,2012,23,2-56,NWE,NFL,13,1,62,251,4.05,3,19.3,Shane Vereen,ShaneVereen23NWE2012,2,133,< 24
1140,Terrance West\WestTe00,2015,24,3-94,2TM,NFL,8,0,62,231,3.73,0,28.9,Terrance West,TerranceWest242TM2015,3,165,< 24
1141,DeAngelo Williams\WillDe02,2014,31,1-27,CAR,NFL,6,6,62,219,3.53,0,36.5,DeAngelo Williams,DeAngeloWilliams31CAR2014,1,106,29-32
1142,Jason Wright\WrigJa01,2006,24,NA,CLE,NFL,13,3,62,189,3.05,0,14.5,Jason Wright,JasonWright24CLE2006,Undrafted,Undrafted,< 24
1143,Michael Bennett\BennMi00,2007,29,1-27,2TM,NFL,14,1,61,241,3.95,1,17.2,Michael Bennett,MichaelBennett292TM2007,1,106,29-32
1144,Ladell Betts\BettLa00,2008,29,2-56,WAS,NFL,13,0,61,206,3.38,1,15.8,Ladell Betts,LadellBetts29WAS2008,2,133,29-32
1145,Chris Perry\PerrCh00,2005,24,1-26,CIN,NFL,14,2,61,279,4.57,0,19.9,Chris Perry,ChrisPerry24CIN2005,1,105,< 24
1146,Bernard Scott\ScotBe00,2010,26,6-209,CIN,NFL,16,0,61,299,4.9,1,18.7,Bernard Scott,BernardScott26CIN2010,6,83,25-28
1147,Darren Sproles\SproDa00,2008,25,4-130,SDG,NFL,16,0,61,330,5.41,1,20.6,Darren Sproles,DarrenSproles25SDG2008,4,30,25-28
1148,Rodney Thomas\ThomRo00,2000,27,3-89,TEN,NFL,16,0,61,175,2.87,0,10.9,Rodney Thomas,RodneyThomas27TEN2000,3,161,25-28
1149,Shane Vereen\VereSh00,2015,26,2-56,NYG,NFL,16,0,61,260,4.26,0,16.3,Shane Vereen,ShaneVereen26NYG2015,2,133,25-28
1150,Lamont Warren\WarrLa00,2001,28,6-164,DET,NFL,16,3,61,191,3.13,3,11.9,Lamont Warren,LamontWarren28DET2001,6,54,25-28
1151,Brian Westbrook\WestBr00,2009,30,3-91,PHI,NFL,8,7,61,274,4.49,1,34.3,Brian Westbrook,BrianWestbrook30PHI2009,3,163,29-32
1152,LenDale White\WhitLe01,2006,22,2-45,TEN,NFL,13,0,61,244,4,0,18.8,LenDale White,LenDaleWhite22TEN2006,2,123,< 24
1153,Selvin Young\YounSe00,2008,25,NA,DEN,NFL,8,5,61,303,4.97,1,37.9,Selvin Young,SelvinYoung25DEN2008,Undrafted,Undrafted,25-28
1154,Mike Alstott\AlstMi00,2006,33,2-35,TAM,NFL,16,15,60,171,2.85,3,10.7,Mike Alstott,MikeAlstott33TAM2006,2,113,32+
1155,LeGarrette Blount\BlouLe00,2018,32,NA,DET,NFL,7,3,60,170,2.83,3,24.3,LeGarrette Blount,LeGarretteBlount32DET2018,Undrafted,Undrafted,29-32
1156,Zack Crockett\CrocZa00,2005,33,3-79,OAK,NFL,16,10,60,208,3.47,1,13,Zack Crockett,ZackCrockett33OAK2005,3,152,32+
1157,Najeh Davenport\DaveNa00,2006,27,4-135,PIT,NFL,13,0,60,221,3.68,1,17,Najeh Davenport,NajehDavenport27PIT2006,4,33,25-28
1158,Kenneth Farrow\FarrKe02,2016,23,NA,SDG,NFL,13,2,60,192,3.2,0,14.8,Kenneth Farrow,KennethFarrow23SDG2016,Undrafted,Undrafted,< 24
