Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt,name,key,Round,Pick,ageGroup
295,Alge Crumpler\CrumAl00,2007,30,2-35,ATL,NFL,14,10,70,42,444,10.57,5,31.7,60.0%,6.34,Alge Crumpler,AlgeCrumpler30ATL2007,3,100,29-32
296,Rob Gronkowski\GronRo00,2010,21,2-42,NWE,NFL,16,11,59,42,546,13,10,34.1,71.2%,9.25,Rob Gronkowski,RobGronkowski21NWE2010,3,105,< 24
297,Lance Kendricks\KendLa00,2012,24,2-47,STL,NFL,16,14,64,42,519,12.36,4,32.4,65.6%,8.11,Lance Kendricks,LanceKendricks24STL2012,3,110,< 24
298,Tyler Kroft\KrofTy00,2017,25,3-85,CIN,NFL,16,16,62,42,404,9.62,7,25.3,67.7%,6.52,Tyler Kroft,TylerKroft25CIN2017,4,134,25-28
299,Chad Lewis\LewiCh00,2002,31,NA,PHI,NFL,16,16,67,42,398,9.48,3,24.9,62.7%,5.94,Chad Lewis,ChadLewis31PHI2002,Undrafted,Undrafted,29-32
300,Heath Miller\MillHe00,2010,28,1-30,PIT,NFL,14,14,67,42,512,12.19,2,36.6,62.7%,7.64,Heath Miller,HeathMiller28PIT2010,1,96,25-28
301,Tony Scheffler\ScheTo00,2012,29,2-61,DET,NFL,15,4,85,42,504,12,1,33.6,49.4%,5.93,Tony Scheffler,TonyScheffler29DET2012,3,120,29-32
302,Visanthe Shiancoe\ShiaVi00,2008,28,3-91,MIN,NFL,16,15,59,42,596,14.19,7,37.3,71.2%,10.1,Visanthe Shiancoe,VisantheShiancoe28MIN2008,4,141,25-28
303,Will Tye\TyexWi00,2015,24,NA,NYG,NFL,13,7,62,42,464,11.05,3,35.7,67.7%,7.48,Will Tye,WillTye24NYG2015,Undrafted,Undrafted,< 24
304,Stephen Alexander\AlexSt00,2004,29,2-48,DET,NFL,16,15,76,41,377,9.2,1,23.6,53.9%,4.96,Stephen Alexander,StephenAlexander29DET2004,3,111,29-32
305,Chris Baker\BakeCh00,2007,28,3-88,NYJ,NFL,15,15,61,41,409,9.98,3,27.3,67.2%,6.7,Chris Baker,ChrisBaker28NYJ2007,4,137,25-28
306,Desmond Clark\ClarDe00,2008,31,6-179,CHI,NFL,16,16,73,41,367,8.95,1,22.9,56.2%,5.03,Desmond Clark,DesmondClark31CHI2008,7,52,29-32
307,Vernon Davis\DaviVe00,2012,28,1-6,SFO,NFL,16,16,61,41,548,13.37,5,34.3,67.2%,8.98,Vernon Davis,VernonDavis28SFO2012,1,119,25-28
308,Joel Dreessen\DreeJo00,2012,30,6-198,DEN,NFL,16,15,58,41,356,8.68,5,22.3,70.7%,6.14,Joel Dreessen,JoelDreessen30DEN2012,7,64,29-32
309,Anthony Fasano\FasaAn00,2012,28,2-53,MIA,NFL,16,16,69,41,332,8.1,5,20.8,59.4%,4.81,Anthony Fasano,AnthonyFasano28MIA2012,3,114,25-28
310,Daniel Fells\FellDa00,2010,27,NA,STL,NFL,16,6,65,41,391,9.54,2,24.4,63.1%,6.02,Daniel Fells,DanielFells27STL2010,Undrafted,Undrafted,25-28
311,Erron Kinney\KinnEr00,2003,26,3-68,TEN,NFL,16,16,58,41,381,9.29,3,23.8,70.7%,6.57,Erron Kinney,ErronKinney26TEN2003,4,125,25-28
312,George Kittle\KittGe00,2018,25,5-146,SFO,NFL,9,9,61,41,692,16.88,3,76.9,67.2%,11.34,George Kittle,GeorgeKittle25SFO2018,6,33,25-28
313,Chad Lewis\LewiCh00,2001,30,NA,PHI,NFL,15,15,68,41,422,10.29,6,28.1,60.3%,6.21,Chad Lewis,ChadLewis30PHI2001,Undrafted,Undrafted,29-32
314,Marcedes Lewis\LewiMa00,2008,24,1-28,JAX,NFL,16,16,74,41,489,11.93,2,30.6,55.4%,6.61,Marcedes Lewis,MarcedesLewis24JAX2008,1,94,< 24
315,Greg Olsen\OlseGr00,2010,25,1-31,CHI,NFL,16,13,70,41,404,9.85,5,25.3,58.6%,5.77,Greg Olsen,GregOlsen25CHI2010,1,97,25-28
316,Brandon Pettigrew\PettBr00,2013,28,1-20,DET,NFL,14,14,63,41,416,10.15,2,29.7,65.1%,6.6,Brandon Pettigrew,BrandonPettigrew28DET2013,1,66,25-28
317,Jeremy Shockey\ShocJe00,2010,30,1-14,NOR,NFL,13,11,59,41,408,9.95,3,31.4,69.5%,6.92,Jeremy Shockey,JeremyShockey30NOR2010,1,29,29-32
318,Alex Smith\SmitAl02,2005,23,3-71,TAM,NFL,16,10,61,41,367,8.95,2,22.9,67.2%,6.02,Alex Smith,AlexSmith23TAM2005,4,128,< 24
319,Julius Thomas\ThomJu00,2017,29,4-129,MIA,NFL,14,13,62,41,388,9.46,3,27.7,66.1%,6.26,Julius Thomas,JuliusThomas29MIA2017,5,22,29-32
320,Boo Williams\WillBo00,2003,24,NA,NOR,NFL,16,6,62,41,436,10.63,5,27.3,66.1%,7.03,Boo Williams,BooWilliams24NOR2003,Undrafted,Undrafted,< 24
321,Anthony Becht\BechAn00,2003,26,1-27,NYJ,NFL,16,16,58,40,356,8.9,4,22.3,69.0%,6.14,Anthony Becht,AnthonyBecht26NYJ2003,1,92,25-28
322,Owen Daniels\DaniOw00,2009,27,4-98,HOU,NFL,8,8,58,40,519,12.98,5,64.9,69.0%,8.95,Owen Daniels,OwenDaniels27HOU2009,5,146,25-28
323,Todd Heap\HeapTo00,2010,30,1-31,BAL,NFL,13,13,64,40,599,14.98,5,46.1,62.5%,9.36,Todd Heap,ToddHeap30BAL2010,1,97,29-32
324,Eric Johnson\JohnEr00,2001,22,7-224,SFO,NFL,16,14,64,40,362,9.05,3,22.6,62.5%,5.66,Eric Johnson,EricJohnson22SFO2001,8,78,< 24
325,Billy Miller\MillBi00,2003,26,7-218,HOU,NFL,16,6,65,40,355,8.88,3,22.2,61.5%,5.46,Billy Miller,BillyMiller26HOU2003,8,74,25-28
326,Dennis Pitta\PittDe00,2011,26,4-114,BAL,NFL,16,2,56,40,405,10.13,3,25.3,71.4%,7.23,Dennis Pitta,DennisPitta26BAL2011,5,11,25-28
327,Marcus Pollard\PollMa00,2003,31,NA,IND,NFL,14,13,57,40,541,13.53,3,38.6,70.2%,9.49,Marcus Pollard,MarcusPollard31IND2003,Undrafted,Undrafted,29-32
328,Tony Scheffler\ScheTo00,2008,25,2-61,DEN,NFL,13,7,61,40,645,16.13,3,49.6,65.6%,10.57,Tony Scheffler,TonyScheffler25DEN2008,3,120,25-28
329,Frank Wycheck\WychFr00,2002,31,6-160,TEN,NFL,15,15,66,40,346,8.65,2,23.1,60.6%,5.24,Frank Wycheck,FrankWycheck31TEN2002,7,43,29-32
330,Greg Comella\ComeGr00,2001,26,NA,NYG,NFL,16,13,55,39,253,6.49,1,15.8,70.9%,4.6,Greg Comella,GregComella26NYG2001,Undrafted,Undrafted,25-28
331,Jared Cook\CookJa02,2015,28,3-89,STL,NFL,16,12,75,39,481,12.33,0,30.1,52.0%,6.41,Jared Cook,JaredCook28STL2015,4,138,25-28
332,Ken Dilger\DilgKe00,2004,33,2-48,TAM,NFL,16,14,55,39,345,8.85,3,21.6,70.9%,6.27,Ken Dilger,KenDilger33TAM2004,3,111,32+
333,Tyler Eifert\EifeTy00,2013,23,1-21,CIN,NFL,15,15,60,39,445,11.41,2,29.7,65.0%,7.42,Tyler Eifert,TylerEifert23CIN2013,1,71,< 24
334,Anthony Fasano\FasaAn00,2010,26,2-53,MIA,NFL,15,15,60,39,528,13.54,4,35.2,65.0%,8.8,Anthony Fasano,AnthonyFasano26MIA2010,3,114,25-28
335,Rob Gronkowski\GronRo00,2013,24,2-42,NWE,NFL,7,6,66,39,592,15.18,4,84.6,59.1%,8.97,Rob Gronkowski,RobGronkowski24NWE2013,3,105,< 24
336,Jackie Harris\HarrJa00,2000,32,4-102,DAL,NFL,16,7,56,39,306,7.85,5,19.1,69.6%,5.46,Jackie Harris,JackieHarris32DAL2000,5,3,29-32
337,Rob Housler\HousRo01,2013,25,3-69,ARI,NFL,13,10,57,39,454,11.64,1,34.9,68.4%,7.96,Rob Housler,RobHousler25ARI2013,4,126,25-28
338,Jesse James\JameJe00,2016,22,5-160,PIT,NFL,16,13,60,39,338,8.67,3,21.1,65.0%,5.63,Jesse James,JesseJames22PIT2016,6,43,< 24
339,Donald Lee\LeexDo00,2008,28,5-156,GNB,NFL,16,14,50,39,303,7.77,5,18.9,78.0%,6.06,Donald Lee,DonaldLee28GNB2008,6,39,25-28
340,Marcedes Lewis\LewiMa00,2011,27,1-28,JAX,NFL,15,15,85,39,460,11.79,0,30.7,45.9%,5.41,Marcedes Lewis,MarcedesLewis27JAX2011,1,94,25-28
341,Randy McMichael\McMiRa01,2002,23,4-114,MIA,NFL,16,16,68,39,485,12.44,4,30.3,57.4%,7.13,Randy McMichael,RandyMcMichael23MIA2002,5,11,< 24
342,Randy McMichael\McMiRa01,2007,28,4-114,STL,NFL,16,15,67,39,429,11,3,26.8,58.2%,6.4,Randy McMichael,RandyMcMichael28STL2007,5,11,25-28
343,Heath Miller\MillHe00,2005,23,1-30,PIT,NFL,16,15,52,39,459,11.77,6,28.7,75.0%,8.83,Heath Miller,HeathMiller23PIT2005,1,96,< 24
344,Greg Olsen\OlseGr00,2007,22,1-31,CHI,NFL,14,4,66,39,391,10.03,2,27.9,59.1%,5.92,Greg Olsen,GregOlsen22CHI2007,1,97,< 24
345,Niles Paul\PaulNi00,2014,25,5-155,WAS,NFL,16,7,52,39,507,13,1,31.7,75.0%,9.75,Niles Paul,NilesPaul25WAS2014,6,38,25-28
346,George Wrighster\WrigGe00,2006,25,4-104,JAX,NFL,16,10,63,39,353,9.05,3,22.1,61.9%,5.6,George Wrighster,GeorgeWrighster25JAX2006,5,5,25-28
347,Jace Amaro\AmarJa00,2014,22,2-49,NYJ,NFL,14,4,53,38,345,9.08,2,24.6,71.7%,6.51,Jace Amaro,JaceAmaro22NYJ2014,3,112,< 24
348,Jake Ballard\BallJa21,2011,24,NA,NYG,NFL,14,13,61,38,604,15.89,4,43.1,62.3%,9.9,Jake Ballard,JakeBallard24NYG2011,Undrafted,Undrafted,< 24
349,Scott Chandler\ChanSc00,2011,26,4-129,BUF,NFL,14,9,46,38,389,10.24,6,27.8,82.6%,8.46,Scott Chandler,ScottChandler26BUF2011,5,22,25-28
350,Greg Clark\ClarGr00,2000,28,3-77,SFO,NFL,15,15,51,38,342,9,2,22.8,74.5%,6.71,Greg Clark,GregClark28SFO2000,4,131,25-28
351,Ernie Conwell\ConwEr00,2001,29,2-59,STL,NFL,16,14,52,38,431,11.34,4,26.9,73.1%,8.29,Ernie Conwell,ErnieConwell29STL2001,3,118,29-32
352,Jared Cook\CookJa02,2018,31,3-89,OAK,NFL,8,7,50,38,494,13,3,61.8,76.0%,9.88,Jared Cook,JaredCook31OAK2018,4,138,29-32
353,Owen Daniels\DaniOw00,2010,28,4-98,HOU,NFL,11,10,68,38,471,12.39,2,42.8,55.9%,6.93,Owen Daniels,OwenDaniels28HOU2010,5,146,25-28
354,Vernon Davis\DaviVe00,2015,31,1-6,2TM,NFL,15,9,58,38,395,10.39,0,26.3,65.5%,6.81,Vernon Davis,VernonDavis312TM2015,1,119,29-32
355,Daniel Graham\GrahDa00,2003,25,1-21,NWE,NFL,14,9,63,38,409,10.76,4,29.2,60.3%,6.49,Daniel Graham,DanielGraham25NWE2003,1,71,25-28
356,Zach Miller\MillZa01,2012,27,2-38,SEA,NFL,16,15,53,38,396,10.42,3,24.8,71.7%,7.47,Zach Miller,ZachMiller27SEA2012,3,102,25-28
357,Mychal Rivera\RiveMy00,2013,23,6-184,OAK,NFL,16,3,60,38,407,10.71,4,25.4,63.3%,6.78,Mychal Rivera,MychalRivera23OAK2013,7,54,< 24
358,Trey Burton\BurtTr01,2016,25,NA,PHI,NFL,15,4,60,37,327,8.84,1,21.8,61.7%,5.45,Trey Burton,TreyBurton25PHI2016,Undrafted,Undrafted,25-28
359,Dallas Clark\ClarDa00,2005,26,1-24,IND,NFL,15,14,52,37,488,13.19,4,32.5,71.2%,9.38,Dallas Clark,DallasClark26IND2005,1,85,25-28
360,Dallas Clark\ClarDa00,2010,31,1-24,IND,NFL,6,6,53,37,347,9.38,3,57.8,69.8%,6.55,Dallas Clark,DallasClark31IND2010,1,85,29-32
361,Chris Cooley\CoolCh00,2004,22,3-81,WAS,NFL,16,9,63,37,314,8.49,6,19.6,58.7%,4.98,Chris Cooley,ChrisCooley22WAS2004,4,133,< 24
362,Ladarius Green\GreeLa00,2015,25,4-110,SDG,NFL,13,11,63,37,429,11.59,4,33,58.7%,6.81,Ladarius Green,LadariusGreen25SDG2015,5,9,25-28
363,Jermaine Gresham\GresJe00,2016,28,1-21,ARI,NFL,16,14,61,37,391,10.57,2,24.4,60.7%,6.41,Jermaine Gresham,JermaineGresham28ARI2016,1,71,25-28
364,Jim Kleinsasser\KleiJi00,2002,25,2-44,MIN,NFL,14,12,50,37,393,10.62,1,28.1,74.0%,7.86,Jim Kleinsasser,JimKleinsasser25MIN2002,3,107,25-28
365,Donald Lee\LeexDo00,2009,29,5-156,GNB,NFL,16,10,54,37,260,7.03,1,16.3,68.5%,4.81,Donald Lee,DonaldLee29GNB2009,6,39,29-32
366,Marcedes Lewis\LewiMa00,2007,23,1-28,JAX,NFL,16,16,57,37,391,10.57,2,24.4,64.9%,6.86,Marcedes Lewis,MarcedesLewis23JAX2007,1,94,< 24
367,Jeb Putzier\PutzJe00,2005,26,6-191,DEN,NFL,16,4,58,37,481,13,0,30.1,63.8%,8.29,Jeb Putzier,JebPutzier26DEN2005,7,60,25-28
368,Mikhael Ricks\RickMi00,2003,29,2-59,DET,NFL,16,6,61,37,434,11.73,2,27.1,60.7%,7.11,Mikhael Ricks,MikhaelRicks29DET2003,3,118,29-32
369,Bo Scaife\ScaiBo00,2005,24,6-179,TEN,NFL,16,5,56,37,273,7.38,2,17.1,66.1%,4.88,Bo Scaife,BoScaife24TEN2005,7,52,< 24
370,Jeremy Shockey\ShocJe00,2011,31,1-14,CAR,NFL,15,13,62,37,455,12.3,4,30.3,59.7%,7.34,Jeremy Shockey,JeremyShockey31CAR2011,1,29,29-32
371,David Sloan\SloaDa00,2001,29,3-70,DET,NFL,15,15,69,37,409,11.05,7,27.3,53.6%,5.93,David Sloan,DavidSloan29DET2001,4,127,29-32
372,L.J. Smith\SmitL.00,2008,28,2-61,PHI,NFL,13,12,64,37,298,8.05,3,22.9,57.8%,4.66,L.J. Smith,L.J.Smith28PHI2008,3,120,25-28
373,Ben Utecht\UtecBe00,2006,25,NA,IND,NFL,15,15,53,37,377,10.19,0,25.1,69.8%,7.11,Ben Utecht,BenUtecht25IND2006,Undrafted,Undrafted,25-28
374,Ben Watson\WatsBe00,2011,31,1-32,CLE,NFL,13,11,70,37,410,11.08,2,31.5,52.9%,5.86,Ben Watson,BenWatson31CLE2011,1,98,29-32
375,Anthony Becht\BechAn00,2001,24,1-27,NYJ,NFL,16,15,53,36,321,8.92,5,20.1,67.9%,6.06,Anthony Becht,AnthonyBecht24NYJ2001,1,92,< 24
376,Kyle Brady\BradKy00,2001,29,1-9,JAX,NFL,16,16,63,36,386,10.72,2,24.1,57.1%,6.13,Kyle Brady,KyleBrady29JAX2001,1,139,29-32
377,Alge Crumpler\CrumAl00,2002,25,2-35,ATL,NFL,16,9,58,36,455,12.64,5,28.4,62.1%,7.84,Alge Crumpler,AlgeCrumpler25ATL2002,3,100,25-28
378,Joel Dreessen\DreeJo00,2010,28,6-198,HOU,NFL,16,10,55,36,518,14.39,4,32.4,65.5%,9.42,Joel Dreessen,JoelDreessen28HOU2010,7,64,25-28
379,Eric Ebron\EbroEr00,2018,25,1-10,IND,NFL,8,5,62,36,394,10.94,7,49.3,58.1%,6.35,Eric Ebron,EricEbron25IND2018,1,1,25-28
380,Zach Ertz\ErtzZa00,2013,23,2-35,PHI,NFL,16,3,57,36,469,13.03,4,29.3,63.2%,8.23,Zach Ertz,ZachErtz23PHI2013,3,100,< 24
381,Bubba Franks\FranBu00,2001,23,1-14,GNB,NFL,16,14,49,36,322,8.94,9,20.1,73.5%,6.57,Bubba Franks,BubbaFranks23GNB2001,1,29,< 24
382,Steve Heiden\HeidSt00,2006,30,3-69,CLE,NFL,16,6,46,36,249,6.92,2,15.6,78.3%,5.41,Steve Heiden,SteveHeiden30CLE2006,4,126,29-32
383,Hunter Henry\HenrHu00,2016,22,2-35,SDG,NFL,15,10,53,36,478,13.28,8,31.9,67.9%,9.02,Hunter Henry,HunterHenry22SDG2016,3,100,< 24
384,Eric Johnson\JohnEr00,2002,23,7-224,SFO,NFL,12,10,65,36,321,8.92,0,26.8,55.4%,4.94,Eric Johnson,EricJohnson23SFO2002,8,78,< 24
385,Jeb Putzier\PutzJe00,2004,25,6-191,DEN,NFL,16,5,54,36,572,15.89,2,35.8,66.7%,10.59,Jeb Putzier,JebPutzier25DEN2004,7,60,25-28
386,Bo Scaife\ScaiBo00,2010,29,6-179,TEN,NFL,14,13,52,36,318,8.83,4,22.7,69.2%,6.12,Bo Scaife,BoScaife29TEN2010,7,52,29-32
387,Visanthe Shiancoe\ShiaVi00,2011,31,3-91,MIN,NFL,16,14,70,36,409,11.36,3,25.6,51.4%,5.84,Visanthe Shiancoe,VisantheShiancoe31MIN2011,4,141,29-32
388,Jerramy Stevens\StevJe00,2008,29,1-28,TAM,NFL,15,3,59,36,397,11.03,2,26.5,61.0%,6.73,Jerramy Stevens,JerramyStevens29TAM2008,1,94,29-32
389,Ben Watson\WatsBe00,2007,27,1-32,NWE,NFL,12,8,49,36,389,10.81,6,32.4,73.5%,7.94,Ben Watson,BenWatson27NWE2007,1,98,25-28
390,Dwayne Allen\AlleDw00,2016,26,3-64,IND,NFL,14,14,52,35,406,11.6,6,29,67.3%,7.81,Dwayne Allen,DwayneAllen26IND2016,4,122,25-28
391,Kevin Boss\BossKe00,2010,26,5-153,NYG,NFL,15,13,70,35,531,15.17,5,35.4,50.0%,7.59,Kevin Boss,KevinBoss26NYG2010,6,36,25-28
392,Jordan Cameron\CameJo00,2015,27,4-102,MIA,NFL,16,16,70,35,386,11.03,3,24.1,50.0%,5.51,Jordan Cameron,JordanCameron27MIA2015,5,3,25-28
393,Todd Heap\HeapTo00,2008,28,1-31,BAL,NFL,16,16,64,35,403,11.51,3,25.2,54.7%,6.3,Todd Heap,ToddHeap28BAL2008,1,97,25-28
394,Zachary Hilton\HiltZa00,2005,25,NA,NOR,NFL,15,6,56,35,396,11.31,1,26.4,62.5%,7.07,Zachary Hilton,ZacharyHilton25NOR2005,Undrafted,Undrafted,25-28
395,Freddie Jones\JoneFr00,2001,27,2-45,SDG,NFL,14,9,60,35,388,11.09,4,27.7,58.3%,6.47,Freddie Jones,FreddieJones27SDG2001,3,108,25-28
396,Dave Moore\MoorDa00,2001,32,7-191,TAM,NFL,16,16,53,35,285,8.14,4,17.8,66.0%,5.38,Dave Moore,DaveMoore32TAM2001,8,60,29-32
397,Alex Smith\SmitAl02,2006,24,3-71,TAM,NFL,14,7,53,35,250,7.14,3,17.9,66.0%,4.72,Alex Smith,AlexSmith24TAM2006,4,128,< 24
398,David Thomas\ThomDa02,2009,26,3-86,NOR,NFL,15,8,48,35,356,10.17,1,23.7,72.9%,7.42,David Thomas,DavidThomas26NOR2009,4,135,25-28
399,Jed Weaver\WeavJe00,2003,27,7-208,SFO,NFL,16,15,53,35,437,12.49,1,27.3,66.0%,8.25,Jed Weaver,JedWeaver27SFO2003,8,70,25-28
400,Jason Witten\WittJa00,2003,21,3-69,DAL,NFL,15,7,54,35,347,9.91,1,23.1,64.8%,6.43,Jason Witten,JasonWitten21DAL2003,4,126,< 24
401,Mark Campbell\CampMa00,2003,28,NA,BUF,NFL,16,11,50,34,339,9.97,1,21.2,68.0%,6.78,Mark Campbell,MarkCampbell28BUF2003,Undrafted,Undrafted,25-28
402,Dwayne Carswell\CarsDw00,2001,29,NA,DEN,NFL,16,16,56,34,299,8.79,4,18.7,60.7%,5.34,Dwayne Carswell,DwayneCarswell29DEN2001,Undrafted,Undrafted,29-32
403,James Casey\CaseJa00,2012,28,5-152,HOU,NFL,16,9,45,34,330,9.71,3,20.6,75.6%,7.33,James Casey,JamesCasey28HOU2012,6,35,25-28
404,Byron Chamberlain\ChamBy00,2002,31,7-222,MIN,NFL,13,9,50,34,389,11.44,0,29.9,68.0%,7.78,Byron Chamberlain,ByronChamberlain31MIN2002,8,77,29-32
405,Dallas Clark\ClarDa00,2011,32,1-24,IND,NFL,11,10,65,34,352,10.35,2,32,52.3%,5.42,Dallas Clark,DallasClark32IND2011,1,85,29-32
406,Ernie Conwell\ConwEr00,2002,30,2-59,STL,NFL,16,11,48,34,419,12.32,2,26.2,70.8%,8.73,Ernie Conwell,ErnieConwell30STL2002,3,118,29-32
407,Owen Daniels\DaniOw00,2006,24,4-98,HOU,NFL,14,12,51,34,352,10.35,5,25.1,66.7%,6.9,Owen Daniels,OwenDaniels24HOU2006,5,146,< 24
408,Ken Dilger\DilgKe00,2002,31,2-48,TAM,NFL,16,15,48,34,329,9.68,2,20.6,70.8%,6.85,Ken Dilger,KenDilger31TAM2002,3,111,29-32
409,Anthony Fasano\FasaAn00,2008,24,2-53,MIA,NFL,16,16,53,34,454,13.35,7,28.4,64.2%,8.57,Anthony Fasano,AnthonyFasano24MIA2008,3,114,< 24
410,Bubba Franks\FranBu00,2004,26,1-14,GNB,NFL,16,14,50,34,361,10.62,7,22.6,68.0%,7.22,Bubba Franks,BubbaFranks26GNB2004,1,29,25-28
411,Bubba Franks\FranBu00,2000,22,1-14,GNB,NFL,16,13,55,34,363,10.68,1,22.7,61.8%,6.6,Bubba Franks,BubbaFranks22GNB2000,1,29,< 24
412,Eric Johnson\JohnEr00,2006,27,7-224,SFO,NFL,13,9,49,34,292,8.59,2,22.5,69.4%,5.96,Eric Johnson,EricJohnson27SFO2006,8,78,25-28
413,Rob Konrad\KonrRo00,2002,26,2-43,MIA,NFL,16,12,45,34,233,6.85,3,14.6,75.6%,5.18,Rob Konrad,RobKonrad26MIA2002,3,106,25-28
414,Kris Mangum\MangKr00,2004,31,7-228,CAR,NFL,15,10,58,34,323,9.5,3,21.5,58.6%,5.57,Kris Mangum,KrisMangum31CAR2004,8,79,29-32
415,David Martin\MartDa00,2007,28,6-198,MIA,NFL,15,15,51,34,303,8.91,2,20.2,66.7%,5.94,David Martin,DavidMartin28MIA2007,7,64,25-28
416,Randy McMichael\McMiRa01,2009,30,4-114,STL,NFL,16,16,62,34,332,9.76,1,20.8,54.8%,5.35,Randy McMichael,RandyMcMichael30STL2009,5,11,29-32
417,Heath Miller\MillHe00,2006,24,1-30,PIT,NFL,16,16,55,34,393,11.56,5,24.6,61.8%,7.15,Heath Miller,HeathMiller24PIT2006,1,96,< 24
418,Zach Miller\MillZa02,2015,31,6-180,CHI,NFL,15,14,46,34,439,12.91,5,29.3,73.9%,9.54,Zach Miller,ZachMiller31CHI2015,7,53,29-32
419,Evan Moore\MoorEv00,2011,26,NA,CLE,NFL,16,4,46,34,324,9.53,4,20.3,73.9%,7.04,Evan Moore,EvanMoore26CLE2011,Undrafted,Undrafted,25-28
420,L.J. Smith\SmitL.00,2004,24,2-61,PHI,NFL,16,8,54,34,377,11.09,5,23.6,63.0%,6.98,L.J. Smith,L.J.Smith24PHI2004,3,120,< 24
421,Quinn Sypniewski\SypnQu00,2007,25,5-166,BAL,NFL,15,9,52,34,246,7.24,1,16.4,65.4%,4.73,Quinn Sypniewski,QuinnSypniewski25BAL2007,6,46,25-28
422,Martellus Bennett\BennMa00,2010,23,2-61,DAL,NFL,16,11,47,33,260,7.88,0,16.3,70.2%,5.53,Martellus Bennett,MartellusBennett23DAL2010,3,120,< 24
423,Kevin Boss\BossKe00,2008,24,5-153,NYG,NFL,15,15,55,33,384,11.64,6,25.6,60.0%,6.98,Kevin Boss,KevinBoss24NYG2008,6,36,< 24
424,John Carlson\CarlJo00,2014,30,2-38,ARI,NFL,16,12,55,33,350,10.61,1,21.9,60.0%,6.36,John Carlson,JohnCarlson30ARI2014,3,102,29-32
425,Seth Devalve\DevaSe00,2017,24,4-138,CLE,NFL,16,4,58,33,395,11.97,1,24.7,56.9%,6.81,Seth Devalve,SethDevalve24CLE2017,5,28,< 24
426,Crockett Gillmore\GillCr00,2015,24,3-99,BAL,NFL,10,10,47,33,412,12.48,4,41.2,70.2%,8.77,Crockett Gillmore,CrockettGillmore24BAL2015,4,147,< 24
427,Jermaine Gresham\GresJe00,2017,29,1-21,ARI,NFL,14,14,46,33,322,9.76,2,23,71.7%,7,Jermaine Gresham,JermaineGresham29ARI2017,1,71,29-32
428,Austin Hooper\HoopAu00,2018,24,3-81,ATL,NFL,7,2,41,33,321,9.73,2,45.9,80.5%,7.83,Austin Hooper,AustinHooper24ATL2018,4,133,< 24
429,Donald Lee\LeexDo00,2005,25,5-156,GNB,NFL,15,5,55,33,294,8.91,2,19.6,60.0%,5.35,Donald Lee,DonaldLee25GNB2005,6,39,25-28
430,Zach Miller\MillZa01,2013,28,2-38,SEA,NFL,14,12,56,33,387,11.73,5,27.6,58.9%,6.91,Zach Miller,ZachMiller28SEA2013,3,102,25-28
431,Tony Moeaki\MoeaTo00,2012,25,3-93,KAN,NFL,15,14,56,33,453,13.73,1,30.2,58.9%,8.09,Tony Moeaki,TonyMoeaki25KAN2012,4,143,25-28
432,Robert Royal\RoyaRo00,2008,29,5-160,BUF,NFL,15,7,57,33,351,10.64,1,23.4,57.9%,6.16,Robert Royal,RobertRoyal29BUF2008,6,43,29-32
433,Ben Troupe\TrouBe00,2004,22,2-40,TEN,NFL,14,7,54,33,329,9.97,1,23.5,61.1%,6.09,Ben Troupe,BenTroupe22TEN2004,3,104,< 24
434,Clive Walford\WalfCl00,2016,25,3-68,OAK,NFL,15,8,52,33,359,10.88,3,23.9,63.5%,6.9,Clive Walford,CliveWalford25OAK2016,4,125,25-28
435,Boo Williams\WillBo00,2004,25,NA,NOR,NFL,16,7,75,33,362,10.97,2,22.6,44.0%,4.83,Boo Williams,BooWilliams25NOR2004,Undrafted,Undrafted,25-28
436,Roland Williams\WillRo01,2001,26,4-98,OAK,NFL,16,15,53,33,298,9.03,3,18.6,62.3%,5.62,Roland Williams,RolandWilliams26OAK2001,5,146,25-28
437,John Carlson\CarlJo00,2013,29,2-38,MIN,NFL,13,8,48,32,344,10.75,1,26.5,66.7%,7.17,John Carlson,JohnCarlson29MIN2013,3,102,29-32
438,Brent Celek\CeleBr00,2013,28,5-162,PHI,NFL,16,15,51,32,502,15.69,6,31.4,62.7%,9.84,Brent Celek,BrentCelek28PHI2013,6,45,25-28
439,Brent Celek\CeleBr00,2014,29,5-162,PHI,NFL,16,15,51,32,340,10.63,1,21.3,62.7%,6.67,Brent Celek,BrentCelek29PHI2014,6,45,29-32
440,Ken Dilger\DilgKe00,2001,30,2-48,IND,NFL,16,16,54,32,343,10.72,1,21.4,59.3%,6.35,Ken Dilger,KenDilger30IND2001,3,111,29-32
441,Anthony Fasano\FasaAn00,2011,27,2-53,MIA,NFL,15,15,54,32,451,14.09,5,30.1,59.3%,8.35,Anthony Fasano,AnthonyFasano27MIA2011,3,114,25-28
442,Daniel Graham\GrahDa00,2008,30,1-21,DEN,NFL,16,16,50,32,389,12.16,4,24.3,64.0%,7.78,Daniel Graham,DanielGraham30DEN2008,1,71,29-32
443,Doug Jolley\JollDo00,2002,23,2-55,OAK,NFL,16,3,37,32,409,12.78,2,25.6,86.5%,11.05,Doug Jolley,DougJolley23OAK2002,3,116,< 24
