Rk,Player,Year,Age,Draft,Tm,Lg,G,GS,Tgt,Rec,Yds,Y/R,TD,Y/G,Ctch%,Y/Tgt,name,key,Round,Pick,ageGroup
593,Pete Mitchell\MitcPe00,2002,31,4-122,JAX,NFL,16,11,36,25,246,9.84,2,15.4,69.4%,6.83,Pete Mitchell,PeteMitchell31JAX2002,5,18,29-32
594,Pete Mitchell\MitcPe00,2000,29,4-122,NYG,NFL,14,5,37,25,245,9.8,1,17.5,67.6%,6.62,Pete Mitchell,PeteMitchell29NYG2000,5,18,29-32
595,Tywan Mitchell\MitcTy00,2001,26,NA,ARI,NFL,16,4,40,25,196,7.84,2,12.3,62.5%,4.9,Tywan Mitchell,TywanMitchell26ARI2001,Undrafted,Undrafted,25-28
596,Logan Paulsen\PaulLo00,2012,25,NA,WAS,NFL,16,10,38,25,308,12.32,1,19.3,65.8%,8.11,Logan Paulsen,LoganPaulsen25WAS2012,Undrafted,Undrafted,25-28
597,Robert Royal\RoyaRo00,2007,28,5-160,BUF,NFL,16,15,38,25,248,9.92,3,15.5,65.8%,6.53,Robert Royal,RobertRoyal28BUF2007,6,43,25-28
598,C.J. Uzomah\UzomC.00,2016,23,5-157,CIN,NFL,10,8,38,25,234,9.36,1,23.4,65.8%,6.16,C.J. Uzomah,C.J.Uzomah23CIN2016,6,40,< 24
599,Daniel Wilcox\WilcDa01,2004,27,NA,BAL,NFL,16,5,35,25,219,8.76,1,13.7,71.4%,6.26,Daniel Wilcox,DanielWilcox27BAL2004,Undrafted,Undrafted,25-28
600,Courtney Anderson\AndeCo00,2005,25,7-245,OAK,NFL,14,13,48,24,303,12.63,3,21.6,50.0%,6.31,Courtney Anderson,CourtneyAnderson25OAK2005,8,88,25-28
601,Jordan Cameron\CameJo00,2014,26,4-102,CLE,NFL,10,9,48,24,424,17.67,2,42.4,50.0%,8.83,Jordan Cameron,JordanCameron26CLE2014,5,3,25-28
602,Desmond Clark\ClarDe00,2004,27,6-179,CHI,NFL,15,13,49,24,282,11.75,1,18.8,49.0%,5.76,Desmond Clark,DesmondClark27CHI2004,7,52,25-28
603,Desmond Clark\ClarDe00,2005,28,6-179,CHI,NFL,16,16,49,24,229,9.54,2,14.3,49.0%,4.67,Desmond Clark,DesmondClark28CHI2005,7,52,25-28
604,Alge Crumpler\CrumAl00,2008,31,2-35,TEN,NFL,15,15,41,24,257,10.71,1,17.1,58.5%,6.27,Alge Crumpler,AlgeCrumpler31TEN2008,3,100,29-32
605,Owen Daniels\DaniOw00,2013,31,4-98,HOU,NFL,5,5,41,24,252,10.5,3,50.4,58.5%,6.15,Owen Daniels,OwenDaniels31HOU2013,5,146,29-32
606,Fred Davis\DaviFr01,2012,26,2-48,WAS,NFL,7,7,31,24,325,13.54,0,46.4,77.4%,10.48,Fred Davis,FredDavis26WAS2012,3,111,25-28
607,Rhett Ellison\ElliRh00,2017,29,4-128,NYG,NFL,16,14,32,24,235,9.79,2,14.7,75.0%,7.34,Rhett Ellison,RhettEllison29NYG2017,5,21,29-32
608,Antonio Gates\GateAn00,2003,23,NA,SDG,NFL,15,11,42,24,389,16.21,2,25.9,57.1%,9.26,Antonio Gates,AntonioGates23SDG2003,Undrafted,Undrafted,< 24
609,Daniel Graham\GrahDa00,2007,29,1-21,DEN,NFL,15,15,33,24,246,10.25,2,16.4,72.7%,7.45,Daniel Graham,DanielGraham29DEN2007,1,71,29-32
610,Clay Harbor\HarbCl00,2013,26,4-125,JAX,NFL,16,7,35,24,292,12.17,2,18.3,68.6%,8.34,Clay Harbor,ClayHarbor26JAX2013,5,19,25-28
611,Todd Heap\HeapTo00,2011,31,1-31,ARI,NFL,10,4,36,24,283,11.79,1,28.3,66.7%,7.86,Todd Heap,ToddHeap31ARI2011,1,97,29-32
612,O.J. Howard\HowaO.00,2018,24,1-19,TAM,NFL,7,5,34,24,419,17.46,3,59.9,70.6%,12.32,O.J. Howard,O.J.Howard24TAM2018,1,59,< 24
613,Marcedes Lewis\LewiMa00,2017,33,1-28,JAX,NFL,16,16,48,24,318,13.25,5,19.9,50.0%,6.63,Marcedes Lewis,MarcedesLewis33JAX2017,1,94,32+
614,Vance McDonald\McDoVa00,2016,26,2-55,SFO,NFL,11,11,45,24,391,16.29,4,35.5,53.3%,8.69,Vance McDonald,VanceMcDonald26SFO2016,3,116,25-28
615,Leonard Pope\PopeLe00,2011,28,3-72,KAN,NFL,16,10,34,24,247,10.29,1,15.4,70.6%,7.26,Leonard Pope,LeonardPope28KAN2011,4,129,25-28
616,Marcellus Rivers\RiveMa00,2005,27,NA,HOU,NFL,16,5,35,24,168,7,0,10.5,68.6%,4.8,Marcellus Rivers,MarcellusRivers27HOU2005,Undrafted,Undrafted,25-28
617,Kyle Rudolph\RudoKy00,2014,25,2-43,MIN,NFL,9,8,34,24,231,9.63,2,25.7,70.6%,6.79,Kyle Rudolph,KyleRudolph25MIN2014,3,106,25-28
618,Matt Schobel\SchoMa00,2003,25,3-67,CIN,NFL,15,1,30,24,332,13.83,2,22.1,80.0%,11.07,Matt Schobel,MattSchobel25CIN2003,4,124,25-28
619,Dion Sims\SimsDi00,2014,23,4-106,MIA,NFL,14,2,36,24,284,11.83,2,20.3,66.7%,7.89,Dion Sims,DionSims23MIA2014,5,6,< 24
620,Kris Wilson\WilsKr00,2007,26,2-61,KAN,NFL,16,12,50,24,180,7.5,1,11.3,48.0%,3.6,Kris Wilson,KrisWilson26KAN2007,3,120,25-28
621,Cameron Brate\BratCa00,2015,24,NA,TAM,NFL,14,4,30,23,288,12.52,3,20.6,76.7%,9.6,Cameron Brate,CameronBrate24TAM2015,Undrafted,Undrafted,< 24
622,Trey Burton\BurtTr01,2017,26,NA,PHI,NFL,15,1,31,23,248,10.78,5,16.5,74.2%,8,Trey Burton,TreyBurton26PHI2017,Undrafted,Undrafted,25-28
623,Scott Chandler\ChanSc00,2015,30,4-129,NWE,NFL,15,4,42,23,259,11.26,4,17.3,54.8%,6.17,Scott Chandler,ScottChandler30NWE2015,5,22,29-32
624,Jeff Cumberland\CumbJe00,2014,27,NA,NYJ,NFL,16,14,47,23,247,10.74,3,15.4,48.9%,5.26,Jeff Cumberland,JeffCumberland27NYJ2014,Undrafted,Undrafted,25-28
625,Anthony Fasano\FasaAn00,2013,29,2-53,KAN,NFL,9,9,33,23,200,8.7,3,22.2,69.7%,6.06,Anthony Fasano,AnthonyFasano29KAN2013,3,114,29-32
626,Casey Fitzsimmons\FitzCa00,2003,23,NA,DET,NFL,16,11,40,23,160,6.96,2,10,57.5%,4,Casey Fitzsimmons,CaseyFitzsimmons23DET2003,Undrafted,Undrafted,< 24
627,Chase Ford\FordCh00,2014,24,NA,MIN,NFL,11,5,35,23,258,11.22,1,23.5,65.7%,7.37,Chase Ford,ChaseFord24MIN2014,Undrafted,Undrafted,< 24
628,Michael Gaines\GainMi00,2008,28,7-232,DET,NFL,16,6,36,23,260,11.3,1,16.3,63.9%,7.22,Michael Gaines,MichaelGaines28DET2008,8,82,25-28
629,Todd Heap\HeapTo00,2007,27,1-31,BAL,NFL,6,6,34,23,239,10.39,1,39.8,67.6%,7.03,Todd Heap,ToddHeap27BAL2007,1,97,25-28
630,Steve Heiden\HeidSt00,2008,32,3-69,CLE,NFL,14,11,42,23,249,10.83,0,17.8,54.8%,5.93,Steve Heiden,SteveHeiden32CLE2008,4,126,29-32
631,Chad Lewis\LewiCh00,2003,32,NA,PHI,NFL,16,14,40,23,293,12.74,1,18.3,57.5%,7.33,Chad Lewis,ChadLewis32PHI2003,Undrafted,Undrafted,29-32
632,Kris Mangum\MangKr00,2005,32,7-228,CAR,NFL,14,9,35,23,202,8.78,2,14.4,65.7%,5.77,Kris Mangum,KrisMangum32CAR2005,8,79,29-32
633,Vance McDonald\McDoVa00,2018,28,2-55,PIT,NFL,6,5,28,23,321,13.96,1,53.5,82.1%,11.46,Vance McDonald,VanceMcDonald28PIT2018,3,116,25-28
634,Tony McGee\McGeTo00,2002,31,2-37,DAL,NFL,16,16,30,23,294,12.78,1,18.4,76.7%,9.8,Tony McGee,TonyMcGee31DAL2002,3,101,29-32
635,Itula Mili\MiliIt00,2004,31,6-174,SEA,NFL,15,4,36,23,240,10.43,1,16,63.9%,6.67,Itula Mili,ItulaMili31SEA2004,7,50,29-32
636,Leonard Pope\PopeLe00,2007,24,3-72,ARI,NFL,13,11,34,23,238,10.35,5,18.3,67.6%,7,Leonard Pope,LeonardPope24ARI2007,4,129,< 24
637,Robert Royal\RoyaRo00,2006,27,5-160,BUF,NFL,16,15,39,23,233,10.13,3,14.6,59.0%,5.97,Robert Royal,RobertRoyal27BUF2006,6,43,25-28
638,Kaseem Sinceno\SincKa00,2000,24,NA,CHI,NFL,11,11,41,23,206,8.96,0,18.7,56.1%,5.02,Kaseem Sinceno,KaseemSinceno24CHI2000,Undrafted,Undrafted,< 24
639,Craig Stevens\StevCr00,2012,28,3-85,TEN,NFL,15,15,33,23,275,11.96,1,18.3,69.7%,8.33,Craig Stevens,CraigStevens28TEN2012,4,134,25-28
640,Ben Watson\WatsBe00,2018,38,1-32,NOR,NFL,7,4,28,23,230,10,1,32.9,82.1%,8.21,Ben Watson,BenWatson38NOR2018,1,98,32+
641,Fred Baxter\BaxtFr00,2001,30,5-115,CHI,NFL,14,14,44,22,148,6.73,2,10.6,50.0%,3.36,Fred Baxter,FredBaxter30CHI2001,6,12,29-32
642,Dan Campbell\CampDa00,2002,26,3-79,NYG,NFL,16,16,31,22,175,7.95,1,10.9,71.0%,5.65,Dan Campbell,DanCampbell26NYG2002,4,132,25-28
643,Dwayne Carswell\CarsDw00,2004,32,NA,DEN,NFL,15,14,36,22,198,9,1,13.2,61.1%,5.5,Dwayne Carswell,DwayneCarswell32DEN2004,Undrafted,Undrafted,29-32
644,Byron Chamberlain\ChamBy00,2000,29,7-222,DEN,NFL,15,0,32,22,283,12.86,1,18.9,68.8%,8.84,Byron Chamberlain,ByronChamberlain29DEN2000,8,77,29-32
645,Ken Dilger\DilgKe00,2003,32,2-48,TAM,NFL,15,15,41,22,244,11.09,1,16.3,53.7%,5.95,Ken Dilger,KenDilger32TAM2003,3,111,29-32
646,Coby Fleener\FleeCo00,2017,29,2-34,NOR,NFL,11,0,30,22,295,13.41,2,26.8,73.3%,9.83,Coby Fleener,CobyFleener29NOR2017,3,99,29-32
647,Virgil Green\GreeVi00,2016,28,7-204,DEN,NFL,12,11,37,22,237,10.77,1,19.8,59.5%,6.41,Virgil Green,VirgilGreen28DEN2016,8,69,25-28
648,Jim Kleinsasser\KleiJi00,2005,28,2-44,MIN,NFL,16,16,28,22,171,7.77,0,10.7,78.6%,6.11,Jim Kleinsasser,JimKleinsasser28MIN2005,3,107,25-28
649,Johnny McWilliams\McWiJo00,2000,28,3-64,MIN,NFL,15,7,29,22,180,8.18,3,12,75.9%,6.21,Johnny McWilliams,JohnnyMcWilliams28MIN2000,4,122,25-28
650,Brandon Myers\MyerBr00,2014,29,6-202,TAM,NFL,14,6,32,22,190,8.64,0,13.6,68.8%,5.94,Brandon Myers,BrandonMyers29TAM2014,7,68,29-32
651,Nick O'Leary\OLeaNi00,2017,25,6-194,BUF,NFL,15,5,32,22,322,14.64,2,21.5,68.8%,10.06,Nick O'Leary,NickO'Leary25BUF2017,7,62,25-28
652,L.J. Smith\SmitL.00,2007,27,2-61,PHI,NFL,10,9,43,22,236,10.73,1,23.6,51.2%,5.49,L.J. Smith,L.J.Smith27PHI2007,3,120,25-28
653,Jerramy Stevens\StevJe00,2006,27,1-28,SEA,NFL,11,6,48,22,231,10.5,4,21,45.8%,4.81,Jerramy Stevens,JerramyStevens27SEA2006,1,94,25-28
654,Jacob Tamme\TammJa00,2016,31,4-127,ATL,NFL,8,5,31,22,210,9.55,3,26.3,71.0%,6.77,Jacob Tamme,JacobTamme31ATL2016,5,20,29-32
655,Ben Watson\WatsBe00,2008,28,1-32,NWE,NFL,14,9,47,22,209,9.5,2,14.9,46.8%,4.45,Ben Watson,BenWatson28NWE2008,1,98,25-28
656,Luke Willson\WillLu00,2014,24,5-158,SEA,NFL,15,10,40,22,362,16.45,3,24.1,55.0%,9.05,Luke Willson,LukeWillson24SEA2014,6,41,< 24
657,Stephen Alexander\AlexSt00,2005,30,2-48,DEN,NFL,16,15,36,21,170,8.1,1,10.6,58.3%,4.72,Stephen Alexander,StephenAlexander30DEN2005,3,111,29-32
658,Chris Baker\BakeCh00,2008,29,3-88,NYJ,NFL,16,13,30,21,194,9.24,0,12.1,70.0%,6.47,Chris Baker,ChrisBaker29NYJ2008,4,137,29-32
659,Dan Campbell\CampDa00,2006,30,3-79,DET,NFL,16,11,32,21,308,14.67,4,19.3,65.6%,9.63,Dan Campbell,DanCampbell30DET2006,4,132,29-32
660,Dwayne Carswell\CarsDw00,2002,30,NA,DEN,NFL,16,7,29,21,189,9,1,11.8,72.4%,6.52,Dwayne Carswell,DwayneCarswell30DEN2002,Undrafted,Undrafted,29-32
661,Garrett Celek\CeleGa00,2017,29,NA,SFO,NFL,16,13,33,21,336,16,4,21,63.6%,10.18,Garrett Celek,GarrettCelek29SFO2017,Undrafted,Undrafted,29-32
662,Fred Davis\DaviFr01,2010,24,2-48,WAS,NFL,16,9,30,21,316,15.05,3,19.8,70.0%,10.53,Fred Davis,FredDavis24WAS2010,3,111,< 24
663,A.J. Derby\DerbA.00,2017,26,6-202,2TM,NFL,11,1,40,21,244,11.62,2,22.2,52.5%,6.1,A.J. Derby,A.J.Derby262TM2017,7,68,25-28
664,Ed Dickson\DickEd00,2012,25,3-70,BAL,NFL,13,11,33,21,225,10.71,0,17.3,63.6%,6.82,Ed Dickson,EdDickson25BAL2012,4,127,25-28
665,Christian Fauria\FaurCh00,2001,30,2-39,SEA,NFL,16,11,40,21,188,8.95,1,11.8,52.5%,4.7,Christian Fauria,ChristianFauria30SEA2001,3,103,29-32
666,Daniel Fells\FellDa00,2009,26,NA,STL,NFL,14,4,35,21,273,13,3,19.5,60.0%,7.8,Daniel Fells,DanielFells26STL2009,Undrafted,Undrafted,25-28
667,Darren Fells\FellDa01,2015,29,NA,ARI,NFL,14,12,28,21,311,14.81,3,22.2,75.0%,11.11,Darren Fells,DarrenFells29ARI2015,Undrafted,Undrafted,29-32
668,Jermichael Finley\FinlJe00,2010,23,3-91,GNB,NFL,5,5,26,21,301,14.33,1,60.2,80.8%,11.58,Jermichael Finley,JermichaelFinley23GNB2010,4,141,< 24
669,Andrew Glover\GlovAn00,2000,33,10-274,NOR,NFL,16,14,40,21,281,13.38,4,17.6,52.5%,7.03,Andrew Glover,AndrewGlover33NOR2000,2,93,32+
670,Daniel Graham\GrahDa00,2006,28,1-21,NWE,NFL,12,11,34,21,235,11.19,2,19.6,61.8%,6.91,Daniel Graham,DanielGraham28NWE2006,1,71,25-28
671,Reggie Kelly\KellRe00,2006,29,2-42,CIN,NFL,16,16,33,21,254,12.1,1,15.9,63.6%,7.7,Reggie Kelly,ReggieKelly29CIN2006,3,105,29-32
672,Jeff King\KingJe00,2008,25,5-155,CAR,NFL,16,15,34,21,195,9.29,1,12.2,61.8%,5.74,Jeff King,JeffKing25CAR2008,6,38,25-28
673,Kris Mangum\MangKr00,2006,33,7-228,CAR,NFL,15,5,33,21,170,8.1,1,11.3,63.6%,5.15,Kris Mangum,KrisMangum33CAR2006,8,79,32+
674,David Martin\MartDa00,2006,27,6-198,GNB,NFL,11,4,36,21,198,9.43,2,18,58.3%,5.5,David Martin,DavidMartin27GNB2006,7,64,25-28
675,Zach Miller\MillZa02,2009,25,6-180,JAX,NFL,14,0,27,21,212,10.1,2,15.1,77.8%,7.85,Zach Miller,ZachMiller25JAX2009,7,53,25-28
676,Andrew Quarless\QuarAn00,2010,22,5-154,GNB,NFL,13,3,33,21,238,11.33,1,18.3,63.6%,7.21,Andrew Quarless,AndrewQuarless22GNB2010,6,37,< 24
677,Matt Schobel\SchoMa00,2004,26,3-67,CIN,NFL,16,1,33,21,201,9.57,4,12.6,63.6%,6.09,Matt Schobel,MattSchobel26CIN2004,4,124,25-28
678,Austin Seferian-Jenkins\SefeAu00,2014,22,2-38,TAM,NFL,9,9,38,21,221,10.52,2,24.6,55.3%,5.82,Austin Seferian-Jenkins,AustinSeferian-Jenkins22TAM2014,3,102,< 24
679,Austin Seferian-Jenkins\SefeAu00,2015,23,2-38,TAM,NFL,7,3,39,21,338,16.1,4,48.3,53.8%,8.67,Austin Seferian-Jenkins,AustinSeferian-Jenkins23TAM2015,3,102,< 24
680,Alex Smith\SmitAl02,2008,26,3-71,TAM,NFL,14,12,38,21,250,11.9,3,17.9,55.3%,6.58,Alex Smith,AlexSmith26TAM2008,4,128,25-28
681,Tony Stewart\StewTo00,2003,24,5-147,CIN,NFL,16,7,33,21,212,10.1,0,13.3,63.6%,6.42,Tony Stewart,TonyStewart24CIN2003,6,34,< 24
682,Delanie Walker\WalkHu00,2009,25,6-175,SFO,NFL,16,8,33,21,233,11.1,0,14.6,63.6%,7.06,Delanie Walker,DelanieWalker25SFO2009,7,51,25-28
683,Delanie Walker\WalkHu00,2012,28,6-175,SFO,NFL,16,4,39,21,344,16.38,3,21.5,53.8%,8.82,Delanie Walker,DelanieWalker28SFO2012,7,51,25-28
684,Delanie Walker\WalkHu00,2007,23,6-175,SFO,NFL,16,10,42,21,174,8.29,1,10.9,50.0%,4.14,Delanie Walker,DelanieWalker23SFO2007,7,51,< 24
685,Martellus Bennett\BennMa00,2008,21,2-61,DAL,NFL,16,7,27,20,283,14.15,4,17.7,74.1%,10.48,Martellus Bennett,MartellusBennett21DAL2008,3,120,< 24
686,Eric Bjornson\BjorEr00,2000,29,4-110,NWE,NFL,8,6,33,20,152,7.6,2,19,60.6%,4.61,Eric Bjornson,EricBjornson29NWE2000,5,9,29-32
687,Jordan Cameron\CameJo00,2012,24,4-102,CLE,NFL,14,6,40,20,226,11.3,1,16.1,50.0%,5.65,Jordan Cameron,JordanCameron24CLE2012,5,3,< 24
688,Dan Campbell\CampDa00,2003,27,3-79,DAL,NFL,16,16,30,20,195,9.75,1,12.2,66.7%,6.5,Dan Campbell,DanCampbell27DAL2003,4,132,25-28
689,John Davis\DaviJo00,2002,29,5-2,CHI,NFL,10,8,33,20,193,9.65,3,19.3,60.6%,5.85,John Davis,JohnDavis29CHI2002,6,65,29-32
690,Vernon Davis\DaviVe00,2006,22,1-6,SFO,NFL,10,8,42,20,265,13.25,3,26.5,47.6%,6.31,Vernon Davis,VernonDavis22SFO2006,1,119,< 24
691,Justin Forsett\ForsJu00,2016,31,7-233,3TM,NFL,9,6,27,20,85,4.25,0,9.4,74.1%,3.15,Justin Forsett,JustinForsett313TM2016,8,83,29-32
692,Ryan Griffin\GrifRy00,2015,25,6-201,HOU,NFL,9,4,34,20,251,12.55,2,27.9,58.8%,7.38,Ryan Griffin,RyanGriffin25HOU2015,7,67,25-28
693,Terry Jones\JoneTe00,2004,25,5-155,BAL,NFL,15,11,29,20,152,7.6,1,10.1,69.0%,5.24,Terry Jones,TerryJones25BAL2004,6,38,25-28
694,Reggie Kelly\KellRe00,2007,30,2-42,CIN,NFL,15,15,27,20,211,10.55,0,14.1,74.1%,7.81,Reggie Kelly,ReggieKelly30CIN2007,3,105,29-32
695,Joe Klopfenstein\KlopJo00,2006,23,2-46,STL,NFL,16,16,34,20,226,11.3,1,14.1,58.8%,6.65,Joe Klopfenstein,JoeKlopfenstein23STL2006,3,109,< 24
696,Marcedes Lewis\LewiMa00,2016,32,1-28,JAX,NFL,10,10,30,20,169,8.45,1,16.9,66.7%,5.63,Marcedes Lewis,MarcedesLewis32JAX2016,1,94,29-32
697,Randy McMichael\McMiRa01,2010,31,4-114,SDG,NFL,16,11,27,20,221,11.05,2,13.8,74.1%,8.19,Randy McMichael,RandyMcMichael31SDG2010,5,11,29-32
698,Zach Miller\MillZa02,2017,33,6-180,CHI,NFL,8,6,35,20,236,11.8,2,29.5,57.1%,6.74,Zach Miller,ZachMiller33CHI2017,7,53,32+
699,Zach Miller\MillZa02,2010,26,6-180,JAX,NFL,15,5,26,20,216,10.8,1,14.4,76.9%,8.31,Zach Miller,ZachMiller26JAX2010,7,53,25-28
700,Dennis Pitta\PittDe00,2013,28,4-114,BAL,NFL,4,1,33,20,169,8.45,1,42.3,60.6%,5.12,Dennis Pitta,DennisPitta28BAL2013,5,11,25-28
701,Leonard Pope\PopeLe00,2009,26,3-72,KAN,NFL,13,8,30,20,174,8.7,1,13.4,66.7%,5.8,Leonard Pope,LeonardPope26KAN2009,4,129,25-28
702,Richard Rodgers\RodgRi00,2014,22,3-98,GNB,NFL,16,5,30,20,225,11.25,2,14.1,66.7%,7.5,Richard Rodgers,RichardRodgers22GNB2014,4,146,< 24
703,Mike Sellers\SellMi00,2010,35,NA,WAS,NFL,16,8,40,20,224,11.2,0,14,50.0%,5.6,Mike Sellers,MikeSellers35WAS2010,Undrafted,Undrafted,32+
704,Jacob Tamme\TammJa00,2013,28,4-127,DEN,NFL,16,1,25,20,184,9.2,1,11.5,80.0%,7.36,Jacob Tamme,JacobTamme28DEN2013,5,20,25-28
705,Wesley Walls\WallWe00,2003,37,2-56,GNB,NFL,14,1,33,20,222,11.1,1,15.9,60.6%,6.73,Wesley Walls,WesleyWalls37GNB2003,3,117,32+
706,Ben Watson\WatsBe00,2014,34,1-32,NOR,NFL,16,8,31,20,136,6.8,2,8.5,64.5%,4.39,Ben Watson,BenWatson34NOR2014,1,98,32+
707,Daniel Wilcox\WilcDa01,2005,28,NA,BAL,NFL,13,3,28,20,154,7.7,1,11.8,71.4%,5.5,Daniel Wilcox,DanielWilcox28BAL2005,Undrafted,Undrafted,25-28
708,Daniel Wilcox\WilcDa01,2006,29,NA,BAL,NFL,14,6,27,20,166,8.3,3,11.9,74.1%,6.15,Daniel Wilcox,DanielWilcox29BAL2006,Undrafted,Undrafted,29-32
709,Boo Williams\WillBo00,2001,22,NA,NOR,NFL,11,4,42,20,202,10.1,3,18.4,47.6%,4.81,Boo Williams,BooWilliams22NOR2001,Undrafted,Undrafted,< 24
710,Luke Willson\WillLu00,2013,23,5-158,SEA,NFL,16,7,28,20,272,13.6,1,17,71.4%,9.71,Luke Willson,LukeWillson23SEA2013,6,41,< 24
711,Steve Bush\BushSt00,2002,28,NA,ARI,NFL,16,12,27,19,121,6.37,1,7.6,70.4%,4.48,Steve Bush,SteveBush28ARI2002,Undrafted,Undrafted,25-28
712,Mark Campbell\CampMa00,2005,30,NA,BUF,NFL,14,10,29,19,139,7.32,0,9.9,65.5%,4.79,Mark Campbell,MarkCampbell30BUF2005,Undrafted,Undrafted,29-32
713,Garrett Celek\CeleGa00,2015,27,NA,SFO,NFL,11,8,28,19,186,9.79,3,16.9,67.9%,6.64,Garrett Celek,GarrettCelek27SFO2015,Undrafted,Undrafted,25-28
714,Desmond Clark\ClarDe00,2009,32,6-179,CHI,NFL,11,7,34,19,145,7.63,2,13.2,55.9%,4.26,Desmond Clark,DesmondClark32CHI2009,7,52,29-32
715,Charles Clay\ClayCh00,2018,29,6-174,BUF,NFL,8,7,31,19,169,8.89,0,21.1,61.3%,5.45,Charles Clay,CharlesClay29BUF2018,7,50,29-32
716,Kellen Davis\DaviKe01,2012,27,5-158,CHI,NFL,16,15,44,19,229,12.05,2,14.3,43.2%,5.2,Kellen Davis,KellenDavis27CHI2012,6,41,25-28
717,Tyrone Davis\DaviTy00,2000,28,4-107,GNB,NFL,14,9,40,19,177,9.32,2,12.6,47.5%,4.43,Tyrone Davis,TyroneDavis28GNB2000,5,7,25-28
718,Rhett Ellison\ElliRh00,2014,26,4-128,MIN,NFL,16,13,26,19,208,10.95,1,13,73.1%,8,Rhett Ellison,RhettEllison26MIN2014,5,21,25-28
719,Daniel Fells\FellDa00,2011,28,NA,DEN,NFL,16,15,31,19,256,13.47,3,16,61.3%,8.26,Daniel Fells,DanielFells28DEN2011,Undrafted,Undrafted,25-28
720,Ladarius Green\GreeLa00,2014,24,4-110,SDG,NFL,14,4,25,19,226,11.89,0,16.1,76.0%,9.04,Ladarius Green,LadariusGreen24SDG2014,5,9,< 24
721,Ryan Griffin\GrifRy00,2013,23,6-201,HOU,NFL,15,8,28,19,244,12.84,1,16.3,67.9%,8.71,Ryan Griffin,RyanGriffin23HOU2013,7,67,< 24
722,Joey Haynos\HaynJo00,2009,25,NA,MIA,NFL,16,8,37,19,162,8.53,2,10.1,51.4%,4.38,Joey Haynos,JoeyHaynos25MIA2009,Undrafted,Undrafted,25-28
723,Austin Hooper\HoopAu00,2016,22,3-81,ATL,NFL,14,3,27,19,271,14.26,3,19.4,70.4%,10.04,Austin Hooper,AustinHooper22ATL2016,4,133,< 24
724,Jesse James\JameJe00,2018,24,5-160,PIT,NFL,7,4,24,19,283,14.89,1,40.4,79.2%,11.79,Jesse James,JesseJames24PIT2018,6,43,< 24
725,Terry Jones\JoneTe00,2003,24,5-155,BAL,NFL,16,13,25,19,159,8.37,3,9.9,76.0%,6.36,Terry Jones,TerryJones24BAL2003,6,38,< 24
726,Jeff King\KingJe00,2010,27,5-155,CAR,NFL,16,16,32,19,121,6.37,2,7.6,59.4%,3.78,Jeff King,JeffKing27CAR2010,6,38,25-28
727,Erron Kinney\KinnEr00,2000,23,3-68,TEN,NFL,16,9,35,19,197,10.37,1,12.3,54.3%,5.63,Erron Kinney,ErronKinney23TEN2000,4,125,< 24
728,Ben Koyack\KoyaBe00,2016,23,7-229,JAX,NFL,14,7,24,19,161,8.47,1,11.5,79.2%,6.71,Ben Koyack,BenKoyack23JAX2016,8,80,< 24
729,Kris Mangum\MangKr00,2000,27,7-228,CAR,NFL,15,7,31,19,215,11.32,1,14.3,61.3%,6.94,Kris Mangum,KrisMangum27CAR2000,8,79,25-28
730,Stanley Pritchett\PritSt00,2002,29,4-118,CHI,NFL,16,2,27,19,165,8.68,1,10.3,70.4%,6.11,Stanley Pritchett,StanleyPritchett29CHI2002,5,15,29-32
731,Gijon Robinson\RobiGi21,2008,24,NA,IND,NFL,15,14,24,19,166,8.74,0,11.1,79.2%,6.92,Gijon Robinson,GijonRobinson24IND2008,Undrafted,Undrafted,< 24
732,Ricky Seals-Jones\SealRi00,2018,23,NA,ARI,NFL,8,5,39,19,216,11.37,1,27,48.7%,5.54,Ricky Seals-Jones,RickySeals-Jones23ARI2018,Undrafted,Undrafted,< 24
733,Geoff Swaim\SwaiGe00,2018,25,7-246,DAL,NFL,7,7,24,19,205,10.79,1,29.3,79.2%,8.54,Geoff Swaim,GeoffSwaim25DAL2018,8,89,25-28
734,Jacob Tamme\TammJa00,2011,26,4-127,IND,NFL,16,5,31,19,177,9.32,1,11.1,61.3%,5.71,Jacob Tamme,JacobTamme26IND2011,5,20,25-28
735,Delanie Walker\WalkHu00,2011,27,6-175,SFO,NFL,15,7,35,19,198,10.42,3,13.2,54.3%,5.66,Delanie Walker,DelanieWalker27SFO2011,7,51,25-28
736,Wesley Walls\WallWe00,2002,36,2-56,CAR,NFL,15,14,36,19,241,12.68,4,16.1,52.8%,6.69,Wesley Walls,WesleyWalls36CAR2002,3,117,32+
737,Ben Watson\WatsBe00,2013,33,1-32,NOR,NFL,15,7,30,19,226,11.89,2,15.1,63.3%,7.53,Ben Watson,BenWatson33NOR2013,1,98,32+
738,Stephen Alexander\AlexSt00,2006,31,2-48,DEN,NFL,16,14,35,18,160,8.89,2,10,51.4%,4.57,Stephen Alexander,StephenAlexander31DEN2006,3,111,29-32
739,Mike Anderson\AndeMi00,2002,29,6-189,DEN,NFL,15,12,24,18,167,9.28,2,11.1,75.0%,6.96,Mike Anderson,MikeAnderson29DEN2002,7,58,29-32
